TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
NOP,01/31/2017,NOP @ TOR,L,265,106,-2
OKC,01/31/2017,OKC @ SAS,L,240,94,-14
SAS,01/31/2017,SAS vs. OKC,W,241,108,14
LAL,01/31/2017,LAL vs. DEN,W,241,120,4
MIN,02/01/2017,MIN @ CLE,L,241,97,-28
MIL,02/01/2017,MIL @ UTA,L,240,88,-16
MEM,02/01/2017,MEM @ DEN,W,238,119,20
CHI,02/01/2017,CHI @ OKC,W,242,128,28
MIA,02/01/2017,MIA vs. ATL,W,240,116,23
OKC,02/01/2017,OKC vs. CHI,L,238,100,-28
IND,02/01/2017,IND @ ORL,W,240,98,10
NOP,02/01/2017,NOP @ DET,L,239,98,-20
ORL,02/01/2017,ORL vs. IND,L,241,88,-10
CLE,02/01/2017,CLE vs. MIN,W,239,125,28
LAC,02/01/2017,LAC @ PHX,W,241,124,10
DEN,02/01/2017,DEN vs. MEM,L,241,99,-20
PHX,02/01/2017,PHX vs. LAC,L,240,114,-10
NYK,02/01/2017,NYK @ BKN,W,240,95,5
DET,02/01/2017,DET vs. NOP,W,241,118,20
DAL,02/01/2017,DAL vs. PHI,W,241,113,18
BKN,02/01/2017,BKN vs. NYK,L,239,90,-5
PHI,02/01/2017,PHI @ DAL,L,238,95,-18
ATL,02/01/2017,ATL @ MIA,L,239,93,-23
BOS,02/01/2017,BOS vs. TOR,W,241,109,5
CHA,02/01/2017,CHA @ GSW,L,242,111,-15
TOR,02/01/2017,TOR @ BOS,L,240,104,-5
GSW,02/01/2017,GSW vs. CHA,W,240,126,15
UTA,02/01/2017,UTA vs. MIL,W,240,104,16
PHI,02/02/2017,PHI @ SAS,L,241,86,-16
GSW,02/02/2017,GSW @ LAC,W,239,133,13
LAL,02/02/2017,LAL @ WAS,L,240,108,-8
WAS,02/02/2017,WAS vs. LAL,W,240,116,8
ATL,02/02/2017,ATL @ HOU,W,239,113,5
LAC,02/02/2017,LAC vs. GSW,L,239,120,-13
HOU,02/02/2017,HOU vs. ATL,L,242,108,-5
SAS,02/02/2017,SAS vs. PHI,W,240,102,16
OKC,02/03/2017,OKC vs. MEM,W,240,114,12
PHX,02/03/2017,PHX @ SAC,W,240,105,2
TOR,02/03/2017,TOR @ ORL,L,242,94,-8
MEM,02/03/2017,MEM @ OKC,L,240,102,-12
DET,02/03/2017,DET vs. MIN,W,241,116,8
DEN,02/03/2017,DEN vs. MIL,W,239,121,4
HOU,02/03/2017,HOU vs. CHI,W,264,121,4
ORL,02/03/2017,ORL vs. TOR,W,240,102,8
DAL,02/03/2017,DAL @ POR,W,240,108,4
MIL,02/03/2017,MIL @ DEN,L,241,117,-4
BOS,02/03/2017,BOS vs. LAL,W,241,113,6
BKN,02/03/2017,BKN vs. IND,L,240,97,-9
POR,02/03/2017,POR vs. DAL,L,239,104,-4
LAL,02/03/2017,LAL @ BOS,L,240,107,-6
MIN,02/03/2017,MIN @ DET,L,240,108,-8
IND,02/03/2017,IND @ BKN,W,240,106,9
SAC,02/03/2017,SAC vs. PHX,L,239,103,-2
CHI,02/03/2017,CHI @ HOU,L,264,117,-4
MIA,02/04/2017,MIA vs. PHI,W,241,125,23
MIN,02/04/2017,MIN vs. MEM,L,239,99,-8
NOP,02/04/2017,NOP @ WAS,L,239,91,-14
MIL,02/04/2017,MIL @ PHX,W,242,137,25
NYK,02/04/2017,NYK vs. CLE,L,240,104,-7
CLE,02/04/2017,CLE @ NYK,W,240,111,7
CHA,02/04/2017,CHA @ UTA,L,240,98,-7
UTA,02/04/2017,UTA vs. CHA,W,241,105,7
ORL,02/04/2017,ORL @ ATL,L,241,86,-27
ATL,02/04/2017,ATL vs. ORL,W,239,113,27
PHI,02/04/2017,PHI @ MIA,L,241,102,-23
PHX,02/04/2017,PHX vs. MIL,L,240,112,-25
IND,02/04/2017,IND vs. DET,W,242,105,21
SAC,02/04/2017,SAC vs. GSW,W,265,109,3
MEM,02/04/2017,MEM @ MIN,W,239,107,8
GSW,02/04/2017,GSW @ SAC,L,266,106,-3
WAS,02/04/2017,WAS vs. NOP,W,241,105,14
DET,02/04/2017,DET @ IND,L,240,84,-21
DEN,02/04/2017,DEN @ SAS,L,240,97,-24
SAS,02/04/2017,SAS vs. DEN,W,241,121,24
BOS,02/05/2017,BOS vs. LAC,W,240,107,5
BKN,02/05/2017,BKN vs. TOR,L,241,95,-8
POR,02/05/2017,POR @ OKC,L,240,99,-6
LAC,02/05/2017,LAC @ BOS,L,240,102,-5
TOR,02/05/2017,TOR @ BKN,W,239,103,8
OKC,02/05/2017,OKC vs. POR,W,241,105,6
DEN,02/06/2017,DEN vs. DAL,W,241,110,23
UTA,02/06/2017,UTA @ ATL,W,239,120,25
MIA,02/06/2017,MIA @ MIN,W,240,115,2
PHX,02/06/2017,PHX @ NOP,L,240,106,-5
CLE,02/06/2017,CLE @ WAS,W,265,140,5
MIN,02/06/2017,MIN vs. MIA,L,240,113,-2
ATL,02/06/2017,ATL vs. UTA,L,242,95,-25
DET,02/06/2017,DET vs. PHI,W,241,113,17
SAS,02/06/2017,SAS @ MEM,L,239,74,-15
DAL,02/06/2017,DAL @ DEN,L,240,87,-23
WAS,02/06/2017,WAS vs. CLE,L,264,135,-5
TOR,02/06/2017,TOR vs. LAC,W,239,118,9
LAL,02/06/2017,LAL @ NYK,W,241,121,14
OKC,02/06/2017,OKC @ IND,L,239,90,-3
SAC,02/06/2017,SAC vs. CHI,L,241,107,-5
CHI,02/06/2017,CHI @ SAC,W,240,112,5
NYK,02/06/2017,NYK vs. LAL,L,241,107,-14
PHI,02/06/2017,PHI @ DET,L,240,96,-17
IND,02/06/2017,IND vs. OKC,W,240,93,3
LAC,02/06/2017,LAC @ TOR,L,241,109,-9
NOP,02/06/2017,NOP vs. PHX,W,240,111,5
MEM,02/06/2017,MEM vs. SAS,W,239,89,15
CHA,02/07/2017,CHA vs. BKN,W,240,111,4
DAL,02/07/2017,DAL vs. POR,L,240,113,-1
ORL,02/07/2017,ORL @ HOU,L,241,104,-24
BKN,02/07/2017,BKN @ CHA,L,241,107,-4
HOU,02/07/2017,HOU vs. ORL,W,241,128,24
POR,02/07/2017,POR @ DAL,W,241,114,1
MIN,02/08/2017,MIN vs. TOR,W,241,112,3
ATL,02/08/2017,ATL vs. DEN,W,240,117,11
CLE,02/08/2017,CLE @ IND,W,240,132,15
SAS,02/08/2017,SAS @ PHI,W,239,111,8
MEM,02/08/2017,MEM vs. PHX,W,241,110,19
NYK,02/08/2017,NYK vs. LAC,L,239,115,-4
SAC,02/08/2017,SAC vs. BOS,W,241,108,16
UTA,02/08/2017,UTA @ NOP,W,240,127,33
DET,02/08/2017,DET vs. LAL,W,239,121,19
PHX,02/08/2017,PHX @ MEM,L,238,91,-19
IND,02/08/2017,IND vs. CLE,L,242,117,-15
LAC,02/08/2017,LAC @ NYK,W,241,119,4
GSW,02/08/2017,GSW vs. CHI,W,240,123,31
CHI,02/08/2017,CHI @ GSW,L,241,92,-31
BOS,02/08/2017,BOS @ SAC,L,241,92,-16
MIA,02/08/2017,MIA @ MIL,W,240,106,18
PHI,02/08/2017,PHI vs. SAS,L,241,103,-8
NOP,02/08/2017,NOP vs. UTA,L,239,94,-33
MIL,02/08/2017,MIL vs. MIA,L,240,88,-18
WAS,02/08/2017,WAS @ BKN,W,264,114,4
TOR,02/08/2017,TOR @ MIN,L,241,109,-3
BKN,02/08/2017,BKN vs. WAS,L,266,110,-4
LAL,02/08/2017,LAL @ DET,L,241,102,-19
DEN,02/08/2017,DEN @ ATL,L,240,106,-11
HOU,02/09/2017,HOU @ CHA,W,241,107,12
CHA,02/09/2017,CHA vs. HOU,L,240,95,-12
CLE,02/09/2017,CLE @ OKC,L,241,109,-9
UTA,02/09/2017,UTA @ DAL,L,265,105,-7
OKC,02/09/2017,OKC vs. CLE,W,240,118,9
PHI,02/09/2017,PHI @ ORL,W,240,112,1
POR,02/09/2017,POR vs. BOS,L,239,111,-9
DAL,02/09/2017,DAL vs. UTA,W,266,112,7
BOS,02/09/2017,BOS @ POR,W,242,120,9
ORL,02/09/2017,ORL vs. PHI,L,240,111,-1
MIA,02/10/2017,MIA @ BKN,W,241,108,9
LAL,02/10/2017,LAL @ MIL,W,240,122,8
DEN,02/10/2017,DEN @ NYK,W,241,131,8
MIL,02/10/2017,MIL vs. LAL,L,241,114,-8
PHX,02/10/2017,PHX vs. CHI,W,241,115,18
WAS,02/10/2017,WAS vs. IND,W,241,112,5
SAC,02/10/2017,SAC vs. ATL,W,240,108,1
BKN,02/10/2017,BKN vs. MIA,L,242,99,-9
DET,02/10/2017,DET vs. SAS,L,240,92,-11
ATL,02/10/2017,ATL @ SAC,L,241,107,-1
IND,02/10/2017,IND @ WAS,L,241,107,-5
MIN,02/10/2017,MIN vs. NOP,L,241,106,-16
NYK,02/10/2017,NYK vs. DEN,L,240,123,-8
SAS,02/10/2017,SAS @ DET,W,240,103,11
MEM,02/10/2017,MEM vs. GSW,L,240,107,-15
NOP,02/10/2017,NOP @ MIN,W,240,122,16
GSW,02/10/2017,GSW @ MEM,W,240,122,15
CHI,02/10/2017,CHI @ PHX,L,238,97,-18
MIA,02/11/2017,MIA @ PHI,L,240,109,-8
GSW,02/11/2017,GSW @ OKC,W,240,130,16
PHI,02/11/2017,PHI vs. MIA,W,240,117,8
DEN,02/11/2017,DEN @ CLE,L,241,109,-16
ORL,02/11/2017,ORL @ DAL,L,239,80,-32
DAL,02/11/2017,DAL vs. ORL,W,240,112,32
CLE,02/11/2017,CLE vs. DEN,W,240,125,16
HOU,02/11/2017,HOU vs. PHX,W,241,133,31
MIL,02/11/2017,MIL @ IND,W,240,116,16
CHA,02/11/2017,CHA vs. LAC,L,241,102,-5
OKC,02/11/2017,OKC vs. GSW,L,241,114,-16
LAC,02/11/2017,LAC @ CHA,W,240,107,5
IND,02/11/2017,IND vs. MIL,L,241,100,-16
PHX,02/11/2017,PHX @ HOU,L,241,102,-31
UTA,02/11/2017,UTA vs. BOS,L,240,104,-8
BOS,02/11/2017,BOS @ UTA,W,241,112,8
TOR,02/12/2017,TOR vs. DET,L,241,101,-1
MIN,02/12/2017,MIN vs. CHI,W,240,117,28
NOP,02/12/2017,NOP @ SAC,L,239,99,-6
DET,02/12/2017,DET @ TOR,W,241,102,1
SAS,02/12/2017,SAS @ NYK,L,241,90,-4
NYK,02/12/2017,NYK vs. SAS,W,240,94,4
SAC,02/12/2017,SAC vs. NOP,W,241,105,6
CHI,02/12/2017,CHI @ MIN,L,241,89,-28
IND,02/13/2017,IND vs. SAS,L,239,106,-4
DET,02/13/2017,DET @ MIL,L,240,89,-13
OKC,02/13/2017,OKC @ WAS,L,241,98,-22
MIA,02/13/2017,MIA vs. ORL,L,239,107,-9
CHA,02/13/2017,CHA vs. PHI,L,240,99,-6
POR,02/13/2017,POR vs. ATL,L,265,104,-5
WAS,02/13/2017,WAS vs. OKC,W,241,120,22
ORL,02/13/2017,ORL @ MIA,W,239,116,9
UTA,02/13/2017,UTA vs. LAC,L,240,72,-16
GSW,02/13/2017,GSW @ DEN,L,240,110,-22
MEM,02/13/2017,MEM @ BKN,W,241,112,9
BKN,02/13/2017,BKN vs. MEM,L,239,103,-9
ATL,02/13/2017,ATL @ POR,W,264,109,5
MIL,02/13/2017,MIL vs. DET,W,241,102,13
SAS,02/13/2017,SAS @ IND,W,240,110,4
BOS,02/13/2017,BOS @ DAL,W,239,111,13
LAC,02/13/2017,LAC @ UTA,W,239,88,16
PHX,02/13/2017,PHX vs. NOP,L,238,108,-2
DEN,02/13/2017,DEN vs. GSW,W,239,132,22
NOP,02/13/2017,NOP @ PHX,W,239,110,2
DAL,02/13/2017,DAL vs. BOS,L,240,98,-13
PHI,02/13/2017,PHI @ CHA,W,240,105,6
LAL,02/14/2017,LAL vs. SAC,L,240,96,-1
SAC,02/14/2017,SAC @ LAL,W,240,97,1
CHI,02/14/2017,CHI vs. TOR,W,239,105,11
TOR,02/14/2017,TOR @ CHI,L,242,94,-11
CLE,02/14/2017,CLE @ MIN,W,241,116,8
MIN,02/14/2017,MIN vs. CLE,L,241,108,-8
DET,02/15/2017,DET vs. DAL,W,366,98,7
OKC,02/15/2017,OKC vs. NYK,W,240,116,11
ATL,02/15/2017,ATL @ LAC,L,240,84,-15
CLE,02/15/2017,CLE vs. IND,W,242,113,9
TOR,02/15/2017,TOR vs. CHA,W,240,90,5
BOS,02/15/2017,BOS vs. PHI,W,239,116,8
DEN,02/15/2017,DEN vs. MIN,L,240,99,-13
BKN,02/15/2017,BKN vs. MIL,L,241,125,-4
MEM,02/15/2017,MEM vs. NOP,L,239,91,-4
MIL,02/15/2017,MIL @ BKN,W,241,129,4
NYK,02/15/2017,NYK @ OKC,L,241,105,-11
LAL,02/15/2017,LAL @ PHX,L,241,101,-36
IND,02/15/2017,IND @ CLE,L,241,104,-9
MIA,02/15/2017,MIA @ HOU,W,240,117,8
PHI,02/15/2017,PHI @ BOS,L,240,108,-8
GSW,02/15/2017,GSW vs. SAC,W,240,109,23
LAC,02/15/2017,LAC vs. ATL,W,239,99,15
ORL,02/15/2017,ORL vs. SAS,L,316,79,-28
MIN,02/15/2017,MIN @ DEN,W,240,112,13
PHX,02/15/2017,PHX vs. LAL,W,242,137,36
NOP,02/15/2017,NOP @ MEM,W,240,95,4
DAL,02/15/2017,DAL @ DET,L,365,91,-7
POR,02/15/2017,POR @ UTA,L,238,88,-23
SAS,02/15/2017,SAS @ ORL,W,316,107,28
UTA,02/15/2017,UTA vs. POR,W,241,111,23
SAC,02/15/2017,SAC @ GSW,L,241,86,-23
CHA,02/15/2017,CHA @ TOR,L,240,85,-5
HOU,02/15/2017,HOU vs. MIA,L,241,109,-8
WAS,02/16/2017,WAS @ IND,W,240,111,13
CHI,02/16/2017,CHI vs. BOS,W,242,104,1
BOS,02/16/2017,BOS @ CHI,L,240,103,-1
IND,02/16/2017,IND vs. WAS,L,239,98,-13
NOP,02/23/2017,NOP vs. HOU,L,240,99,-30
NYK,02/23/2017,NYK @ CLE,L,240,104,-15
CLE,02/23/2017,CLE vs. NYK,W,241,119,15
GSW,02/23/2017,GSW vs. LAC,W,240,123,10
CHA,02/23/2017,CHA @ DET,L,265,108,-6
SAC,02/23/2017,SAC vs. DEN,W,239,116,16
DET,02/23/2017,DET vs. CHA,W,266,114,6
HOU,02/23/2017,HOU @ NOP,W,241,129,30
DEN,02/23/2017,DEN @ SAC,L,240,100,-16
ORL,02/23/2017,ORL vs. POR,L,238,103,-9
POR,02/23/2017,POR @ ORL,W,238,112,9
LAC,02/23/2017,LAC @ GSW,L,241,113,-10
IND,02/24/2017,IND vs. MEM,W,241,102,10
CHI,02/24/2017,CHI vs. PHX,W,266,128,7
WAS,02/24/2017,WAS @ PHI,L,240,112,-8
BOS,02/24/2017,BOS @ TOR,L,239,97,-10
TOR,02/24/2017,TOR vs. BOS,W,241,107,10
BKN,02/24/2017,BKN @ DEN,L,239,109,-20
MIL,02/24/2017,MIL vs. UTA,L,238,95,-14
PHX,02/24/2017,PHX @ CHI,L,265,121,-7
SAS,02/24/2017,SAS @ LAC,W,241,105,8
UTA,02/24/2017,UTA @ MIL,W,240,109,14
PHI,02/24/2017,PHI vs. WAS,W,241,120,8
MIA,02/24/2017,MIA @ ATL,W,240,108,18
OKC,02/24/2017,OKC vs. LAL,W,239,110,17
DAL,02/24/2017,DAL @ MIN,L,240,84,-13
MEM,02/24/2017,MEM @ IND,L,239,92,-10
LAC,02/24/2017,LAC vs. SAS,L,240,97,-8
MIN,02/24/2017,MIN vs. DAL,W,239,97,13
DEN,02/24/2017,DEN vs. BKN,W,242,129,20
LAL,02/24/2017,LAL @ OKC,L,240,93,-17
ATL,02/24/2017,ATL vs. MIA,L,240,90,-18
MIN,02/25/2017,MIN @ HOU,L,241,130,-12
IND,02/25/2017,IND @ MIA,L,239,95,-18
PHI,02/25/2017,PHI @ NYK,L,242,109,-1
NOP,02/25/2017,NOP @ DAL,L,239,83,-13
CHI,02/25/2017,CHI @ CLE,W,241,117,18
CHA,02/25/2017,CHA @ SAC,W,240,99,14
NYK,02/25/2017,NYK vs. PHI,W,240,110,1
DAL,02/25/2017,DAL vs. NOP,W,240,96,13
BKN,02/25/2017,BKN @ GSW,L,241,95,-17
ORL,02/25/2017,ORL vs. ATL,W,241,105,19
CLE,02/25/2017,CLE vs. CHI,L,240,99,-18
SAC,02/25/2017,SAC vs. CHA,L,239,85,-14
ATL,02/25/2017,ATL @ ORL,L,239,86,-19
GSW,02/25/2017,GSW vs. BKN,W,241,112,17
MIA,02/25/2017,MIA vs. IND,W,239,113,18
HOU,02/25/2017,HOU vs. MIN,W,240,142,12
WAS,02/26/2017,WAS vs. UTA,L,240,92,-10
DET,02/26/2017,DET vs. BOS,L,240,98,-6
OKC,02/26/2017,OKC vs. NOP,W,239,118,8
LAL,02/26/2017,LAL vs. SAS,L,240,98,-21
LAC,02/26/2017,LAC vs. CHA,W,265,124,3
POR,02/26/2017,POR @ TOR,L,239,106,-6
NOP,02/26/2017,NOP @ OKC,L,239,110,-8
DEN,02/26/2017,DEN vs. MEM,L,240,98,-7
BOS,02/26/2017,BOS @ DET,W,240,104,6
CHA,02/26/2017,CHA @ LAC,L,265,121,-3
MEM,02/26/2017,MEM @ DEN,W,240,105,7
PHX,02/26/2017,PHX @ MIL,L,239,96,-4
UTA,02/26/2017,UTA @ WAS,W,241,102,10
TOR,02/26/2017,TOR vs. POR,W,240,112,6
SAS,02/26/2017,SAS @ LAL,W,241,119,21
MIL,02/26/2017,MIL vs. PHX,W,240,100,4
HOU,02/27/2017,HOU vs. IND,L,239,108,-9
MIA,02/27/2017,MIA @ DAL,L,239,89,-7
MIN,02/27/2017,MIN @ SAC,W,239,102,14
DAL,02/27/2017,DAL vs. MIA,W,239,96,7
TOR,02/27/2017,TOR @ NYK,W,242,92,1
IND,02/27/2017,IND @ HOU,W,239,117,9
MIL,02/27/2017,MIL @ CLE,L,240,95,-7
NYK,02/27/2017,NYK vs. TOR,L,241,91,-1
GSW,02/27/2017,GSW @ PHI,W,240,119,11
ATL,02/27/2017,ATL @ BOS,W,240,114,16
CLE,02/27/2017,CLE vs. MIL,W,239,102,7
BOS,02/27/2017,BOS vs. ATL,L,240,98,-16
SAC,02/27/2017,SAC vs. MIN,L,240,88,-14
PHI,02/27/2017,PHI vs. GSW,L,239,108,-11
OKC,02/28/2017,OKC vs. UTA,W,239,109,3
GSW,02/28/2017,GSW @ WAS,L,241,108,-4
DET,02/28/2017,DET vs. POR,W,266,120,7
DEN,02/28/2017,DEN @ CHI,W,241,125,18
PHX,02/28/2017,PHX @ MEM,L,240,112,-18
LAL,02/28/2017,LAL vs. CHA,L,239,104,-5
WAS,02/28/2017,WAS vs. GSW,W,241,112,4
MEM,02/28/2017,MEM vs. PHX,W,240,130,18
CHI,02/28/2017,CHI vs. DEN,L,238,107,-18
UTA,02/28/2017,UTA @ OKC,L,239,106,-3
CHA,02/28/2017,CHA @ LAL,W,240,109,5
POR,02/28/2017,POR @ DET,L,266,113,-7
PHI,03/01/2017,PHI @ MIA,L,239,98,-27
DAL,03/01/2017,DAL @ ATL,L,239,95,-5
ORL,03/01/2017,ORL vs. NYK,L,240,90,-11
CLE,03/01/2017,CLE @ BOS,L,240,99,-4
MIA,03/01/2017,MIA vs. PHI,W,239,125,27
BOS,03/01/2017,BOS vs. CLE,W,242,103,4
DET,03/01/2017,DET @ NOP,L,239,86,-23
MIN,03/01/2017,MIN @ UTA,W,240,107,27
ATL,03/01/2017,ATL vs. DAL,W,240,100,5
LAC,03/01/2017,LAC vs. HOU,L,241,103,-19
HOU,03/01/2017,HOU @ LAC,W,239,122,19
DEN,03/01/2017,DEN @ MIL,W,240,110,12
BKN,03/01/2017,BKN @ SAC,W,242,109,9
MIL,03/01/2017,MIL vs. DEN,L,241,98,-12
NYK,03/01/2017,NYK @ ORL,W,241,101,11
UTA,03/01/2017,UTA vs. MIN,L,240,80,-27
IND,03/01/2017,IND @ SAS,L,241,99,-1
NOP,03/01/2017,NOP vs. DET,W,239,109,23
TOR,03/01/2017,TOR vs. WAS,L,241,96,-9
WAS,03/01/2017,WAS @ TOR,W,240,105,9
SAS,03/01/2017,SAS vs. IND,W,241,100,1
SAC,03/01/2017,SAC vs. BKN,L,240,100,-9
PHX,03/02/2017,PHX vs. CHA,W,240,120,17
POR,03/02/2017,POR vs. OKC,W,240,114,5
CHI,03/02/2017,CHI vs. GSW,W,240,94,7
CHA,03/02/2017,CHA @ PHX,L,242,103,-17
OKC,03/02/2017,OKC @ POR,L,241,109,-5
GSW,03/02/2017,GSW @ CHI,L,240,87,-7
MIA,03/03/2017,MIA @ ORL,L,239,99,-11
LAC,03/03/2017,LAC @ MIL,L,240,101,-11
MIL,03/03/2017,MIL vs. LAC,W,241,112,11
OKC,03/03/2017,OKC @ PHX,L,239,111,-7
CLE,03/03/2017,CLE @ ATL,W,239,135,5
PHX,03/03/2017,PHX vs. OKC,W,240,118,7
DAL,03/03/2017,DAL vs. MEM,W,239,104,4
BKN,03/03/2017,BKN @ UTA,L,238,97,-15
WAS,03/03/2017,WAS vs. TOR,L,241,106,-8
ATL,03/03/2017,ATL vs. CLE,L,239,130,-5
MEM,03/03/2017,MEM @ DAL,L,240,100,-4
UTA,03/03/2017,UTA vs. BKN,W,240,112,15
NYK,03/03/2017,NYK @ PHI,L,241,102,-3
ORL,03/03/2017,ORL vs. MIA,W,240,110,11
SAS,03/03/2017,SAS @ NOP,W,265,101,3
BOS,03/03/2017,BOS @ LAL,W,242,115,20
TOR,03/03/2017,TOR @ WAS,W,241,114,8
LAL,03/03/2017,LAL vs. BOS,L,240,95,-20
NOP,03/03/2017,NOP vs. SAS,L,265,98,-3
PHI,03/03/2017,PHI vs. NYK,W,240,105,3
BKN,03/04/2017,BKN @ POR,L,240,116,-14
SAS,03/04/2017,SAS vs. MIN,W,265,97,7
DET,03/04/2017,DET @ PHI,W,240,136,30
MIN,03/04/2017,MIN @ SAS,L,265,90,-7
CLE,03/04/2017,CLE @ MIA,L,242,92,-28
DEN,03/04/2017,DEN vs. CHA,L,240,102,-10
MEM,03/04/2017,MEM @ HOU,L,242,108,-15
MIL,03/04/2017,MIL vs. TOR,W,240,101,7
TOR,03/04/2017,TOR @ MIL,L,239,94,-7
CHA,03/04/2017,CHA @ DEN,W,239,112,10
CHI,03/04/2017,CHI vs. LAC,L,241,91,-10
LAC,03/04/2017,LAC @ CHI,W,241,101,10
PHI,03/04/2017,PHI vs. DET,L,242,106,-30
HOU,03/04/2017,HOU vs. MEM,W,240,123,15
MIA,03/04/2017,MIA vs. CLE,W,240,120,28
POR,03/04/2017,POR vs. BKN,W,240,130,14
ORL,03/05/2017,ORL @ WAS,L,240,114,-1
NYK,03/05/2017,NYK vs. GSW,L,240,105,-7
UTA,03/05/2017,UTA @ SAC,W,264,110,1
GSW,03/05/2017,GSW @ NYK,W,240,112,7
BOS,03/05/2017,BOS @ PHX,L,242,106,-3
OKC,03/05/2017,OKC @ DAL,L,240,89,-15
LAL,03/05/2017,LAL vs. NOP,L,242,97,-8
PHX,03/05/2017,PHX vs. BOS,W,239,109,3
SAC,03/05/2017,SAC vs. UTA,L,266,109,-1
IND,03/05/2017,IND @ ATL,W,240,97,1
WAS,03/05/2017,WAS vs. ORL,W,239,115,1
DAL,03/05/2017,DAL vs. OKC,W,241,104,15
NOP,03/05/2017,NOP @ LAL,W,240,105,8
ATL,03/05/2017,ATL vs. IND,L,239,96,-1
MEM,03/06/2017,MEM vs. BKN,L,240,109,-13
UTA,03/06/2017,UTA vs. NOP,W,239,88,5
NOP,03/06/2017,NOP @ UTA,L,240,83,-5
CLE,03/06/2017,CLE vs. MIA,L,241,98,-8
DET,03/06/2017,DET vs. CHI,W,240,109,14
LAC,03/06/2017,LAC vs. BOS,W,239,116,14
MIA,03/06/2017,MIA @ CLE,W,240,106,8
NYK,03/06/2017,NYK @ ORL,W,239,113,8
BKN,03/06/2017,BKN @ MEM,W,241,122,13
PHI,03/06/2017,PHI vs. MIL,L,240,98,-14
BOS,03/06/2017,BOS @ LAC,L,240,102,-14
SAC,03/06/2017,SAC @ DEN,L,238,96,-12
GSW,03/06/2017,GSW @ ATL,W,242,119,8
IND,03/06/2017,IND @ CHA,L,240,88,-12
ORL,03/06/2017,ORL vs. NYK,L,240,105,-8
DEN,03/06/2017,DEN vs. SAC,W,240,108,12
MIL,03/06/2017,MIL @ PHI,W,241,112,14
ATL,03/06/2017,ATL vs. GSW,L,240,111,-8
CHA,03/06/2017,CHA vs. IND,W,240,100,12
HOU,03/06/2017,HOU @ SAS,L,240,110,-2
SAS,03/06/2017,SAS vs. HOU,W,239,112,2
CHI,03/06/2017,CHI @ DET,L,240,95,-14
WAS,03/07/2017,WAS @ PHX,W,240,131,4
PHX,03/07/2017,PHX vs. WAS,L,239,127,-4
OKC,03/07/2017,OKC vs. POR,L,242,121,-5
POR,03/07/2017,POR @ OKC,W,240,126,5
LAL,03/07/2017,LAL @ DAL,L,238,111,-11
DAL,03/07/2017,DAL vs. LAL,W,240,122,11
NYK,03/08/2017,NYK @ MIL,L,241,93,-11
DEN,03/08/2017,DEN vs. WAS,L,241,113,-10
GSW,03/08/2017,GSW vs. BOS,L,240,86,-13
MIL,03/08/2017,MIL vs. NYK,W,240,104,11
TOR,03/08/2017,TOR @ NOP,W,241,94,7
UTA,03/08/2017,UTA @ HOU,W,239,115,7
LAC,03/08/2017,LAC @ MIN,L,238,91,-16
MIA,03/08/2017,MIA vs. CHA,W,240,108,7
IND,03/08/2017,IND vs. DET,W,241,115,17
WAS,03/08/2017,WAS @ DEN,W,242,123,10
SAC,03/08/2017,SAC @ SAS,L,241,104,-10
CHI,03/08/2017,CHI @ ORL,L,240,91,-7
NOP,03/08/2017,NOP vs. TOR,L,239,87,-7
DET,03/08/2017,DET @ IND,L,240,98,-17
ORL,03/08/2017,ORL vs. CHI,W,240,98,7
ATL,03/08/2017,ATL vs. BKN,W,239,110,5
BKN,03/08/2017,BKN @ ATL,L,241,105,-5
BOS,03/08/2017,BOS @ GSW,W,241,99,13
MIN,03/08/2017,MIN vs. LAC,W,240,107,16
CHA,03/08/2017,CHA @ MIA,L,242,101,-7
HOU,03/08/2017,HOU vs. UTA,L,241,108,-7
SAS,03/08/2017,SAS vs. SAC,W,240,114,10
POR,03/09/2017,POR vs. PHI,W,265,114,6
MEM,03/09/2017,MEM vs. LAC,L,239,98,-16
PHI,03/09/2017,PHI @ POR,L,266,108,-6
SAS,03/09/2017,SAS @ OKC,L,239,92,-10
OKC,03/09/2017,OKC vs. SAS,W,240,102,10
CLE,03/09/2017,CLE @ DET,L,240,101,-5
DET,03/09/2017,DET vs. CLE,W,240,106,5
PHX,03/09/2017,PHX vs. LAL,L,239,110,-12
LAL,03/09/2017,LAL @ PHX,W,240,122,12
LAC,03/09/2017,LAC @ MEM,W,239,114,16
MIL,03/10/2017,MIL vs. IND,W,240,99,14
MIN,03/10/2017,MIN vs. GSW,W,240,103,1
ATL,03/10/2017,ATL vs. TOR,W,239,105,6
CHI,03/10/2017,CHI vs. HOU,L,241,94,-21
DEN,03/10/2017,DEN vs. BOS,W,241,119,20
BKN,03/10/2017,BKN @ DAL,L,241,96,-9
CHA,03/10/2017,CHA vs. ORL,W,239,121,40
IND,03/10/2017,IND @ MIL,L,242,85,-14
GSW,03/10/2017,GSW @ MIN,L,239,102,-1
HOU,03/10/2017,HOU @ CHI,W,240,115,21
BOS,03/10/2017,BOS @ DEN,L,240,99,-20
DAL,03/10/2017,DAL vs. BKN,W,241,105,9
TOR,03/10/2017,TOR @ ATL,L,240,99,-6
ORL,03/10/2017,ORL @ CHA,L,240,81,-40
