TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
CHA,12/23/2017,CHA vs. MIL,W,240,111,5
POR,12/23/2017,POR @ LAL,W,241,95,3
BOS,12/23/2017,BOS vs. CHI,W,240,117,25
LAC,12/23/2017,LAC @ MEM,L,241,112,-3
IND,12/23/2017,IND vs. BKN,W,264,123,4
WAS,12/23/2017,WAS vs. ORL,W,239,130,27
UTA,12/23/2017,UTA vs. OKC,L,241,89,-14
MIN,12/23/2017,MIN @ PHX,W,240,115,9
LAL,12/23/2017,LAL vs. POR,L,239,92,-3
SAC,12/23/2017,SAC vs. SAS,L,240,99,-9
BKN,12/23/2017,BKN @ IND,L,265,119,-4
DAL,12/23/2017,DAL @ ATL,L,240,107,-5
TOR,12/23/2017,TOR vs. PHI,W,242,102,16
DEN,12/23/2017,DEN @ GSW,W,240,96,15
GSW,12/25/2017,GSW vs. CLE,W,240,99,7
MIN,12/25/2017,MIN @ LAL,W,240,121,17
NYK,12/25/2017,NYK vs. PHI,L,239,98,-7
LAL,12/25/2017,LAL vs. MIN,L,240,104,-17
OKC,12/25/2017,OKC vs. HOU,W,240,112,5
PHI,12/25/2017,PHI @ NYK,W,239,105,7
CLE,12/25/2017,CLE @ GSW,L,241,92,-7
HOU,12/25/2017,HOU @ OKC,L,240,107,-5
BOS,12/25/2017,BOS vs. WAS,L,241,103,-8
WAS,12/25/2017,WAS @ BOS,W,241,111,8
MIA,12/26/2017,MIA vs. ORL,W,241,107,18
CHI,12/26/2017,CHI @ MIL,W,241,115,9
PHX,12/26/2017,PHX vs. MEM,W,240,99,2
DET,12/26/2017,DET vs. IND,W,240,107,24
DAL,12/26/2017,DAL vs. TOR,W,241,98,5
SAC,12/26/2017,SAC @ LAC,L,240,95,-27
UTA,12/26/2017,UTA @ DEN,L,241,83,-24
TOR,12/26/2017,TOR @ DAL,L,240,93,-5
BKN,12/26/2017,BKN @ SAS,L,240,97,-12
MEM,12/26/2017,MEM @ PHX,L,241,97,-2
SAS,12/26/2017,SAS vs. BKN,W,240,109,12
DEN,12/26/2017,DEN vs. UTA,W,242,107,24
LAC,12/26/2017,LAC vs. SAC,W,241,122,27
IND,12/26/2017,IND @ DET,L,239,83,-24
ORL,12/26/2017,ORL @ MIA,L,243,89,-18
MIL,12/26/2017,MIL vs. CHI,L,241,106,-9
CHA,12/27/2017,CHA vs. BOS,L,239,91,-11
DEN,12/27/2017,DEN @ MIN,L,264,125,-3
WAS,12/27/2017,WAS @ ATL,L,240,99,-14
CLE,12/27/2017,CLE @ SAC,L,241,95,-14
OKC,12/27/2017,OKC vs. TOR,W,240,124,17
DAL,12/27/2017,DAL @ IND,W,240,98,4
NOP,12/27/2017,NOP vs. BKN,W,239,128,15
MEM,12/27/2017,MEM @ LAL,W,240,109,10
GSW,12/27/2017,GSW vs. UTA,W,239,126,25
ATL,12/27/2017,ATL vs. WAS,W,241,113,14
NYK,12/27/2017,NYK @ CHI,L,241,87,-5
IND,12/27/2017,IND vs. DAL,L,240,94,-4
CHI,12/27/2017,CHI vs. NYK,W,240,92,5
SAC,12/27/2017,SAC vs. CLE,W,242,109,14
LAL,12/27/2017,LAL vs. MEM,L,240,99,-10
BOS,12/27/2017,BOS @ CHA,W,240,102,11
MIN,12/27/2017,MIN vs. DEN,W,264,128,3
TOR,12/27/2017,TOR @ OKC,L,240,107,-17
UTA,12/27/2017,UTA @ GSW,L,241,101,-25
BKN,12/27/2017,BKN @ NOP,L,240,113,-15
DET,12/28/2017,DET @ ORL,L,240,89,-13
BOS,12/28/2017,BOS vs. HOU,W,239,99,1
MIN,12/28/2017,MIN @ MIL,L,241,96,-6
HOU,12/28/2017,HOU @ BOS,L,240,98,-1
ORL,12/28/2017,ORL vs. DET,W,240,102,13
NYK,12/28/2017,NYK @ SAS,L,241,107,-5
MIL,12/28/2017,MIL vs. MIN,W,239,102,6
POR,12/28/2017,POR vs. PHI,W,240,114,4
SAS,12/28/2017,SAS vs. NYK,W,240,119,12
PHI,12/28/2017,PHI @ POR,L,240,110,-4
WAS,12/29/2017,WAS vs. HOU,W,241,121,18
SAC,12/29/2017,SAC vs. PHX,L,241,101,-10
CHI,12/29/2017,CHI vs. IND,W,240,119,12
NOP,12/29/2017,NOP vs. DAL,L,241,120,-8
MIA,12/29/2017,MIA vs. BKN,L,239,87,-24
BKN,12/29/2017,BKN @ MIA,W,240,111,24
LAC,12/29/2017,LAC @ LAL,W,240,121,16
MIL,12/29/2017,MIL @ OKC,W,239,97,2
IND,12/29/2017,IND @ CHI,L,239,107,-12
HOU,12/29/2017,HOU @ WAS,L,240,103,-18
OKC,12/29/2017,OKC vs. MIL,L,240,95,-2
CHA,12/29/2017,CHA @ GSW,W,240,111,11
TOR,12/29/2017,TOR vs. ATL,W,240,111,13
LAL,12/29/2017,LAL vs. LAC,L,240,106,-15
ATL,12/29/2017,ATL @ TOR,L,241,98,-13
PHX,12/29/2017,PHX @ SAC,W,240,111,10
DAL,12/29/2017,DAL @ NOP,W,241,128,8
GSW,12/29/2017,GSW vs. CHA,L,241,100,-11
NOP,12/30/2017,NOP vs. NYK,L,240,103,-2
ORL,12/30/2017,ORL vs. MIA,L,241,111,-6
NYK,12/30/2017,NYK @ NOP,W,241,105,2
CLE,12/30/2017,CLE @ UTA,L,239,101,-3
POR,12/30/2017,POR @ ATL,L,241,89,-15
MEM,12/30/2017,MEM @ GSW,L,242,128,-13
DET,12/30/2017,DET vs. SAS,W,238,93,14
DEN,12/30/2017,DEN vs. PHI,L,240,102,-5
GSW,12/30/2017,GSW vs. MEM,W,240,141,13
SAS,12/30/2017,SAS @ DET,L,242,79,-14
UTA,12/30/2017,UTA vs. CLE,W,240,104,3
ATL,12/30/2017,ATL vs. POR,W,241,104,15
MIA,12/30/2017,MIA @ ORL,W,241,117,6
PHI,12/30/2017,PHI @ DEN,W,240,107,5
IND,12/31/2017,IND vs. MIN,L,240,90,-17
LAC,12/31/2017,LAC vs. CHA,W,241,106,8
PHI,12/31/2017,PHI @ PHX,W,240,123,13
CHI,12/31/2017,CHI @ WAS,L,240,110,-4
WAS,12/31/2017,WAS vs. CHI,W,240,114,4
BOS,12/31/2017,BOS vs. BKN,W,241,108,3
DAL,12/31/2017,DAL @ OKC,W,240,116,3
BKN,12/31/2017,BKN @ BOS,L,240,105,-3
MEM,12/31/2017,MEM @ SAC,W,240,114,18
CHA,12/31/2017,CHA @ LAC,L,241,98,-8
HOU,12/31/2017,HOU vs. LAL,W,290,148,6
OKC,12/31/2017,OKC vs. DAL,L,241,113,-3
SAC,12/31/2017,SAC vs. MEM,L,241,96,-18
PHX,12/31/2017,PHX vs. PHI,L,240,110,-13
LAL,12/31/2017,LAL @ HOU,L,289,142,-6
MIN,12/31/2017,MIN @ IND,W,241,107,17
MIL,01/01/2018,MIL @ TOR,L,265,127,-4
MIN,01/01/2018,MIN vs. LAL,W,239,114,18
LAL,01/01/2018,LAL @ MIN,L,240,96,-18
BKN,01/01/2018,BKN vs. ORL,W,240,98,3
CHI,01/01/2018,CHI vs. POR,L,265,120,-4
POR,01/01/2018,POR @ CHI,W,266,124,4
ORL,01/01/2018,ORL @ BKN,L,241,95,-3
TOR,01/01/2018,TOR vs. MIL,W,264,131,4
ATL,01/02/2018,ATL @ PHX,L,240,103,-1
PHX,01/02/2018,PHX vs. ATL,W,240,104,1
MEM,01/02/2018,MEM @ LAC,L,240,105,-8
SAC,01/02/2018,SAC vs. CHA,L,240,111,-20
SAS,01/02/2018,SAS @ NYK,W,241,100,9
CHA,01/02/2018,CHA @ SAC,W,240,131,20
NYK,01/02/2018,NYK vs. SAS,L,240,91,-9
POR,01/02/2018,POR @ CLE,L,241,110,-17
CLE,01/02/2018,CLE vs. POR,W,241,127,17
LAC,01/02/2018,LAC vs. MEM,W,241,113,8
CLE,01/03/2018,CLE @ BOS,L,242,88,-14
OKC,01/03/2018,OKC @ LAL,W,240,133,37
BOS,01/03/2018,BOS vs. CLE,W,242,102,14
NYK,01/03/2018,NYK @ WAS,L,241,103,-18
MIN,01/03/2018,MIN @ BKN,L,240,97,-1
HOU,01/03/2018,HOU @ ORL,W,240,116,18
GSW,01/03/2018,GSW @ DAL,W,240,125,3
ORL,01/03/2018,ORL vs. HOU,L,239,98,-18
MIL,01/03/2018,MIL vs. IND,W,241,122,21
PHI,01/03/2018,PHI vs. SAS,W,240,112,6
TOR,01/03/2018,TOR @ CHI,W,240,124,9
SAS,01/03/2018,SAS @ PHI,L,241,106,-6
DET,01/03/2018,DET @ MIA,L,241,104,-7
NOP,01/03/2018,NOP @ UTA,W,240,108,10
UTA,01/03/2018,UTA vs. NOP,L,240,98,-10
IND,01/03/2018,IND @ MIL,L,240,101,-21
CHI,01/03/2018,CHI vs. TOR,L,241,115,-9
LAL,01/03/2018,LAL vs. OKC,L,240,96,-37
DAL,01/03/2018,DAL vs. GSW,L,240,122,-3
DEN,01/03/2018,DEN vs. PHX,W,240,134,23
PHX,01/03/2018,PHX @ DEN,L,242,111,-23
WAS,01/03/2018,WAS vs. NYK,W,240,121,18
BKN,01/03/2018,BKN vs. MIN,W,241,98,1
MIA,01/03/2018,MIA vs. DET,W,241,111,7
HOU,01/04/2018,HOU vs. GSW,L,240,114,-10
GSW,01/04/2018,GSW @ HOU,W,241,124,12
LAC,01/04/2018,LAC vs. OKC,L,240,117,-10
OKC,01/04/2018,OKC @ LAC,W,240,127,12
MEM,01/05/2018,MEM vs. WAS,L,241,100,-2
CHA,01/05/2018,CHA @ LAL,W,241,108,14
DEN,01/05/2018,DEN vs. UTA,W,240,99,8
MIA,01/05/2018,MIA vs. NYK,W,264,107,4
WAS,01/05/2018,WAS @ MEM,W,240,102,2
CHI,01/05/2018,CHI @ DAL,W,241,127,3
POR,01/05/2018,POR vs. ATL,W,240,110,21
BOS,01/05/2018,BOS vs. MIN,W,242,91,7
NYK,01/05/2018,NYK @ MIA,L,265,103,-4
SAS,01/05/2018,SAS vs. PHX,W,239,103,14
TOR,01/05/2018,TOR @ MIL,W,241,129,19
PHI,01/05/2018,PHI vs. DET,W,239,114,36
LAL,01/05/2018,LAL vs. CHA,L,240,94,-14
MIL,01/05/2018,MIL vs. TOR,L,239,110,-19
DAL,01/05/2018,DAL vs. CHI,L,239,124,-3
PHX,01/05/2018,PHX @ SAS,L,240,89,-14
ATL,01/05/2018,ATL @ POR,L,239,89,-21
MIN,01/05/2018,MIN @ BOS,L,240,84,-7
DET,01/05/2018,DET @ PHI,L,240,78,-36
UTA,01/05/2018,UTA @ DEN,L,241,91,-8
SAC,01/06/2018,SAC vs. DEN,W,239,106,8
BKN,01/06/2018,BKN vs. BOS,L,242,85,-2
LAC,01/06/2018,LAC vs. GSW,L,239,105,-16
GSW,01/06/2018,GSW @ LAC,W,242,121,16
DET,01/06/2018,DET vs. HOU,W,240,108,7
IND,01/06/2018,IND vs. CHI,W,240,125,39
MIL,01/06/2018,MIL @ WAS,W,240,110,7
DEN,01/06/2018,DEN @ SAC,L,239,98,-8
NOP,01/06/2018,NOP @ MIN,L,242,98,-18
WAS,01/06/2018,WAS vs. MIL,L,240,103,-7
CLE,01/06/2018,CLE @ ORL,W,239,131,4
HOU,01/06/2018,HOU @ DET,L,240,101,-7
ORL,01/06/2018,ORL vs. CLE,L,241,127,-4
CHI,01/06/2018,CHI @ IND,L,239,86,-39
MIN,01/06/2018,MIN vs. NOP,W,241,116,18
BOS,01/06/2018,BOS @ BKN,W,239,87,2
SAS,01/07/2018,SAS @ POR,L,241,110,-1
MIA,01/07/2018,MIA vs. UTA,W,240,103,1
NYK,01/07/2018,NYK @ DAL,W,239,100,4
DAL,01/07/2018,DAL vs. NYK,L,241,96,-4
LAL,01/07/2018,LAL vs. ATL,W,240,132,19
UTA,01/07/2018,UTA @ MIA,L,240,102,-1
OKC,01/07/2018,OKC @ PHX,L,240,100,-14
PHX,01/07/2018,PHX vs. OKC,W,241,114,14
POR,01/07/2018,POR vs. SAS,W,240,111,1
ATL,01/07/2018,ATL @ LAL,L,240,113,-19
CLE,01/08/2018,CLE @ MIN,L,241,99,-28
MIN,01/08/2018,MIN vs. CLE,W,239,127,28
DET,01/08/2018,DET @ NOP,L,239,109,-7
ATL,01/08/2018,ATL @ LAC,L,239,107,-1
SAC,01/08/2018,SAC vs. SAS,L,240,100,-7
TOR,01/08/2018,TOR @ BKN,W,265,114,1
BKN,01/08/2018,BKN vs. TOR,L,266,113,-1
MIL,01/08/2018,MIL @ IND,L,240,96,-13
GSW,01/08/2018,GSW vs. DEN,W,239,124,12
LAC,01/08/2018,LAC vs. ATL,W,240,108,1
HOU,01/08/2018,HOU @ CHI,W,240,116,9
NOP,01/08/2018,NOP vs. DET,W,241,112,3
DEN,01/08/2018,DEN @ GSW,L,239,114,-10
SAS,01/08/2018,SAS @ SAC,W,239,107,7
CHI,01/08/2018,CHI vs. HOU,L,239,107,-9
IND,01/08/2018,IND vs. MIL,W,241,109,13
SAC,01/09/2018,SAC @ LAL,L,239,86,-8
MIA,01/09/2018,MIA @ TOR,W,239,90,1
OKC,01/09/2018,OKC vs. POR,L,240,106,-11
ORL,01/09/2018,ORL @ DAL,L,239,99,-15
POR,01/09/2018,POR @ OKC,W,240,117,11
DAL,01/09/2018,DAL vs. ORL,W,241,114,15
TOR,01/09/2018,TOR vs. MIA,L,240,89,-1
LAL,01/09/2018,LAL vs. SAC,W,239,99,13
ATL,01/10/2018,ATL @ DEN,W,239,110,13
OKC,01/10/2018,OKC @ MIN,L,238,88,-16
DET,01/10/2018,DET @ BKN,W,240,114,34
NOP,01/10/2018,NOP @ MEM,L,240,102,-3
BKN,01/10/2018,BKN vs. DET,L,240,80,-34
GSW,01/10/2018,GSW vs. LAC,L,239,106,-19
IND,01/10/2018,IND vs. MIA,L,239,106,-8
MIL,01/10/2018,MIL vs. ORL,W,241,110,7
NYK,01/10/2018,NYK vs. CHI,L,290,119,-3
CHA,01/10/2018,CHA vs. DAL,L,241,111,-4
DEN,01/10/2018,DEN vs. ATL,L,240,97,-13
WAS,01/10/2018,WAS vs. UTA,L,241,104,-3
UTA,01/10/2018,UTA @ WAS,W,240,107,3
POR,01/10/2018,POR @ HOU,L,241,112,-9
ORL,01/10/2018,ORL @ MIL,L,240,103,-7
DAL,01/10/2018,DAL @ CHA,W,240,115,4
LAC,01/10/2018,LAC @ GSW,W,240,125,19
CHI,01/10/2018,CHI @ NYK,W,289,122,3
MIA,01/10/2018,MIA @ IND,W,240,114,8
HOU,01/10/2018,HOU vs. POR,W,240,121,9
MEM,01/10/2018,MEM vs. NOP,W,241,105,3
MIN,01/10/2018,MIN vs. OKC,W,241,104,16
LAL,01/11/2018,LAL vs. SAS,W,240,93,12
PHI,01/11/2018,PHI vs. BOS,L,240,103,-11
TOR,01/11/2018,TOR vs. CLE,W,242,133,30
CLE,01/11/2018,CLE @ TOR,L,241,99,-30
SAC,01/11/2018,SAC vs. LAC,L,240,115,-6
BOS,01/11/2018,BOS @ PHI,W,240,114,11
SAS,01/11/2018,SAS @ LAL,L,241,81,-12
LAC,01/11/2018,LAC @ SAC,W,241,121,6
HOU,01/12/2018,HOU @ PHX,W,241,112,17
BKN,01/12/2018,BKN @ ATL,W,240,110,5
PHX,01/12/2018,PHX vs. HOU,L,240,95,-17
UTA,01/12/2018,UTA @ CHA,L,241,88,-11
POR,01/12/2018,POR @ NOP,L,242,113,-6
ORL,01/12/2018,ORL @ WAS,L,240,119,-6
DEN,01/12/2018,DEN vs. MEM,W,240,87,9
NYK,01/12/2018,NYK @ MIN,L,240,108,-10
MIL,01/12/2018,MIL vs. GSW,L,241,94,-14
MEM,01/12/2018,MEM @ DEN,L,241,78,-9
NOP,01/12/2018,NOP vs. POR,W,241,119,6
CLE,01/12/2018,CLE @ IND,L,240,95,-2
WAS,01/12/2018,WAS vs. ORL,W,240,125,6
ATL,01/12/2018,ATL vs. BKN,L,241,105,-5
MIN,01/12/2018,MIN vs. NYK,W,240,118,10
CHA,01/12/2018,CHA vs. UTA,W,241,99,11
GSW,01/12/2018,GSW @ MIL,W,240,108,14
IND,01/12/2018,IND vs. CLE,W,239,97,2
TOR,01/13/2018,TOR vs. GSW,L,241,125,-2
SAS,01/13/2018,SAS vs. DEN,W,238,112,32
DET,01/13/2018,DET @ CHI,L,240,105,-2
OKC,01/13/2018,OKC @ CHA,W,239,101,10
DAL,01/13/2018,DAL vs. LAL,L,266,101,-6
DEN,01/13/2018,DEN @ SAS,L,237,80,-32
CHA,01/13/2018,CHA vs. OKC,L,242,91,-10
LAL,01/13/2018,LAL @ DAL,W,265,107,6
GSW,01/13/2018,GSW @ TOR,W,239,127,2
SAC,01/13/2018,SAC @ LAC,L,238,105,-21
LAC,01/13/2018,LAC vs. SAC,W,240,126,21
BKN,01/13/2018,BKN @ WAS,L,264,113,-6
WAS,01/13/2018,WAS vs. BKN,W,265,119,6
CHI,01/13/2018,CHI vs. DET,W,239,107,2
MIA,01/14/2018,MIA vs. MIL,W,240,97,18
POR,01/14/2018,POR @ MIN,L,241,103,-17
MIL,01/14/2018,MIL @ MIA,L,239,79,-18
MIN,01/14/2018,MIN vs. POR,W,241,120,17
NOP,01/14/2018,NOP @ NYK,W,265,123,5
NYK,01/14/2018,NYK vs. NOP,L,265,118,-5
PHX,01/14/2018,PHX vs. IND,L,239,97,-23
IND,01/14/2018,IND @ PHX,W,240,120,23
IND,01/15/2018,IND @ UTA,W,241,109,15
CHA,01/15/2018,CHA @ DET,W,240,118,11
PHI,01/15/2018,PHI vs. TOR,W,241,117,6
OKC,01/15/2018,OKC vs. SAC,W,239,95,7
WAS,01/15/2018,WAS vs. MIL,L,240,95,-9
CLE,01/15/2018,CLE vs. GSW,L,239,108,-10
NYK,01/15/2018,NYK @ BKN,W,240,119,15
UTA,01/15/2018,UTA vs. IND,L,240,94,-15
MIA,01/15/2018,MIA @ CHI,L,240,111,-8
MEM,01/15/2018,MEM vs. LAL,W,241,123,9
TOR,01/15/2018,TOR @ PHI,L,240,111,-6
GSW,01/15/2018,GSW @ CLE,W,240,118,10
MIL,01/15/2018,MIL @ WAS,W,240,104,9
LAC,01/15/2018,LAC vs. HOU,W,240,113,11
LAL,01/15/2018,LAL @ MEM,L,240,114,-9
ATL,01/15/2018,ATL vs. SAS,W,240,102,3
SAS,01/15/2018,SAS @ ATL,L,238,99,-3
DET,01/15/2018,DET vs. CHA,L,240,107,-11
BKN,01/15/2018,BKN vs. NYK,L,239,104,-15
HOU,01/15/2018,HOU @ LAC,L,240,102,-11
CHI,01/15/2018,CHI vs. MIA,W,240,119,8
SAC,01/15/2018,SAC @ OKC,L,239,88,-7
BOS,01/16/2018,BOS vs. NOP,L,266,113,-3
PHX,01/16/2018,PHX @ POR,L,240,111,-7
NOP,01/16/2018,NOP @ BOS,W,266,116,3
POR,01/16/2018,POR vs. PHX,W,239,118,7
MIN,01/16/2018,MIN @ ORL,L,239,102,-6
DAL,01/16/2018,DAL @ DEN,L,239,102,-3
ORL,01/16/2018,ORL vs. MIN,W,241,108,6
DEN,01/16/2018,DEN vs. DAL,W,238,105,3
TOR,01/17/2018,TOR vs. DET,W,240,96,5
NOP,01/17/2018,NOP @ ATL,L,239,93,-1
NYK,01/17/2018,NYK @ MEM,L,241,99,-6
ATL,01/17/2018,ATL vs. NOP,W,239,94,1
WAS,01/17/2018,WAS @ CHA,L,241,109,-24.8
LAL,01/17/2018,LAL @ OKC,L,239,90,-24
BKN,01/17/2018,BKN vs. SAS,L,238,95,-5
MIA,01/17/2018,MIA @ MIL,W,241,106,5
MEM,01/17/2018,MEM vs. NYK,W,241,105,6
OKC,01/17/2018,OKC vs. LAL,W,240,114,24
DET,01/17/2018,DET @ TOR,L,240,91,-5
UTA,01/17/2018,UTA @ SAC,W,239,120,15
MIL,01/17/2018,MIL vs. MIA,L,239,101,-5
CHA,01/17/2018,CHA vs. WAS,W,241,133,25
DEN,01/17/2018,DEN @ LAC,L,241,104,-5
CHI,01/17/2018,CHI vs. GSW,L,240,112,-7
LAC,01/17/2018,LAC vs. DEN,W,241,109,5
SAS,01/17/2018,SAS @ BKN,W,241,100,5
SAC,01/17/2018,SAC vs. UTA,L,241,105,-15
GSW,01/17/2018,GSW @ CHI,W,240,119,7
BOS,01/18/2018,BOS vs. PHI,L,239,80,-9
ORL,01/18/2018,ORL @ CLE,L,241,103,-1
HOU,01/18/2018,HOU vs. MIN,W,240,116,18
CLE,01/18/2018,CLE vs. ORL,W,241,104,1
IND,01/18/2018,IND @ POR,L,241,86,-14
MIN,01/18/2018,MIN @ HOU,L,240,98,-18
POR,01/18/2018,POR vs. IND,W,240,100,14
PHI,01/18/2018,PHI @ BOS,W,241,89,9
DET,01/19/2018,DET vs. WAS,L,240,112,-10
MIA,01/19/2018,MIA @ BKN,L,241,95,-6
UTA,01/19/2018,UTA vs. NYK,L,239,115,-2
DEN,01/19/2018,DEN vs. PHX,L,240,100,-8
SAC,01/19/2018,SAC @ MEM,L,240,88,-18
SAS,01/19/2018,SAS @ TOR,L,239,83,-3
PHX,01/19/2018,PHX @ DEN,W,241,108,8
LAL,01/19/2018,LAL vs. IND,W,240,99,13
IND,01/19/2018,IND @ LAL,L,241,86,-13
WAS,01/19/2018,WAS @ DET,W,240,122,7
BKN,01/19/2018,BKN vs. MIA,W,241,101,6
NYK,01/19/2018,NYK @ UTA,W,240,117,2
MEM,01/19/2018,MEM vs. SAC,W,241,106,18
TOR,01/19/2018,TOR vs. SAS,W,240,86,3
POR,01/20/2018,POR vs. DAL,W,240,117,9
OKC,01/20/2018,OKC @ CLE,W,240,148,24
TOR,01/20/2018,TOR @ MIN,L,239,109,-6
HOU,01/20/2018,HOU vs. GSW,W,241,116,8
MIL,01/20/2018,MIL @ PHI,L,240,94,-22
GSW,01/20/2018,GSW @ HOU,L,241,108,-8
MIN,01/20/2018,MIN vs. TOR,W,239,115,6
LAC,01/20/2018,LAC @ UTA,L,240,113,-12
CHA,01/20/2018,CHA vs. MIA,L,241,105,-1
DAL,01/20/2018,DAL @ POR,L,241,108,-9
CHI,01/20/2018,CHI @ ATL,W,239,113,16
ATL,01/20/2018,ATL vs. CHI,L,240,97,-16
NOP,01/20/2018,NOP vs. MEM,W,240,111,7
PHI,01/20/2018,PHI vs. MIL,W,240,116,22
UTA,01/20/2018,UTA vs. LAC,W,239,125,12
CLE,01/20/2018,CLE vs. OKC,L,240,124,-24
MEM,01/20/2018,MEM @ NOP,L,239,104,-7
MIA,01/20/2018,MIA @ CHA,W,239,106,1
DET,01/21/2018,DET vs. BKN,L,240,100,-1
BOS,01/21/2018,BOS vs. ORL,L,241,95,-8
BKN,01/21/2018,BKN @ DET,W,240,101,1
IND,01/21/2018,IND @ SAS,W,240,94,8
SAS,01/21/2018,SAS vs. IND,L,240,86,-8
LAL,01/21/2018,LAL vs. NYK,W,241,127,20
ORL,01/21/2018,ORL @ BOS,W,242,103,8
NYK,01/21/2018,NYK @ LAL,L,240,107,-20
MEM,01/22/2018,MEM vs. PHI,W,239,105,4
MIL,01/22/2018,MIL vs. PHX,W,241,109,4
MIN,01/22/2018,MIN @ LAC,W,240,126,8
POR,01/22/2018,POR @ DEN,L,240,101,-3
HOU,01/22/2018,HOU vs. MIA,W,240,99,9
WAS,01/22/2018,WAS @ DAL,L,241,75,-23
NOP,01/22/2018,NOP vs. CHI,W,292,132,4
DEN,01/22/2018,DEN vs. POR,W,241,104,7
MIA,01/22/2018,MIA @ HOU,L,241,90,-9
PHX,01/22/2018,PHX @ MIL,L,240,105,-4
UTA,01/22/2018,UTA @ ATL,L,240,90,-14
SAC,01/22/2018,SAC @ CHA,L,241,107,-5
ATL,01/22/2018,ATL vs. UTA,W,241,104,14
CHI,01/22/2018,CHI @ NOP,L,291,128,-4
DAL,01/22/2018,DAL vs. WAS,W,240,98,23
LAC,01/22/2018,LAC vs. MIN,L,240,118,-8
PHI,01/22/2018,PHI @ MEM,L,240,101,-4
CHA,01/22/2018,CHA vs. SAC,W,241,112,5
GSW,01/23/2018,GSW vs. NYK,W,239,123,11
CLE,01/23/2018,CLE @ SAS,L,241,102,-12
BOS,01/23/2018,BOS @ LAL,L,241,107,-1
SAS,01/23/2018,SAS vs. CLE,W,242,114,12
NYK,01/23/2018,NYK @ GSW,L,240,112,-11
BKN,01/23/2018,BKN @ OKC,L,240,108,-1
SAC,01/23/2018,SAC @ ORL,W,240,105,6
LAL,01/23/2018,LAL vs. BOS,W,241,108,1
OKC,01/23/2018,OKC vs. BKN,W,239,109,1
ORL,01/23/2018,ORL vs. SAC,L,240,99,-6
CHI,01/24/2018,CHI @ PHI,L,240,101,-14
BOS,01/24/2018,BOS @ LAC,W,240,113,11
PHI,01/24/2018,PHI vs. CHI,W,241,115,14
POR,01/24/2018,POR vs. MIN,W,241,123,9
MIN,01/24/2018,MIN @ POR,L,242,114,-9
NOP,01/24/2018,NOP @ CHA,W,239,101,5
IND,01/24/2018,IND vs. PHX,W,241,116,15
CHA,01/24/2018,CHA vs. NOP,L,240,96,-5
TOR,01/24/2018,TOR @ ATL,W,239,108,15
ATL,01/24/2018,ATL vs. TOR,L,240,93,-15
DAL,01/24/2018,DAL vs. HOU,L,240,97,-7
SAS,01/24/2018,SAS @ MEM,W,240,108,23
LAC,01/24/2018,LAC vs. BOS,L,241,102,-11
DET,01/24/2018,DET vs. UTA,L,265,95,-3
UTA,01/24/2018,UTA @ DET,W,263,98,3
MEM,01/24/2018,MEM vs. SAS,L,242,85,-23
PHX,01/24/2018,PHX @ IND,L,239,101,-15
HOU,01/24/2018,HOU @ DAL,W,240,104,7
OKC,01/25/2018,OKC vs. WAS,W,240,121,9
MIA,01/25/2018,MIA vs. SAC,L,239,88,-1
WAS,01/25/2018,WAS @ OKC,L,242,112,-9
SAC,01/25/2018,SAC @ MIA,W,241,89,1
NYK,01/25/2018,NYK @ DEN,L,240,118,-12
GSW,01/25/2018,GSW vs. MIN,W,240,126,13
MIN,01/25/2018,MIN @ GSW,L,240,113,-13
DEN,01/25/2018,DEN vs. NYK,W,239,130,12
HOU,01/26/2018,HOU @ NOP,L,240,113,-2
LAL,01/26/2018,LAL @ CHI,W,241,108,5
CHA,01/26/2018,CHA vs. ATL,W,239,121,11
LAC,01/26/2018,LAC @ MEM,W,241,109,9
PHI,01/26/2018,PHI @ SAS,W,240,97,19
NOP,01/26/2018,NOP vs. HOU,W,239,115,2
NYK,01/26/2018,NYK @ PHX,W,240,107,22
IND,01/26/2018,IND @ CLE,L,239,108,-7
CHI,01/26/2018,CHI vs. LAL,L,240,103,-5
UTA,01/26/2018,UTA @ TOR,W,240,97,4
ATL,01/26/2018,ATL @ CHA,L,240,110,-11
POR,01/26/2018,POR @ DAL,W,240,107,14
MEM,01/26/2018,MEM vs. LAC,L,241,100,-9
BKN,01/26/2018,BKN @ MIL,L,239,91,-25
CLE,01/26/2018,CLE vs. IND,W,240,115,7
DAL,01/26/2018,DAL vs. POR,L,240,93,-14
TOR,01/26/2018,TOR vs. UTA,L,239,93,-4
PHX,01/26/2018,PHX vs. NYK,L,240,85,-22
MIL,01/26/2018,MIL vs. BKN,W,241,116,25
SAS,01/26/2018,SAS vs. PHI,L,240,78,-19
WAS,01/27/2018,WAS @ ATL,W,240,129,25
DEN,01/27/2018,DEN vs. DAL,W,240,91,2
ATL,01/27/2018,ATL vs. WAS,L,241,104,-25
ORL,01/27/2018,ORL @ IND,L,240,112,-2
OKC,01/27/2018,OKC @ DET,W,239,121,13
IND,01/27/2018,IND vs. ORL,W,240,114,2
DET,01/27/2018,DET vs. OKC,L,240,108,-13
CHA,01/27/2018,CHA @ MIA,L,241,91,-4
GSW,01/27/2018,GSW vs. BOS,W,240,109,4
BOS,01/27/2018,BOS @ GSW,L,240,105,-4
