TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
GSW,10/17/2017,GSW vs. HOU,L,241,121,-1
HOU,10/17/2017,HOU @ GSW,W,239,122,1
BOS,10/17/2017,BOS @ CLE,L,241,99,-3
CLE,10/17/2017,CLE vs. BOS,W,239,102,3
ATL,10/18/2017,ATL @ DAL,W,241,117,6
DET,10/18/2017,DET vs. CHA,W,239,102,12
NOP,10/18/2017,NOP @ MEM,L,240,91,-12
SAC,10/18/2017,SAC vs. HOU,L,242,100,-5
HOU,10/18/2017,HOU @ SAC,W,240,105,5
IND,10/18/2017,IND vs. BKN,W,240,140,9
ORL,10/18/2017,ORL vs. MIA,W,240,116,7
MIN,10/18/2017,MIN @ SAS,L,240,99,-8
DAL,10/18/2017,DAL vs. ATL,L,240,111,-6
PHI,10/18/2017,PHI @ WAS,L,240,115,-5
MIA,10/18/2017,MIA @ ORL,L,240,109,-7
PHX,10/18/2017,PHX vs. POR,L,241,76,-48
WAS,10/18/2017,WAS vs. PHI,W,240,120,5
POR,10/18/2017,POR @ PHX,W,242,124,48
SAS,10/18/2017,SAS vs. MIN,W,240,107,8
CHA,10/18/2017,CHA @ DET,L,238,90,-12
MEM,10/18/2017,MEM vs. NOP,W,240,103,12
UTA,10/18/2017,UTA vs. DEN,W,241,106,10
BOS,10/18/2017,BOS vs. MIL,L,240,100,-8
DEN,10/18/2017,DEN @ UTA,L,242,96,-10
MIL,10/18/2017,MIL @ BOS,W,238,108,8
BKN,10/18/2017,BKN @ IND,L,241,131,-9
NYK,10/19/2017,NYK @ OKC,L,241,84,-21
TOR,10/19/2017,TOR vs. CHI,W,240,117,17
LAC,10/19/2017,LAC @ LAL,W,239,108,16
OKC,10/19/2017,OKC vs. NYK,W,242,105,21
LAL,10/19/2017,LAL vs. LAC,L,241,92,-16
CHI,10/19/2017,CHI @ TOR,L,240,100,-17
DAL,10/20/2017,DAL vs. SAC,L,240,88,-5
BKN,10/20/2017,BKN vs. ORL,W,241,126,5
MIN,10/20/2017,MIN vs. UTA,W,240,100,-1
NOP,10/20/2017,NOP vs. GSW,L,242,120,-8
WAS,10/20/2017,WAS vs. DET,W,241,115,4
LAL,10/20/2017,LAL @ PHX,W,239,132,2
CLE,10/20/2017,CLE @ MIL,W,239,116,20
ORL,10/20/2017,ORL @ BKN,L,240,121,-5
ATL,10/20/2017,ATL @ CHA,L,241,91,-22
MIL,10/20/2017,MIL vs. CLE,L,240,97,-19
CHA,10/20/2017,CHA vs. ATL,W,240,109,18
POR,10/20/2017,POR @ IND,W,240,114,18
PHI,10/20/2017,PHI vs. BOS,L,239,92,-10
BOS,10/20/2017,BOS @ PHI,W,240,102,10
IND,10/20/2017,IND vs. POR,L,240,96,-18
PHX,10/20/2017,PHX vs. LAL,L,239,130,-2
GSW,10/20/2017,GSW @ NOP,W,241,128,8
UTA,10/20/2017,UTA @ MIN,L,241,97,1
SAC,10/20/2017,SAC @ DAL,W,238,93,5
DET,10/20/2017,DET @ WAS,L,240,111,-4
HOU,10/21/2017,HOU vs. DAL,W,239,107,16
SAS,10/21/2017,SAS @ CHI,W,241,87,10
MIA,10/21/2017,MIA vs. IND,W,240,112,4
NYK,10/21/2017,NYK vs. DET,L,241,107,-4
PHX,10/21/2017,PHX @ LAC,L,241,88,-42
LAC,10/21/2017,LAC vs. PHX,W,241,130,42
UTA,10/21/2017,UTA vs. OKC,W,241,96,9
IND,10/21/2017,IND @ MIA,L,239,108,-4
CHI,10/21/2017,CHI vs. SAS,L,240,77,-10
DET,10/21/2017,DET @ NYK,W,239,111,4
SAC,10/21/2017,SAC @ DEN,L,241,79,-17
MEM,10/21/2017,MEM vs. GSW,W,240,111,10
TOR,10/21/2017,TOR vs. PHI,W,239,128,34
CLE,10/21/2017,CLE vs. ORL,L,241,93,-21
POR,10/21/2017,POR @ MIL,L,240,110,2
PHI,10/21/2017,PHI @ TOR,L,239,94,-34
DEN,10/21/2017,DEN vs. SAC,W,240,96,17
MIL,10/21/2017,MIL vs. POR,W,239,113,-2
GSW,10/21/2017,GSW @ MEM,L,238,101,-10
OKC,10/21/2017,OKC @ UTA,L,242,87,-9
ORL,10/21/2017,ORL @ CLE,W,238,114,21
DAL,10/21/2017,DAL @ HOU,L,241,91,-16
BKN,10/22/2017,BKN vs. ATL,W,240,116,12
ATL,10/22/2017,ATL @ BKN,L,239,104,-12
MIN,10/22/2017,MIN @ OKC,W,240,115,6.8
LAL,10/22/2017,LAL vs. NOP,L,240,112,-7
NOP,10/22/2017,NOP @ LAL,W,240,119,7
OKC,10/22/2017,OKC vs. MIN,L,239,113,-11.2
SAC,10/23/2017,SAC @ PHX,L,238,115,-2
WAS,10/23/2017,WAS @ DEN,W,241,109,5
GSW,10/23/2017,GSW @ DAL,W,240,133,18.6
MEM,10/23/2017,MEM @ HOU,W,240,98,8
TOR,10/23/2017,TOR @ SAS,L,239,97,-3
MIL,10/23/2017,MIL vs. CHA,W,241,103,9
ATL,10/23/2017,ATL @ MIA,L,240,93,-11
DEN,10/23/2017,DEN vs. WAS,L,241,104,-5
PHX,10/23/2017,PHX vs. SAC,W,240,117,2
SAS,10/23/2017,SAS vs. TOR,W,239,101,7.8
DAL,10/23/2017,DAL vs. GSW,L,240,103,-23.8
CHA,10/23/2017,CHA @ MIL,L,240,94,-9
HOU,10/23/2017,HOU vs. MEM,L,240,90,-8
PHI,10/23/2017,PHI @ DET,W,242,97,13.2
MIA,10/23/2017,MIA vs. ATL,W,241,104,11
DET,10/23/2017,DET vs. PHI,L,241,86,-11.2
BOS,10/24/2017,BOS vs. NYK,W,241,110,16.6
UTA,10/24/2017,UTA @ LAC,L,240,84,-18
POR,10/24/2017,POR vs. NOP,W,240,103,10
CLE,10/24/2017,CLE vs. CHI,W,240,119,7
ORL,10/24/2017,ORL vs. BKN,W,241,125,4
NYK,10/24/2017,NYK @ BOS,L,242,89,-17.4
LAC,10/24/2017,LAC vs. UTA,W,240,102,18
IND,10/24/2017,IND @ MIN,W,238,130,17.2
BKN,10/24/2017,BKN @ ORL,L,242,121,-4
MIN,10/24/2017,MIN vs. IND,L,243,107,-17.2
NOP,10/24/2017,NOP @ POR,L,241,93,-10
CHI,10/24/2017,CHI @ CLE,L,240,112,-7
PHI,10/25/2017,PHI vs. HOU,L,240,104,-1
OKC,10/25/2017,OKC vs. IND,W,241,114,18
SAS,10/25/2017,SAS @ MIA,W,239,117,17
DET,10/25/2017,DET vs. MIN,W,242,122,21
BKN,10/25/2017,BKN vs. CLE,W,241,112,11.2
GSW,10/25/2017,GSW vs. TOR,W,241,117,5
CLE,10/25/2017,CLE @ BKN,L,241,107,-12
IND,10/25/2017,IND @ OKC,L,238,96,-18
LAL,10/25/2017,LAL vs. WAS,W,265,102,3
MEM,10/25/2017,MEM @ DAL,L,240,94,-9
PHX,10/25/2017,PHX vs. UTA,W,240,97,9
HOU,10/25/2017,HOU @ PHI,W,239,105,1
CHA,10/25/2017,CHA vs. DEN,W,240,110,17
DAL,10/25/2017,DAL vs. MEM,W,239,103,9
UTA,10/25/2017,UTA @ PHX,L,240,88,-9
MIA,10/25/2017,MIA vs. SAS,L,239,100,-17
DEN,10/25/2017,DEN @ CHA,L,240,93,-17
WAS,10/25/2017,WAS @ LAL,L,266,99,-3
MIN,10/25/2017,MIN @ DET,L,240,101,-21
TOR,10/25/2017,TOR @ GSW,L,240,112,-5
CHI,10/26/2017,CHI vs. ATL,W,240,91,5
POR,10/26/2017,POR vs. LAC,L,241,103,-1
LAC,10/26/2017,LAC @ POR,W,241,104,1
DAL,10/26/2017,DAL @ MEM,L,240,91,-8.6
MIL,10/26/2017,MIL vs. BOS,L,240,89,-7
SAC,10/26/2017,SAC vs. NOP,L,239,106,-8
NOP,10/26/2017,NOP @ SAC,W,240,114,8
BOS,10/26/2017,BOS @ MIL,W,241,96,7
ATL,10/26/2017,ATL @ CHI,L,240,86,-4.4
MEM,10/26/2017,MEM vs. DAL,W,239,96,10.6
NYK,10/27/2017,NYK vs. BKN,W,240,107,21
HOU,10/27/2017,HOU @ CHA,W,241,109,8.2
BKN,10/27/2017,BKN @ NYK,L,240,86,-21
LAL,10/27/2017,LAL vs. TOR,L,241,92,-9.6
ATL,10/27/2017,ATL vs. DEN,L,241,100,-5
DEN,10/27/2017,DEN @ ATL,W,240,105,5
OKC,10/27/2017,OKC @ MIN,L,241,116,-3
WAS,10/27/2017,WAS @ GSW,L,242,117,6.2
GSW,10/27/2017,GSW vs. WAS,W,240,120,-8.6
CHA,10/27/2017,CHA vs. HOU,L,242,93,-9.2
TOR,10/27/2017,TOR @ LAL,W,241,101,8.6
ORL,10/27/2017,ORL vs. SAS,W,239,114,27
MIN,10/27/2017,MIN vs. OKC,W,239,119,3
SAS,10/27/2017,SAS @ ORL,L,240,87,-27
CLE,10/28/2017,CLE @ NOP,L,241,101,-22
PHX,10/28/2017,PHX @ POR,L,240,107,-7
UTA,10/28/2017,UTA vs. LAL,W,240,96,18.4
CHI,10/28/2017,CHI vs. OKC,L,240,69,-32
MIA,10/28/2017,MIA vs. BOS,L,240,90,-6
DAL,10/28/2017,DAL vs. PHI,L,241,110,-8.8
OKC,10/28/2017,OKC @ CHI,W,239,101,32
NOP,10/28/2017,NOP vs. CLE,W,239,123,22
POR,10/28/2017,POR vs. PHX,W,240,114,7
PHI,10/28/2017,PHI @ DAL,W,240,112,10.6
DET,10/28/2017,DET @ LAC,W,241,95,-0.6
HOU,10/28/2017,HOU @ MEM,L,240,89,-14
LAC,10/28/2017,LAC vs. DET,L,241,87,-1.8
MEM,10/28/2017,MEM vs. HOU,W,240,103,14
LAL,10/28/2017,LAL @ UTA,L,240,81,-18.2
BOS,10/28/2017,BOS @ MIA,W,240,96,6
IND,10/29/2017,IND vs. SAS,W,239,97,12
CLE,10/29/2017,CLE vs. NYK,L,241,95,-19
SAC,10/29/2017,SAC vs. WAS,L,240,83,-27
WAS,10/29/2017,WAS @ SAC,W,242,110,27
DEN,10/29/2017,DEN @ BKN,W,240,124,11
ATL,10/29/2017,ATL vs. MIL,L,239,106,-11
SAS,10/29/2017,SAS @ IND,L,239,94,-9.8
ORL,10/29/2017,ORL @ CHA,L,240,113,-7
GSW,10/29/2017,GSW vs. DET,L,239,107,-8
BKN,10/29/2017,BKN vs. DEN,L,241,111,-9.6
NYK,10/29/2017,NYK @ CLE,W,240,114,19
DET,10/29/2017,DET @ GSW,W,240,115,8
CHA,10/29/2017,CHA vs. ORL,W,242,120,7
MIL,10/29/2017,MIL @ ATL,W,241,117,11
HOU,10/30/2017,HOU vs. PHI,L,240,107,-8
DEN,10/30/2017,DEN @ NYK,L,239,110,-6
TOR,10/30/2017,TOR @ POR,W,240,99,14
ORL,10/30/2017,ORL @ NOP,W,239,115,3
GSW,10/30/2017,GSW @ LAC,W,241,141,28
LAC,10/30/2017,LAC vs. GSW,L,243,113,-28
SAS,10/30/2017,SAS @ BOS,L,241,94,-14
UTA,10/30/2017,UTA vs. DAL,W,241,104,15
DAL,10/30/2017,DAL @ UTA,L,242,89,-15
MIN,10/30/2017,MIN @ MIA,W,265,125,3
CHA,10/30/2017,CHA @ MEM,W,239,104,5
MEM,10/30/2017,MEM vs. CHA,L,240,99,-5
NOP,10/30/2017,NOP vs. ORL,L,240,99,-3
NYK,10/30/2017,NYK vs. DEN,W,240,116,6
MIA,10/30/2017,MIA vs. MIN,L,265,122,-3
POR,10/30/2017,POR vs. TOR,L,240,85,-14
BOS,10/30/2017,BOS vs. SAS,W,239,108,14
PHI,10/30/2017,PHI @ HOU,W,240,115,8
DET,10/31/2017,DET @ LAL,L,239,93,-20
SAC,10/31/2017,SAC @ IND,L,239,83,-18
MIL,10/31/2017,MIL vs. OKC,L,242,91,-12
IND,10/31/2017,IND vs. SAC,W,240,101,18
OKC,10/31/2017,OKC @ MIL,W,241,110,12
BKN,10/31/2017,BKN vs. PHX,L,241,114,-8
PHX,10/31/2017,PHX @ BKN,W,239,122,8
LAL,10/31/2017,LAL vs. DET,W,239,113,20
DAL,11/01/2017,DAL @ LAC,L,240,98,-21
ATL,11/01/2017,ATL @ PHI,L,241,109,-10
CHI,11/01/2017,CHI @ MIA,L,239,91,-6
BOS,11/01/2017,BOS vs. SAC,W,240,113,27
IND,11/01/2017,IND @ CLE,W,239,124,26
LAC,11/01/2017,LAC vs. DAL,W,240,119,21
UTA,11/01/2017,UTA vs. POR,W,263,112,9
CHA,11/01/2017,CHA vs. MIL,W,239,126,5
HOU,11/01/2017,HOU @ NYK,W,242,119,22
DEN,11/01/2017,DEN vs. TOR,W,239,129,18
TOR,11/01/2017,TOR @ DEN,L,241,111,-18
ORL,11/01/2017,ORL @ MEM,W,238,101,2
MIL,11/01/2017,MIL @ CHA,L,240,121,-5
NOP,11/01/2017,NOP vs. MIN,L,239,98,-6
CLE,11/01/2017,CLE vs. IND,L,241,107,-17
MIA,11/01/2017,MIA vs. CHI,W,240,97,6
WAS,11/01/2017,WAS vs. PHX,L,241,116,-6
NYK,11/01/2017,NYK vs. HOU,L,241,97,-22
PHX,11/01/2017,PHX @ WAS,W,241,122,6
POR,11/01/2017,POR @ UTA,L,266,103,-9
SAC,11/01/2017,SAC @ BOS,L,239,86,-27
PHI,11/01/2017,PHI vs. ATL,W,240,119,10
MIN,11/01/2017,MIN @ NOP,W,240,104,6
MEM,11/01/2017,MEM vs. ORL,L,239,99,-2
LAL,11/02/2017,LAL @ POR,L,240,110,-3
GSW,11/02/2017,GSW @ SAS,W,241,112,20
POR,11/02/2017,POR vs. LAL,W,240,113,3
SAS,11/02/2017,SAS vs. GSW,L,239,92,-20
BOS,11/03/2017,BOS @ OKC,W,239,101,7
WAS,11/03/2017,WAS vs. CLE,L,239,122,-8
MIA,11/03/2017,MIA @ DEN,L,241,94,-1
DAL,11/03/2017,DAL vs. NOP,L,241,94,-5
NYK,11/03/2017,NYK vs. PHX,W,240,120,13
NOP,11/03/2017,NOP @ DAL,W,240,99,5
ATL,11/03/2017,ATL vs. HOU,L,240,104,-15
TOR,11/03/2017,TOR @ UTA,W,240,109,9
SAS,11/03/2017,SAS vs. CHA,W,239,108,7
ORL,11/03/2017,ORL vs. CHI,L,240,83,-22
HOU,11/03/2017,HOU @ ATL,W,239,119,15
UTA,11/03/2017,UTA vs. TOR,L,240,100,-9
PHX,11/03/2017,PHX @ NYK,L,240,107,-13
CLE,11/03/2017,CLE @ WAS,W,241,130,8
MIL,11/03/2017,MIL @ DET,L,239,96,-9
OKC,11/03/2017,OKC vs. BOS,L,241,94,-7
CHA,11/03/2017,CHA @ SAS,L,240,101,-7
DEN,11/03/2017,DEN vs. MIA,W,240,95,1
LAL,11/03/2017,LAL vs. BKN,W,240,124,12
PHI,11/03/2017,PHI vs. IND,W,240,121,11
CHI,11/03/2017,CHI @ ORL,W,240,105,22
IND,11/03/2017,IND @ PHI,L,241,110,-11
BKN,11/03/2017,BKN @ LAL,L,240,112,-12
DET,11/03/2017,DET vs. MIL,W,240,105,9
DET,11/04/2017,DET vs. SAC,W,240,108,9
MIN,11/04/2017,MIN vs. DAL,W,240,112,13
CHI,11/04/2017,CHI vs. NOP,L,266,90,-6
SAC,11/04/2017,SAC @ DET,L,240,99,-9
LAC,11/04/2017,LAC vs. MEM,L,241,104,-9
GSW,11/04/2017,GSW @ DEN,W,240,127,19
DEN,11/04/2017,DEN vs. GSW,L,241,108,-19
MEM,11/04/2017,MEM @ LAC,W,239,113,9
DAL,11/04/2017,DAL @ MIN,L,240,99,-13
NOP,11/04/2017,NOP @ CHI,W,264,96,6
TOR,11/05/2017,TOR vs. WAS,L,241,96,-11
WAS,11/05/2017,WAS @ TOR,W,239,107,11
CHA,11/05/2017,CHA @ MIN,L,240,94,-18
UTA,11/05/2017,UTA @ HOU,L,242,110,-24
BOS,11/05/2017,BOS @ ORL,W,241,104,16
OKC,11/05/2017,OKC @ POR,L,241,99,-4
MIA,11/05/2017,MIA @ LAC,W,239,104,3
PHX,11/05/2017,PHX @ SAS,L,240,95,-17
HOU,11/05/2017,HOU vs. UTA,W,241,137,24
NYK,11/05/2017,NYK vs. IND,W,241,108,7
POR,11/05/2017,POR vs. OKC,W,241,103,4
LAL,11/05/2017,LAL vs. MEM,W,239,107,5
ORL,11/05/2017,ORL vs. BOS,L,240,88,-16
ATL,11/05/2017,ATL @ CLE,W,239,117,2
CLE,11/05/2017,CLE vs. ATL,L,240,115,-2
MEM,11/05/2017,MEM @ LAL,L,240,102,-5
LAC,11/05/2017,LAC vs. MIA,L,241,101,-3
MIN,11/05/2017,MIN vs. CHA,W,241,112,18
SAS,11/05/2017,SAS vs. PHX,W,240,112,17
IND,11/05/2017,IND @ NYK,L,240,101,-7
MIA,11/06/2017,MIA @ GSW,L,238,80,-17
BKN,11/06/2017,BKN @ PHX,W,240,98,6
GSW,11/06/2017,GSW vs. MIA,W,239,97,17
PHX,11/06/2017,PHX vs. BKN,L,240,92,-6
ATL,11/06/2017,ATL vs. BOS,L,241,107,2
BOS,11/06/2017,BOS @ ATL,W,240,110,-2
CHA,11/07/2017,CHA @ NYK,L,240,113,-5
BKN,11/07/2017,BKN @ DEN,L,241,104,-8
OKC,11/07/2017,OKC @ SAC,L,241,86,-8
LAC,11/07/2017,LAC @ SAS,L,241,107,-13
CHI,11/07/2017,CHI @ TOR,L,240,114,-5
NOP,11/07/2017,NOP @ IND,W,240,117,5
DAL,11/07/2017,DAL @ WAS,W,240,113,14
MEM,11/07/2017,MEM @ POR,W,240,98,1
CLE,11/07/2017,CLE vs. MIL,W,240,124,5
SAC,11/07/2017,SAC vs. OKC,W,241,94,8
PHI,11/07/2017,PHI @ UTA,W,240,104,7
WAS,11/07/2017,WAS vs. DAL,L,239,99,-14
DEN,11/07/2017,DEN vs. BKN,W,240,112,8
POR,11/07/2017,POR vs. MEM,L,239,97,-1
IND,11/07/2017,IND vs. NOP,L,240,112,-5
TOR,11/07/2017,TOR vs. CHI,W,239,119,5
UTA,11/07/2017,UTA vs. PHI,L,240,97,-7
NYK,11/07/2017,NYK vs. CHA,W,241,118,5
SAS,11/07/2017,SAS vs. LAC,W,240,120,13
MIL,11/07/2017,MIL @ CLE,L,239,119,-5
DET,11/08/2017,DET vs. IND,W,241,114,17
IND,11/08/2017,IND @ DET,L,240,97,-17
LAL,11/08/2017,LAL @ BOS,L,241,96,-11
ORL,11/08/2017,ORL vs. NYK,W,241,112,13
MIA,11/08/2017,MIA @ PHX,W,239,126,11
GSW,11/08/2017,GSW vs. MIN,W,241,125,24
MIN,11/08/2017,MIN @ GSW,L,240,101,-24
BOS,11/08/2017,BOS vs. LAL,W,240,107,11
NYK,11/08/2017,NYK @ ORL,L,240,99,-13
PHX,11/08/2017,PHX vs. MIA,L,239,115,-11
NOP,11/09/2017,NOP @ TOR,L,239,118,-4
DEN,11/09/2017,DEN vs. OKC,W,241,102,8
LAL,11/09/2017,LAL @ WAS,L,239,95,-16
OKC,11/09/2017,OKC @ DEN,L,240,94,-8
HOU,11/09/2017,HOU vs. CLE,W,240,117,4
WAS,11/09/2017,WAS vs. LAL,W,241,111,16
TOR,11/09/2017,TOR vs. NOP,W,238,122,4
PHI,11/09/2017,PHI @ SAC,L,242,108,1
CLE,11/09/2017,CLE @ HOU,L,241,113,-4
SAC,11/09/2017,SAC vs. PHI,W,240,109,-1
ORL,11/10/2017,ORL @ PHX,W,240,128,16
MIL,11/10/2017,MIL @ SAS,W,240,94,7
DET,11/10/2017,DET vs. ATL,W,240,111,7
SAS,11/10/2017,SAS vs. MIL,L,239,87,-7
PHX,11/10/2017,PHX vs. ORL,L,242,112,-16
BOS,11/10/2017,BOS vs. CHA,W,240,90,3
POR,11/10/2017,POR vs. BKN,L,242,97,-4
CHA,11/10/2017,CHA @ BOS,L,238,87,-3
CHI,11/10/2017,CHI vs. IND,L,240,87,-18
OKC,11/10/2017,OKC vs. LAC,W,241,120,9
ATL,11/10/2017,ATL @ DET,L,239,104,-7
IND,11/10/2017,IND @ CHI,W,240,105,18
UTA,11/10/2017,UTA vs. MIA,L,240,74,-10
BKN,11/10/2017,BKN @ POR,W,240,101,4
LAC,11/10/2017,LAC @ OKC,L,241,111,-9
MIA,11/10/2017,MIA @ UTA,W,240,84,10
NOP,11/11/2017,NOP vs. LAC,W,241,111,8
HOU,11/11/2017,HOU vs. MEM,W,242,111,15
ATL,11/11/2017,ATL @ WAS,L,240,94,-19
PHI,11/11/2017,PHI @ GSW,L,240,114,-21
LAC,11/11/2017,LAC @ NOP,L,238,103,-8
SAS,11/11/2017,SAS vs. CHI,W,240,133,39
MIL,11/11/2017,MIL vs. LAL,W,239,98,8
DAL,11/11/2017,DAL vs. CLE,L,240,104,-7
SAC,11/11/2017,SAC @ NYK,L,241,91,-27
BKN,11/11/2017,BKN @ UTA,L,241,106,-10.6
MEM,11/11/2017,MEM @ HOU,L,239,96,-15
UTA,11/11/2017,UTA vs. BKN,W,239,114,12
NYK,11/11/2017,NYK vs. SAC,W,240,118,27
PHX,11/11/2017,PHX vs. MIN,W,242,118,8
WAS,11/11/2017,WAS vs. ATL,W,241,113,19
LAL,11/11/2017,LAL @ MIL,L,240,90,-8
CHI,11/11/2017,CHI @ SAS,L,241,94,-39
MIN,11/11/2017,MIN @ PHX,L,240,110,-8
GSW,11/11/2017,GSW vs. PHI,W,241,135,21
DEN,11/11/2017,DEN vs. ORL,W,241,125,18
ORL,11/11/2017,ORL @ DEN,L,239,107,-18
CLE,11/11/2017,CLE @ DAL,W,241,111,7
DAL,11/12/2017,DAL @ OKC,L,239,99,-13
TOR,11/12/2017,TOR @ BOS,L,240,94,-1
HOU,11/12/2017,HOU @ IND,W,243,118,23
OKC,11/12/2017,OKC vs. DAL,W,239,112,13
MIA,11/12/2017,MIA @ DET,L,240,103,-9
BOS,11/12/2017,BOS vs. TOR,W,239,95,1
DET,11/12/2017,DET vs. MIA,W,241,112,9
IND,11/12/2017,IND vs. HOU,L,242,95,-23
CLE,11/13/2017,CLE @ NYK,W,240,104,3
SAC,11/13/2017,SAC @ WAS,L,239,92,-18
PHX,11/13/2017,PHX vs. LAL,L,240,93,-7
DEN,11/13/2017,DEN @ POR,L,239,82,-17
NYK,11/13/2017,NYK vs. CLE,L,240,101,-3
UTA,11/13/2017,UTA vs. MIN,L,239,98,-11
MIN,11/13/2017,MIN @ UTA,W,240,109,11
GSW,11/13/2017,GSW vs. ORL,W,239,110,10
MEM,11/13/2017,MEM @ MIL,L,240,103,-7
NOP,11/13/2017,NOP vs. ATL,W,240,106,1
PHI,11/13/2017,PHI @ LAC,W,239,109,4
ORL,11/13/2017,ORL @ GSW,L,239,100,-10
WAS,11/13/2017,WAS vs. SAC,W,239,110,18
LAC,11/13/2017,LAC vs. PHI,L,240,105,-4
ATL,11/13/2017,ATL @ NOP,L,240,105,-1
MIL,11/13/2017,MIL vs. MEM,W,240,110,7
LAL,11/13/2017,LAL @ PHX,W,241,100,7
POR,11/13/2017,POR vs. DEN,W,240,99,17
SAS,11/14/2017,SAS @ DAL,W,240,97,6
BOS,11/14/2017,BOS @ BKN,W,239,109,7
BKN,11/14/2017,BKN vs. BOS,L,240,102,-7
TOR,11/14/2017,TOR @ HOU,W,242,129,16
DAL,11/14/2017,DAL vs. SAS,L,241,91,-6
HOU,11/14/2017,HOU vs. TOR,L,241,113,-16
UTA,11/15/2017,UTA @ NYK,L,239,101,-5
CHI,11/15/2017,CHI @ OKC,L,239,79,-13
CLE,11/15/2017,CLE @ CHA,W,240,115,8
MIL,11/15/2017,MIL vs. DET,W,240,99,4
MEM,11/15/2017,MEM vs. IND,L,238,113,-3
WAS,11/15/2017,WAS @ MIA,W,241,102,9
PHI,11/15/2017,PHI @ LAL,W,241,115,6
POR,11/15/2017,POR vs. ORL,W,240,99,5
TOR,11/15/2017,TOR @ NOP,W,240,125,9
CHA,11/15/2017,CHA vs. CLE,L,240,107,-8
ORL,11/15/2017,ORL @ POR,L,239,94,-5
MIA,11/15/2017,MIA vs. WAS,L,240,93,-9
LAL,11/15/2017,LAL vs. PHI,L,241,109,-6
SAS,11/15/2017,SAS @ MIN,L,240,86,-12
OKC,11/15/2017,OKC vs. CHI,W,241,92,13
DET,11/15/2017,DET @ MIL,L,240,95,-4
MIN,11/15/2017,MIN vs. SAS,W,239,98,12
ATL,11/15/2017,ATL vs. SAC,W,239,126,43
NOP,11/15/2017,NOP vs. TOR,L,240,116,-9
NYK,11/15/2017,NYK vs. UTA,W,239,106,5
IND,11/15/2017,IND @ MEM,W,241,116,3
SAC,11/15/2017,SAC @ ATL,L,242,80,-43
PHX,11/16/2017,PHX vs. HOU,L,241,116,-26
HOU,11/16/2017,HOU @ PHX,W,240,142,26
GSW,11/16/2017,GSW @ BOS,L,241,88,-4
BOS,11/16/2017,BOS vs. GSW,W,240,92,4
DEN,11/17/2017,DEN vs. NOP,W,242,146,32
WAS,11/17/2017,WAS vs. MIA,L,240,88,-3
LAL,11/17/2017,LAL vs. PHX,L,239,113,-9
DAL,11/17/2017,DAL vs. MIN,L,240,87,-24
NYK,11/17/2017,NYK @ TOR,L,239,84,-23
MIN,11/17/2017,MIN @ DAL,W,240,111,24
POR,11/17/2017,POR @ SAC,L,241,82,-4
CHI,11/17/2017,CHI vs. CHA,W,240,123,3
TOR,11/17/2017,TOR vs. NYK,W,240,107,23
SAC,11/17/2017,SAC vs. POR,W,240,86,4
DET,11/17/2017,DET @ IND,L,241,100,-7
MIA,11/17/2017,MIA @ WAS,W,240,91,3
UTA,11/17/2017,UTA @ BKN,L,239,107,-11
CLE,11/17/2017,CLE vs. LAC,W,265,118,5
PHX,11/17/2017,PHX @ LAL,W,241,122,9
SAS,11/17/2017,SAS vs. OKC,W,241,104,3
IND,11/17/2017,IND vs. DET,W,239,107,7
OKC,11/17/2017,OKC @ SAS,L,241,101,-3
NOP,11/17/2017,NOP @ DEN,L,239,114,-32
LAC,11/17/2017,LAC @ CLE,L,265,113,-5
CHA,11/17/2017,CHA @ CHI,L,240,120,-3
BKN,11/17/2017,BKN vs. UTA,W,240,118,11
ATL,11/18/2017,ATL vs. BOS,L,240,99,-11
LAC,11/18/2017,LAC @ CHA,L,239,87,-15
HOU,11/18/2017,HOU @ MEM,W,238,105,22
PHI,11/18/2017,PHI vs. GSW,L,239,116,-8
SAC,11/18/2017,SAC @ POR,L,242,90,-12
MEM,11/18/2017,MEM vs. HOU,L,240,83,-22
CHA,11/18/2017,CHA vs. LAC,W,240,102,15
UTA,11/18/2017,UTA @ ORL,W,240,125,40
BOS,11/18/2017,BOS @ ATL,W,240,110,11
ORL,11/18/2017,ORL vs. UTA,L,241,85,-40
POR,11/18/2017,POR vs. SAC,W,242,102,10
DAL,11/18/2017,DAL vs. MIL,W,241,111,32
MIL,11/18/2017,MIL @ DAL,L,241,79,-32
GSW,11/18/2017,GSW @ PHI,W,241,124,8
BKN,11/19/2017,BKN vs. GSW,L,240,111,-7
IND,11/19/2017,IND @ MIA,W,241,120,25
DET,11/19/2017,DET @ MIN,W,240,100,3
TOR,11/19/2017,TOR vs. WAS,W,240,100,9
MIA,11/19/2017,MIA vs. IND,L,239,95,-25
CHI,11/19/2017,CHI @ PHX,L,242,105,-8
WAS,11/19/2017,WAS @ TOR,L,241,91,-9
DEN,11/19/2017,DEN @ LAL,L,240,109,-18
GSW,11/19/2017,GSW @ BKN,W,241,118,7
PHX,11/19/2017,PHX vs. CHI,W,239,113,8
MIN,11/19/2017,MIN vs. DET,L,240,97,-3
LAL,11/19/2017,LAL vs. DEN,W,240,127,18
DEN,11/20/2017,DEN @ SAC,W,241,114,16
PHI,11/20/2017,PHI vs. UTA,W,239,107,21
POR,11/20/2017,POR @ MEM,W,240,100,8
MIL,11/20/2017,MIL vs. WAS,L,240,88,-11
