Justin Jackson,SAC,01/22/2018,SAC @ CHA,L,20,4,-8
Justise Winslow,MIA,01/22/2018,MIA @ HOU,L,28,7,-7
Ryan Arcidiacono,CHI,01/22/2018,CHI @ NOP,L,5,0,-5
Dragan Bender,PHX,01/22/2018,PHX @ MIL,L,28,7,-10
Mike Scott,WAS,01/22/2018,WAS @ DAL,L,7,0,-12
Ben McLemore,MEM,01/22/2018,MEM vs. PHI,W,5,0,-6
Mike Muscala,ATL,01/22/2018,ATL vs. UTA,W,16,6,17
Josh McRoberts,DAL,01/22/2018,DAL vs. WAS,W,3,0,3
Michael Carter-Williams,CHA,01/22/2018,CHA vs. SAC,W,15,8,8
Zach LaVine,CHI,01/22/2018,CHI @ NOP,L,24,19,-10
DeMarcus Cousins,NOP,01/22/2018,NOP vs. CHI,W,52,44,13
Luc Mbah a Moute,HOU,01/22/2018,HOU vs. MIA,W,22,2,16
Torrey Craig,DEN,01/22/2018,DEN vs. POR,W,8,3,-2
Jalen Jones,DAL,01/22/2018,DAL vs. WAS,W,3,2,3
Marc Gasol,MEM,01/22/2018,MEM vs. PHI,W,37,19,-1
Dillon Brooks,MEM,01/22/2018,MEM vs. PHI,W,29,7,3
TJ Warren,PHX,01/22/2018,PHX @ MIL,L,34,23,-10
Wayne Selden,MEM,01/22/2018,MEM vs. PHI,W,14,7,-7
Joel Embiid,PHI,01/22/2018,PHI @ MEM,L,32,15,-5
T.J. McConnell,PHI,01/22/2018,PHI @ MEM,L,28,7,-15
Karl-Anthony Towns,MIN,01/22/2018,MIN @ LAC,W,33,11,8
Sterling Brown,MIL,01/22/2018,MIL vs. PHX,W,27,4,-7
Tony Snell,MIL,01/22/2018,MIL vs. PHX,W,21,2,-3
Bradley Beal,WAS,01/22/2018,WAS @ DAL,L,36,18,-15
Kelly Oubre Jr.,WAS,01/22/2018,WAS @ DAL,L,32,7,-20
Chris McCullough,WAS,01/22/2018,WAS @ DAL,L,5,1,-2
James Johnson,MIA,01/22/2018,MIA @ HOU,L,29,10,-9
Chris Paul,HOU,01/22/2018,HOU vs. MIA,W,36,16,12
Nicolas Batum,CHA,01/22/2018,CHA vs. SAC,W,35,14,-5
Joe Johnson,UTA,01/22/2018,UTA @ ATL,L,16,4,-17
Denzel Valentine,CHI,01/22/2018,CHI @ NOP,L,38,8,7
Malik Monk,CHA,01/22/2018,CHA vs. SAC,W,6,0,0
Jerian Grant,CHI,01/22/2018,CHI @ NOP,L,47,22,2
Emmanuel Mudiay,DEN,01/22/2018,DEN vs. POR,W,11,1,-5
Andrew Harrison,MEM,01/22/2018,MEM vs. PHI,W,23,4,-9
Blake Griffin,LAC,01/22/2018,LAC vs. MIN,L,37,32,-14
John Collins,ATL,01/22/2018,ATL vs. UTA,W,21,8,17
Maxi Kleber,DAL,01/22/2018,DAL vs. WAS,W,17,3,0
John Henson,MIL,01/22/2018,MIL vs. PHX,W,30,10,5
Marcus Georges-Hunt,MIN,01/22/2018,MIN @ LAC,W,21,4,0
Shabazz Muhammad,MIN,01/22/2018,MIN @ LAC,W,9,6,-8
Lou Williams,LAC,01/22/2018,LAC vs. MIN,L,36,20,-3
Rudy Gobert,UTA,01/22/2018,UTA @ ATL,L,28,6,-8
Derrick Walton Jr.,MIA,01/22/2018,MIA @ HOU,L,11,3,-5
Rajon Rondo,NOP,01/22/2018,NOP vs. CHI,W,15,5,-10
Wesley Matthews,DAL,01/22/2018,DAL vs. WAS,W,30,14,6
Jonas Jerebko,UTA,01/22/2018,UTA @ ATL,L,18,7,5
Wayne Ellington,MIA,01/22/2018,MIA @ HOU,L,39,13,-7
Willie Reed,LAC,01/22/2018,LAC vs. MIN,L,16,8,-2
Kosta Koufos,SAC,01/22/2018,SAC @ CHA,L,17,10,-5
Ersan Ilyasova,ATL,01/22/2018,ATL vs. UTA,W,24,5,5
Mario Chalmers,MEM,01/22/2018,MEM vs. PHI,W,21,17,8
Harrison Barnes,DAL,01/22/2018,DAL vs. WAS,W,31,20,12
George Hill,SAC,01/22/2018,SAC @ CHA,L,19,3,-13
Ed Davis,POR,01/22/2018,POR @ DEN,L,21,9,9
Nikola Mirotic,CHI,01/22/2018,CHI @ NOP,L,25,14,-3
Aaron Brooks,MIN,01/22/2018,MIN @ LAC,W,0,0,0
Luke Babbitt,ATL,01/22/2018,ATL vs. UTA,W,11,5,-3
Tomas Satoransky,WAS,01/22/2018,WAS @ DAL,L,19,2,-22
Kent Bazemore,ATL,01/22/2018,ATL vs. UTA,W,23,11,13
Tim Frazier,WAS,01/22/2018,WAS @ DAL,L,5,5,-2
Darius Miller,NOP,01/22/2018,NOP vs. CHI,W,41,10,14
Dirk Nowitzki,DAL,01/22/2018,DAL vs. WAS,W,22,8,5
Jameer Nelson,NOP,01/22/2018,NOP vs. CHI,W,19,9,-4
Jeremy Lamb,CHA,01/22/2018,CHA vs. SAC,W,27,18,-1
Jodie Meeks,WAS,01/22/2018,WAS @ DAL,L,12,7,-8
Bam Adebayo,MIA,01/22/2018,MIA @ HOU,L,17,7,-1
Anthony Davis,NOP,01/22/2018,NOP vs. CHI,W,43,34,2
Tyus Jones,MIN,01/22/2018,MIN @ LAC,W,14,3,1
Frank Kaminsky,CHA,01/22/2018,CHA vs. SAC,W,21,10,8
Royce O'Neale,UTA,01/22/2018,UTA @ ATL,L,20,10,-14
Justin Holiday,CHI,01/22/2018,CHI @ NOP,L,42,15,-7
David Nwaba,CHI,01/22/2018,CHI @ NOP,L,16,6,5
Jeff Teague,MIN,01/22/2018,MIN @ LAC,W,34,30,12
Greg Monroe,PHX,01/22/2018,PHX @ MIL,L,30,19,-4
Ricky Rubio,UTA,01/22/2018,UTA @ ATL,L,26,2,-10
Nemanja Bjelica,MIN,01/22/2018,MIN @ LAC,W,35,18,6
Nikola Jokic,DEN,01/22/2018,DEN vs. POR,W,33,16,9
Ben Simmons,PHI,01/22/2018,PHI @ MEM,L,35,6,6
Joe Ingles,UTA,01/22/2018,UTA @ ATL,L,28,8,-6
Pat Connaughton,POR,01/22/2018,POR @ DEN,L,20,4,9
LeBron James,CLE,01/23/2018,CLE @ SAS,L,38,28,-10
Bogdan Bogdanovic,SAC,01/23/2018,SAC @ ORL,W,33,8,6
Mario Hezonja,ORL,01/23/2018,ORL vs. SAC,L,13,2,-2
Aaron Gordon,ORL,01/23/2018,ORL vs. SAC,L,35,16,-2
Buddy Hield,SAC,01/23/2018,SAC @ ORL,W,28,13,4
Joakim Noah,NYK,01/23/2018,NYK @ GSW,L,5,2,-6
Kevin Durant,GSW,01/23/2018,GSW vs. NYK,W,32,14,10
Shelvin Mack,ORL,01/23/2018,ORL vs. SAC,L,12,4,-6
Kevin Love,CLE,01/23/2018,CLE @ SAS,L,27,10,-14
Lance Thomas,NYK,01/23/2018,NYK @ GSW,L,20,8,-8
Elfrid Payton,ORL,01/23/2018,ORL vs. SAC,L,34,21,4
Trey Burke,NYK,01/23/2018,NYK @ GSW,L,2,4,7
Kevon Looney,GSW,01/23/2018,GSW vs. NYK,W,15,8,2
Larry Nance Jr.,LAL,01/23/2018,LAL vs. BOS,W,26,11,0
Andre Roberson,OKC,01/23/2018,OKC vs. BKN,W,28,3,-1
Klay Thompson,GSW,01/23/2018,GSW vs. NYK,W,34,9,25
Kyle Korver,CLE,01/23/2018,CLE @ SAS,L,14,3,3
Josh Huestis,OKC,01/23/2018,OKC vs. BKN,W,11,3,0
Enes Kanter,NYK,01/23/2018,NYK @ GSW,L,26,16,-8
Quincy Acy,BKN,01/23/2018,BKN @ OKC,L,18,7,6
Ron Baker,NYK,01/23/2018,NYK @ GSW,L,2,0,7
Steven Adams,OKC,01/23/2018,OKC vs. BKN,W,34,6,15
David West,GSW,01/23/2018,GSW vs. NYK,W,15,12,16
D.J. Augustin,ORL,01/23/2018,ORL vs. SAC,L,16,10,-8
Cedi Osman,CLE,01/23/2018,CLE @ SAS,L,1,0,2
Courtney Lee,NYK,01/23/2018,NYK @ GSW,L,38,20,-10
Tristan Thompson,CLE,01/23/2018,CLE @ SAS,L,19,8,-3
Draymond Green,GSW,01/23/2018,GSW vs. NYK,W,33,12,11
Jahlil Okafor,BKN,01/23/2018,BKN @ OKC,L,10,4,-1
Zaza Pachulia,GSW,01/23/2018,GSW vs. NYK,W,14,13,3
Iman Shumpert,CLE,01/23/2018,CLE @ SAS,L,6,0,-2
Marcus Smart,BOS,01/23/2018,BOS @ LAL,L,33,22,-7
Kentavious Caldwell-Pope,LAL,01/23/2018,LAL vs. BOS,W,24,8,-1
Vince Carter,SAC,01/23/2018,SAC @ ORL,W,29,4,5
Malachi Richardson,SAC,01/23/2018,SAC @ ORL,W,15,4,2
Paul George,OKC,01/23/2018,OKC vs. BKN,W,37,28,1
Spencer Dinwiddie,BKN,01/23/2018,BKN @ OKC,L,29,13,0
Tim Hardaway Jr.,NYK,01/23/2018,NYK @ GSW,L,35,11,-18
Jarrett Jack,NYK,01/23/2018,NYK @ GSW,L,29,13,-11
Bismack Biyombo,ORL,01/23/2018,ORL vs. SAC,L,28,4,-6
Wes Iwundu,ORL,01/23/2018,ORL vs. SAC,L,9,3,-2
Al Horford,BOS,01/23/2018,BOS @ LAL,L,32,13,2
Brandon Paul,SAS,01/23/2018,SAS vs. CLE,W,3,0,-4
Jarrett Allen,BKN,01/23/2018,BKN @ OKC,L,23,12,4
Davis Bertans,SAS,01/23/2018,SAS vs. CLE,W,30,13,5
Evan Fournier,ORL,01/23/2018,ORL vs. SAC,L,38,22,-2
Caris LeVert,BKN,01/23/2018,BKN @ OKC,L,19,6,-1
Khem Birch,ORL,01/23/2018,ORL vs. SAC,L,13,3,-2
Tony Parker,SAS,01/23/2018,SAS vs. CLE,W,18,14,9
Darrun Hilliard,SAS,01/23/2018,SAS vs. CLE,W,1,0,0
Brook Lopez,LAL,01/23/2018,LAL vs. BOS,W,15,12,4
Terrance Ferguson,OKC,01/23/2018,OKC vs. BKN,W,14,5,1
DeMarre Carroll,BKN,01/23/2018,BKN @ OKC,L,29,13,-2
Kyrie Irving,BOS,01/23/2018,BOS @ LAL,L,38,33,16
Shaun Livingston,GSW,01/23/2018,GSW vs. NYK,W,13,9,14
Joe Harris,BKN,01/23/2018,BKN @ OKC,L,23,19,-2
Willie Cauley-Stein,SAC,01/23/2018,SAC @ ORL,W,33,21,27
Jayson Tatum,BOS,01/23/2018,BOS @ LAL,L,31,4,-2
JR Smith,CLE,01/23/2018,CLE @ SAS,L,29,0,-3
Danny Green,SAS,01/23/2018,SAS vs. CLE,W,30,7,14
Carmelo Anthony,OKC,01/23/2018,OKC vs. BKN,W,33,10,-7
Jonathon Simmons,ORL,01/23/2018,ORL vs. SAC,L,35,14,-4
Marcus Morris,BOS,01/23/2018,BOS @ LAL,L,26,13,6
LaMarcus Aldridge,SAS,01/23/2018,SAS vs. CLE,W,41,30,23
Patty Mills,SAS,01/23/2018,SAS vs. CLE,W,20,9,-5
Tyler Ennis,LAL,01/23/2018,LAL vs. BOS,W,14,2,2
Patrick McCaw,GSW,01/23/2018,GSW vs. NYK,W,9,2,-6
Dwyane Wade,CLE,01/23/2018,CLE @ SAS,L,18,12,-7
Willy Hernangomez,NYK,01/23/2018,NYK @ GSW,L,18,8,3
Bryn Forbes,SAS,01/23/2018,SAS vs. CLE,W,23,8,17
Isaiah Thomas,CLE,01/23/2018,CLE @ SAS,L,28,14,-15
De'Aaron Fox,SAC,01/23/2018,SAC @ ORL,W,11,7,-1
Kyle Kuzma,LAL,01/23/2018,LAL vs. BOS,W,27,28,2
Tyler Zeller,BKN,01/23/2018,BKN @ OKC,L,15,4,-4
Brandon Ingram,LAL,01/23/2018,LAL vs. BOS,W,33,7,-2
Joffrey Lauvergne,SAS,01/23/2018,SAS vs. CLE,W,12,4,-15
Jaylen Brown,BOS,01/23/2018,BOS @ LAL,L,26,9,-1
Russell Westbrook,OKC,01/23/2018,OKC vs. BKN,W,36,32,-10
Raymond Felton,OKC,01/23/2018,OKC vs. BKN,W,17,14,12
Garrett Temple,SAC,01/23/2018,SAC @ ORL,W,40,34,8
Josh Hart,LAL,01/23/2018,LAL vs. BOS,W,23,4,7
Dejounte Murray,SAS,01/23/2018,SAS vs. CLE,W,30,19,3
Jeff Green,CLE,01/23/2018,CLE @ SAS,L,16,8,-7
Doug McDermott,NYK,01/23/2018,NYK @ GSW,L,11,3,-3
Andre Iguodala,GSW,01/23/2018,GSW vs. NYK,W,20,5,2
Jordan Clarkson,LAL,01/23/2018,LAL vs. BOS,W,34,22,-1
Derrick Rose,CLE,01/23/2018,CLE @ SAS,L,13,6,1
Alex Caruso,LAL,01/23/2018,LAL vs. BOS,W,19,0,-3
Daniel Theis,BOS,01/23/2018,BOS @ LAL,L,16,4,-5
Terry Rozier,BOS,01/23/2018,BOS @ LAL,L,24,9,-3
Jerami Grant,OKC,01/23/2018,OKC vs. BKN,W,12,2,-1
Aron Baynes,BOS,01/23/2018,BOS @ LAL,L,11,0,-7
Stephen Curry,GSW,01/23/2018,GSW vs. NYK,W,33,32,4
Michael Beasley,NYK,01/23/2018,NYK @ GSW,L,35,21,-8
Jarell Eddie,BOS,01/23/2018,BOS @ LAL,L,4,0,-4
D'Angelo Russell,BKN,01/23/2018,BKN @ OKC,L,15,7,12
Omri Casspi,GSW,01/23/2018,GSW vs. NYK,W,2,0,-7
Georgios Papagiannis,SAC,01/23/2018,SAC @ ORL,W,3,0,-9
Skal Labissiere,SAC,01/23/2018,SAC @ ORL,W,23,10,-8
Marreese Speights,ORL,01/23/2018,ORL vs. SAC,L,7,0,0
Nick Young,GSW,01/23/2018,GSW vs. NYK,W,17,5,-12
JaVale McGee,GSW,01/23/2018,GSW vs. NYK,W,2,2,-7
Patrick Patterson,OKC,01/23/2018,OKC vs. BKN,W,17,6,-5
Allen Crabbe,BKN,01/23/2018,BKN @ OKC,L,32,12,-7
Julius Randle,LAL,01/23/2018,LAL vs. BOS,W,26,14,-3
Jae Crowder,CLE,01/23/2018,CLE @ SAS,L,32,13,-5
Kyle Anderson,SAS,01/23/2018,SAS vs. CLE,W,34,10,13
Rondae Hollis-Jefferson,BKN,01/23/2018,BKN @ OKC,L,27,11,-10
Frank Ntilikina,NYK,01/23/2018,NYK @ GSW,L,19,6,0
Justin Jackson,SAC,01/23/2018,SAC @ ORL,W,25,4,-4
PJ Tucker,HOU,01/24/2018,HOU @ DAL,W,19,0,2
Dennis Schroder,ATL,01/24/2018,ATL vs. TOR,L,27,20,-18
Bojan Bogdanovic,IND,01/24/2018,IND vs. PHX,W,32,17,24
David Nwaba,CHI,01/24/2018,CHI @ PHI,L,22,10,-1
Norman Powell,TOR,01/24/2018,TOR @ ATL,W,11,0,-8
Tarik Black,HOU,01/24/2018,HOU @ DAL,W,12,1,-17
Blake Griffin,LAC,01/24/2018,LAC vs. BOS,L,34,23,-11
Jamal Crawford,MIN,01/24/2018,MIN @ POR,L,20,19,-10
Nikola Mirotic,CHI,01/24/2018,CHI @ PHI,L,26,15,12
Derrick Favors,UTA,01/24/2018,UTA @ DET,W,24,8,0
CJ McCollum,POR,01/24/2018,POR vs. MIN,W,35,28,19
Yogi Ferrell,DAL,01/24/2018,DAL vs. HOU,L,32,19,8
Dario Saric,PHI,01/24/2018,PHI vs. CHI,W,28,21,31
Jonas Valanciunas,TOR,01/24/2018,TOR @ ATL,W,24,16,19
Tyus Jones,MIN,01/24/2018,MIN @ POR,L,21,6,6
E'Twaun Moore,NOP,01/24/2018,NOP @ CHA,W,33,11,10
Joe Johnson,UTA,01/24/2018,UTA @ DET,W,26,11,6
Davis Bertans,SAS,01/24/2018,SAS @ MEM,W,33,11,16
Pau Gasol,SAS,01/24/2018,SAS @ MEM,W,33,14,16
Jerian Grant,CHI,01/24/2018,CHI @ PHI,L,25,7,-22
Andrew Harrison,MEM,01/24/2018,MEM vs. SAS,L,28,9,-22
Noah Vonleh,POR,01/24/2018,POR vs. MIN,W,3,0,-10
Troy Daniels,PHX,01/24/2018,PHX @ IND,L,27,19,12
Luke Kennard,DET,01/24/2018,DET vs. UTA,L,26,10,7
Sindarius Thornwell,LAC,01/24/2018,LAC vs. BOS,L,16,2,-8
Quincy Pondexter,CHI,01/24/2018,CHI @ PHI,L,2,0,1
Wesley Matthews,DAL,01/24/2018,DAL vs. HOU,L,38,29,-17
Thaddeus Young,IND,01/24/2018,IND vs. PHX,W,31,22,37
Nemanja Bjelica,MIN,01/24/2018,MIN @ POR,L,36,9,-8
Dillon Brooks,MEM,01/24/2018,MEM vs. SAS,L,30,10,-22
Mike Muscala,ATL,01/24/2018,ATL vs. TOR,L,12,3,-4
Luc Mbah a Moute,HOU,01/24/2018,HOU @ DAL,W,22,3,-21
Nicolas Batum,CHA,01/24/2018,CHA vs. NOP,L,30,7,-11
Pat Connaughton,POR,01/24/2018,POR vs. MIN,W,23,12,9
Ed Davis,POR,01/24/2018,POR vs. MIN,W,25,11,14
Joe Ingles,UTA,01/24/2018,UTA @ DET,W,36,13,7
Justin Anderson,PHI,01/24/2018,PHI vs. CHI,W,21,12,23
Alec Burks,UTA,01/24/2018,UTA @ DET,W,15,9,2
Joel Embiid,PHI,01/24/2018,PHI vs. CHI,W,32,22,9
Malcolm Delaney,ATL,01/24/2018,ATL vs. TOR,L,14,4,-4
Shabazz Muhammad,MIN,01/24/2018,MIN @ POR,L,4,5,10
Mario Chalmers,MEM,01/24/2018,MEM vs. SAS,L,23,8,-9
Jusuf Nurkic,POR,01/24/2018,POR vs. MIN,W,20,6,3
Dewayne Dedmon,ATL,01/24/2018,ATL vs. TOR,L,18,4,-18
Darius Miller,NOP,01/24/2018,NOP @ CHA,W,31,8,6
Tobias Harris,DET,01/24/2018,DET vs. UTA,L,40,13,-9
Lauri Markkanen,CHI,01/24/2018,CHI @ PHI,L,23,12,-34
Avery Bradley,DET,01/24/2018,DET vs. UTA,L,41,6,-7
Zach LaVine,CHI,01/24/2018,CHI @ PHI,L,24,21,-5
Terry Rozier,BOS,01/24/2018,BOS @ LAC,W,24,15,19
Andre Drummond,DET,01/24/2018,DET vs. UTA,L,39,30,-3
Deyonta Davis,MEM,01/24/2018,MEM vs. SAS,L,21,12,-3
Boban Marjanovic,DET,01/24/2018,DET vs. UTA,L,14,4,0
Robin Lopez,CHI,01/24/2018,CHI @ PHI,L,19,2,-26
Bryn Forbes,SAS,01/24/2018,SAS @ MEM,W,25,14,7
Milos Teodosic,LAC,01/24/2018,LAC vs. BOS,L,24,2,-10
Jeremy Lamb,CHA,01/24/2018,CHA vs. NOP,L,24,8,1
Kemba Walker,CHA,01/24/2018,CHA vs. NOP,L,34,20,-6
Joe Young,IND,01/24/2018,IND vs. PHX,W,34,6,2
Jakob Poeltl,TOR,01/24/2018,TOR @ ATL,W,18,6,11
Frank Kaminsky,CHA,01/24/2018,CHA vs. NOP,L,21,16,2
Jameer Nelson,NOP,01/24/2018,NOP @ CHA,W,17,8,-7
Clint Capela,HOU,01/24/2018,HOU @ DAL,W,33,16,24
Taurean Prince,ATL,01/24/2018,ATL vs. TOR,L,13,2,-7
Larry Drew II,PHI,01/24/2018,PHI vs. CHI,W,9,0,-4
Joffrey Lauvergne,SAS,01/24/2018,SAS @ MEM,W,19,10,7
Tyler Ulis,PHX,01/24/2018,PHX @ IND,L,21,5,1
Danny Green,SAS,01/24/2018,SAS @ MEM,W,29,14,24
Raul Neto,UTA,01/24/2018,UTA @ DET,W,10,6,0
Dirk Nowitzki,DAL,01/24/2018,DAL vs. HOU,L,15,7,-16
Ish Smith,DET,01/24/2018,DET vs. UTA,L,33,14,-1
Harrison Barnes,DAL,01/24/2018,DAL vs. HOU,L,33,10,-20
Kobi Simmons,MEM,01/24/2018,MEM vs. SAS,L,14,6,2
Isaiah Canaan,PHX,01/24/2018,PHX @ IND,L,22,5,-10
Dwight Powell,DAL,01/24/2018,DAL vs. HOU,L,24,2,6
Bobby Portis,CHI,01/24/2018,CHI @ PHI,L,25,22,20
Salah Mejri,DAL,01/24/2018,DAL vs. HOU,L,15,6,-5
Miles Plumlee,ATL,01/24/2018,ATL vs. TOR,L,19,6,-3
Trevor Booker,PHI,01/24/2018,PHI vs. CHI,W,18,6,-16
Lance Stephenson,IND,01/24/2018,IND vs. PHX,W,22,7,-13
John Collins,ATL,01/24/2018,ATL vs. TOR,L,26,13,15
Josh Jackson,PHX,01/24/2018,PHX @ IND,L,25,20,15
Eric Gordon,HOU,01/24/2018,HOU @ DAL,W,30,17,-9
Shane Larkin,BOS,01/24/2018,BOS @ LAC,W,23,5,3
Donovan Mitchell,UTA,01/24/2018,UTA @ DET,W,43,15,2
Marc Gasol,MEM,01/24/2018,MEM vs. SAS,L,30,18,-22
DeAndre Liggins,NOP,01/24/2018,NOP @ CHA,W,5,0,-3
Marco Belinelli,ATL,01/24/2018,ATL vs. TOR,L,23,8,-16
TJ Warren,PHX,01/24/2018,PHX @ IND,L,24,10,-30
James Harden,HOU,01/24/2018,HOU @ DAL,W,33,25,30
Zach Collins,POR,01/24/2018,POR vs. MIN,W,19,8,6
Al Jefferson,IND,01/24/2018,IND vs. PHX,W,21,10,7
Fred VanVleet,TOR,01/24/2018,TOR @ ATL,W,18,19,13
Langston Galloway,DET,01/24/2018,DET vs. UTA,L,20,5,-2
Kent Bazemore,ATL,01/24/2018,ATL vs. TOR,L,27,13,-16
Robert Covington,PHI,01/24/2018,PHI vs. CHI,W,32,16,-1
Rudy Gobert,UTA,01/24/2018,UTA @ DET,W,38,15,3
Delon Wright,TOR,01/24/2018,TOR @ ATL,W,18,5,2
Greg Monroe,PHX,01/24/2018,PHX @ IND,L,29,16,-11
Alfonzo McKinnie,TOR,01/24/2018,TOR @ ATL,W,6,2,-13
Willie Reed,LAC,01/24/2018,LAC vs. BOS,L,2,0,5
Johnny O'Bryant III,CHA,01/24/2018,CHA vs. NOP,L,3,0,-5
Evan Turner,POR,01/24/2018,POR vs. MIN,W,26,9,12
Taj Gibson,MIN,01/24/2018,MIN @ POR,L,29,11,-16
Chris Paul,HOU,01/24/2018,HOU @ DAL,W,30,12,7
Jonas Jerebko,UTA,01/24/2018,UTA @ DET,W,17,5,-3
Montrezl Harrell,LAC,01/24/2018,LAC vs. BOS,L,18,10,-9
CJ Miles,TOR,01/24/2018,TOR @ ATL,W,15,9,8
Kyle Anderson,SAS,01/24/2018,SAS @ MEM,W,28,5,18
Abdel Nader,BOS,01/24/2018,BOS @ LAC,W,7,3,4
Dejounte Murray,SAS,01/24/2018,SAS @ MEM,W,24,11,25
Lou Williams,LAC,01/24/2018,LAC vs. BOS,L,33,20,-8
J.J. Barea,DAL,01/24/2018,DAL vs. HOU,L,27,3,6
OG Anunoby,TOR,01/24/2018,TOR @ ATL,W,24,10,8
Wayne Selden,MEM,01/24/2018,MEM vs. SAS,L,27,4,-27
Gerald Green,HOU,01/24/2018,HOU @ DAL,W,4,0,-13
Shabazz Napier,POR,01/24/2018,POR vs. MIN,W,23,3,0
Ricky Rubio,UTA,01/24/2018,UTA @ DET,W,37,11,7
Trevor Ariza,HOU,01/24/2018,HOU @ DAL,W,32,23,12
Justin Holiday,CHI,01/24/2018,CHI @ PHI,L,26,5,-24
Michael Kidd-Gilchrist,CHA,01/24/2018,CHA vs. NOP,L,22,7,-2
Cristiano Felicio,CHI,01/24/2018,CHI @ PHI,L,3,0,0
Victor Oladipo,IND,01/24/2018,IND vs. PHX,W,33,21,35
Anthony Tolliver,DET,01/24/2018,DET vs. UTA,L,13,6,6
Ben Moore,IND,01/24/2018,IND vs. PHX,W,3,0,-14
Sam Dekker,LAC,01/24/2018,LAC vs. BOS,L,14,7,0
Gorgui Dieng,MIN,01/24/2018,MIN @ POR,L,17,6,5
Stanley Johnson,DET,01/24/2018,DET vs. UTA,L,39,7,-6
Lucas Nogueira,TOR,01/24/2018,TOR @ ATL,W,6,0,-15
Richaun Holmes,PHI,01/24/2018,PHI vs. CHI,W,4,0,-4
Aron Baynes,BOS,01/24/2018,BOS @ LAC,W,25,12,3
Paul Zipser,CHI,01/24/2018,CHI @ PHI,L,3,0,0
Tony Parker,SAS,01/24/2018,SAS @ MEM,W,21,12,-6
Alec Peters,PHX,01/24/2018,PHX @ IND,L,12,3,19
Cole Aldrich,MIN,01/24/2018,MIN @ POR,L,4,1,10
Ian Clark,NOP,01/24/2018,NOP @ CHA,W,12,2,-5
Alex Poythress,IND,01/24/2018,IND vs. PHX,W,3,4,-15
Amir Johnson,PHI,01/24/2018,PHI vs. CHI,W,12,3,11
Damian Lillard,POR,01/24/2018,POR vs. MIN,W,32,31,11
Darrun Hilliard,SAS,01/24/2018,SAS @ MEM,W,2,2,4
Anthony Davis,NOP,01/24/2018,NOP @ CHA,W,37,19,4
Myke Henry,MEM,01/24/2018,MEM vs. SAS,L,22,0,-6
Marcus Georges-Hunt,MIN,01/24/2018,MIN @ POR,L,19,0,5
Treveon Graham,CHA,01/24/2018,CHA vs. NOP,L,19,0,2
Jaylen Brown,BOS,01/24/2018,BOS @ LAC,W,28,9,6
Omer Asik,NOP,01/24/2018,NOP @ CHA,W,4,0,1
Kyle Lowry,TOR,01/24/2018,TOR @ ATL,W,28,9,16
Ben McLemore,MEM,01/24/2018,MEM vs. SAS,L,18,6,3
Meyers Leonard,POR,01/24/2018,POR vs. MIN,W,3,0,-10
Ryan Anderson,HOU,01/24/2018,HOU @ DAL,W,25,7,20
Semi Ojeleye,BOS,01/24/2018,BOS @ LAC,W,18,8,8
Maxi Kleber,DAL,01/24/2018,DAL vs. HOU,L,9,2,-4
Domantas Sabonis,IND,01/24/2018,IND vs. PHX,W,24,19,23
Isaiah Taylor,ATL,01/24/2018,ATL vs. TOR,L,11,6,16
Kyle Collinsworth,DAL,01/24/2018,DAL vs. HOU,L,15,3,13
Dennis Smith Jr.,DAL,01/24/2018,DAL vs. HOU,L,30,11,-15
Tyrone Wallace,LAC,01/24/2018,LAC vs. BOS,L,34,13,-12
Kyrie Irving,BOS,01/24/2018,BOS @ LAC,W,28,20,2
Jared Dudley,PHX,01/24/2018,PHX @ IND,L,20,2,-6
Daniel Theis,BOS,01/24/2018,BOS @ LAC,W,23,8,10
James Young,PHI,01/24/2018,PHI vs. CHI,W,12,4,-12
Pascal Siakam,TOR,01/24/2018,TOR @ ATL,W,20,6,6
Ryan Arcidiacono,CHI,01/24/2018,CHI @ PHI,L,18,0,15
Ersan Ilyasova,ATL,01/24/2018,ATL vs. TOR,L,20,0,-20
Rajon Rondo,NOP,01/24/2018,NOP @ CHA,W,15,9,-1
Denzel Valentine,CHI,01/24/2018,CHI @ PHI,L,24,7,-6
Jarell Eddie,BOS,01/24/2018,BOS @ LAC,W,2,0,-5
Luke Babbitt,ATL,01/24/2018,ATL vs. TOR,L,16,9,8
Andrew Wiggins,MIN,01/24/2018,MIN @ POR,L,32,24,-24
Dragan Bender,PHX,01/24/2018,PHX @ IND,L,23,0,-9
Ivan Rabb,MEM,01/24/2018,MEM vs. SAS,L,17,8,-3
Timothe Luwawu-Cabarrot,PHI,01/24/2018,PHI vs. CHI,W,34,12,15
Wesley Johnson,LAC,01/24/2018,LAC vs. BOS,L,35,10,0
Marcus Morris,BOS,01/24/2018,BOS @ LAC,W,28,15,-1
DeMar DeRozan,TOR,01/24/2018,TOR @ ATL,W,27,14,11
Brandon Paul,SAS,01/24/2018,SAS @ MEM,W,2,0,4
Ben Simmons,PHI,01/24/2018,PHI vs. CHI,W,39,19,18
Johnathan Motley,DAL,01/24/2018,DAL vs. HOU,L,2,5,9
TJ Leaf,IND,01/24/2018,IND vs. PHX,W,5,2,-3
Marvin Williams,CHA,01/24/2018,CHA vs. NOP,L,36,14,5
Jake Layman,POR,01/24/2018,POR vs. MIN,W,3,0,-10
Dante Cunningham,NOP,01/24/2018,NOP @ CHA,W,21,9,11
