PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Amir Johnson,BOS,05/15/2017,BOS vs. WAS,W,10,0,-2
Avery Bradley,BOS,05/15/2017,BOS vs. WAS,W,37,9,4
Brandon Jennings,WAS,05/15/2017,WAS @ BOS,L,6,0,2
Kelly Oubre Jr.,WAS,05/15/2017,WAS @ BOS,L,0,0,0
Isaiah Thomas,BOS,05/15/2017,BOS vs. WAS,W,40,29,8
Al Horford,BOS,05/15/2017,BOS vs. WAS,W,40,15,14
John Wall,WAS,05/15/2017,WAS @ BOS,L,44,18,-11
Ian Mahinmi,WAS,05/15/2017,WAS @ BOS,L,11,0,-10
Jae Crowder,BOS,05/15/2017,BOS vs. WAS,W,32,14,-1
Otto Porter Jr.,WAS,05/15/2017,WAS @ BOS,L,39,20,3
Bradley Beal,WAS,05/15/2017,WAS @ BOS,L,46,38,-11
Marcin Gortat,WAS,05/15/2017,WAS @ BOS,L,33,6,9
Sheldon Mac,WAS,05/15/2017,WAS @ BOS,L,0,0,0
Kelly Olynyk,BOS,05/15/2017,BOS vs. WAS,W,28,26,3
James Young,BOS,05/15/2017,BOS vs. WAS,W,0,0,0
James Michael McAdoo,GSW,05/16/2017,GSW vs. SAS,W,11,9,2
Kevin Durant,GSW,05/16/2017,GSW vs. SAS,W,28,16,21
David Lee,SAS,05/16/2017,SAS @ GSW,L,5,2,-7
Pau Gasol,SAS,05/16/2017,SAS @ GSW,L,16,7,-7
Dejounte Murray,SAS,05/16/2017,SAS @ GSW,L,27,8,-27
Patrick McCaw,GSW,05/16/2017,GSW vs. SAS,W,27,18,19
Jonathon Simmons,SAS,05/16/2017,SAS @ GSW,L,26,22,-21
JaVale McGee,GSW,05/16/2017,GSW vs. SAS,W,10,6,12
Ian Clark,GSW,05/16/2017,GSW vs. SAS,W,22,10,18
Zaza Pachulia,GSW,05/16/2017,GSW vs. SAS,W,7,4,7
Kyle Anderson,SAS,05/16/2017,SAS @ GSW,L,26,8,-21
LaMarcus Aldridge,SAS,05/16/2017,SAS @ GSW,L,27,8,-20
Shaun Livingston,GSW,05/16/2017,GSW vs. SAS,W,13,10,23
Manu Ginobili,SAS,05/16/2017,SAS @ GSW,L,5,2,-10
Bryn Forbes,SAS,05/16/2017,SAS @ GSW,L,23,5,-12
Danny Green,SAS,05/16/2017,SAS @ GSW,L,17,5,-8
Patty Mills,SAS,05/16/2017,SAS @ GSW,L,21,5,-9
Stephen Curry,GSW,05/16/2017,GSW vs. SAS,W,31,29,24
Klay Thompson,GSW,05/16/2017,GSW vs. SAS,W,29,11,25
Joel Anthony,SAS,05/16/2017,SAS @ GSW,L,12,6,-5
Davis Bertans,SAS,05/16/2017,SAS @ GSW,L,17,13,-9
Draymond Green,GSW,05/16/2017,GSW vs. SAS,W,28,13,20
Damian Jones,GSW,05/16/2017,GSW vs. SAS,W,7,2,2
Dewayne Dedmon,SAS,05/16/2017,SAS @ GSW,L,20,9,-24
Matt Barnes,GSW,05/16/2017,GSW vs. SAS,W,15,2,-6
David West,GSW,05/16/2017,GSW vs. SAS,W,14,6,13
James Young,BOS,05/17/2017,BOS vs. CLE,L,3,0,4
Gerald Green,BOS,05/17/2017,BOS vs. CLE,L,14,11,10
Amir Johnson,BOS,05/17/2017,BOS vs. CLE,L,5,0,-3
Tyler Zeller,BOS,05/17/2017,BOS vs. CLE,L,5,3,-3
Derrick Williams,CLE,05/17/2017,CLE @ BOS,W,3,3,-4
Deron Williams,CLE,05/17/2017,CLE @ BOS,W,12,2,4
Isaiah Thomas,BOS,05/17/2017,BOS vs. CLE,L,38,17,-20
Tristan Thompson,CLE,05/17/2017,CLE @ BOS,W,34,20,15
Kyrie Irving,CLE,05/17/2017,CLE @ BOS,W,34,11,12
Marcus Smart,BOS,05/17/2017,BOS vs. CLE,L,21,6,-2
Terry Rozier,BOS,05/17/2017,BOS vs. CLE,L,6,2,-1
JR Smith,CLE,05/17/2017,CLE @ BOS,W,24,2,12
Iman Shumpert,CLE,05/17/2017,CLE @ BOS,W,25,3,-2
Jae Crowder,BOS,05/17/2017,BOS vs. CLE,L,35,21,-22
Kevin Love,CLE,05/17/2017,CLE @ BOS,W,34,32,18
Channing Frye,CLE,05/17/2017,CLE @ BOS,W,3,3,-4
Al Horford,BOS,05/17/2017,BOS vs. CLE,L,38,11,-14
Avery Bradley,BOS,05/17/2017,BOS vs. CLE,L,39,21,-12
Jaylen Brown,BOS,05/17/2017,BOS vs. CLE,L,20,10,4
Kyle Korver,CLE,05/17/2017,CLE @ BOS,W,14,3,-1
Kelly Olynyk,BOS,05/17/2017,BOS vs. CLE,L,16,2,-6
LeBron James,CLE,05/17/2017,CLE @ BOS,W,42,38,17
Richard Jefferson,CLE,05/17/2017,CLE @ BOS,W,12,0,1
Dahntay Jones,CLE,05/17/2017,CLE @ BOS,W,3,0,-3
Jae Crowder,BOS,05/19/2017,BOS vs. CLE,L,23,9,-28
Richard Jefferson,CLE,05/19/2017,CLE @ BOS,W,19,10,6
Jaylen Brown,BOS,05/19/2017,BOS vs. CLE,L,24,19,-14
Iman Shumpert,CLE,05/19/2017,CLE @ BOS,W,12,7,20
Amir Johnson,BOS,05/19/2017,BOS vs. CLE,L,12,2,-5
Kelly Olynyk,BOS,05/19/2017,BOS vs. CLE,L,8,0,-6
Kyle Korver,CLE,05/19/2017,CLE @ BOS,W,12,8,16
Isaiah Thomas,BOS,05/19/2017,BOS vs. CLE,L,18,2,-32
Dahntay Jones,CLE,05/19/2017,CLE @ BOS,W,6,0,3
Kyrie Irving,CLE,05/19/2017,CLE @ BOS,W,30,23,37
Marcus Smart,BOS,05/19/2017,BOS vs. CLE,L,25,4,-24
James Jones,CLE,05/19/2017,CLE @ BOS,W,10,0,-4
LeBron James,CLE,05/19/2017,CLE @ BOS,W,33,30,46
Kevin Love,CLE,05/19/2017,CLE @ BOS,W,27,21,35
Avery Bradley,BOS,05/19/2017,BOS vs. CLE,L,32,13,-42
Derrick Williams,CLE,05/19/2017,CLE @ BOS,W,10,4,-4
Terry Rozier,BOS,05/19/2017,BOS vs. CLE,L,18,6,-5
Tyler Zeller,BOS,05/19/2017,BOS vs. CLE,L,14,8,-1
Jordan Mickey,BOS,05/19/2017,BOS vs. CLE,L,10,2,4
Jonas Jerebko,BOS,05/19/2017,BOS vs. CLE,L,16,4,-14
Gerald Green,BOS,05/19/2017,BOS vs. CLE,L,14,6,-19
Al Horford,BOS,05/19/2017,BOS vs. CLE,L,27,11,-34
Tristan Thompson,CLE,05/19/2017,CLE @ BOS,W,25,7,19
JR Smith,CLE,05/19/2017,CLE @ BOS,W,26,9,28
Deron Williams,CLE,05/19/2017,CLE @ BOS,W,17,4,20
Channing Frye,CLE,05/19/2017,CLE @ BOS,W,14,7,-2
Ian Clark,GSW,05/20/2017,GSW @ SAS,W,16,7,-8
Andre Iguodala,GSW,05/20/2017,GSW @ SAS,W,19,2,-7
Kevin Durant,GSW,05/20/2017,GSW @ SAS,W,38,33,25
David West,GSW,05/20/2017,GSW @ SAS,W,18,6,4
Dejounte Murray,SAS,05/20/2017,SAS vs. GSW,L,18,10,5
Patrick McCaw,GSW,05/20/2017,GSW @ SAS,W,11,6,9
Joel Anthony,SAS,05/20/2017,SAS vs. GSW,L,1,0,1
Danny Green,SAS,05/20/2017,SAS vs. GSW,L,33,7,-6
Kyle Anderson,SAS,05/20/2017,SAS vs. GSW,L,20,6,-1
Draymond Green,GSW,05/20/2017,GSW @ SAS,W,34,10,22
LaMarcus Aldridge,SAS,05/20/2017,SAS vs. GSW,L,28,18,-27
Davis Bertans,SAS,05/20/2017,SAS vs. GSW,L,20,2,5
JaVale McGee,GSW,05/20/2017,GSW @ SAS,W,13,16,2
Stephen Curry,GSW,05/20/2017,GSW @ SAS,W,34,21,20
Pau Gasol,SAS,05/20/2017,SAS vs. GSW,L,21,12,-8
Manu Ginobili,SAS,05/20/2017,SAS vs. GSW,L,18,21,-6
Shaun Livingston,GSW,05/20/2017,GSW @ SAS,W,15,2,-8
Patty Mills,SAS,05/20/2017,SAS vs. GSW,L,33,7,-20
Matt Barnes,GSW,05/20/2017,GSW @ SAS,W,5,0,-10
Dewayne Dedmon,SAS,05/20/2017,SAS vs. GSW,L,7,7,6
Bryn Forbes,SAS,05/20/2017,SAS vs. GSW,L,5,0,6
David Lee,SAS,05/20/2017,SAS vs. GSW,L,2,4,5
Jonathon Simmons,SAS,05/20/2017,SAS vs. GSW,L,34,14,-20
Klay Thompson,GSW,05/20/2017,GSW @ SAS,W,36,17,15
James Michael McAdoo,GSW,05/20/2017,GSW @ SAS,W,2,0,-4
Kyrie Irving,CLE,05/21/2017,CLE vs. BOS,L,40,29,0
Jaylen Brown,BOS,05/21/2017,BOS @ CLE,W,13,0,-7
Jonas Jerebko,BOS,05/21/2017,BOS @ CLE,W,13,10,22
Deron Williams,CLE,05/21/2017,CLE vs. BOS,L,9,0,1
Richard Jefferson,CLE,05/21/2017,CLE vs. BOS,L,4,0,2
Kyle Korver,CLE,05/21/2017,CLE vs. BOS,L,15,3,-8
Kelly Olynyk,BOS,05/21/2017,BOS @ CLE,W,23,15,15
Al Horford,BOS,05/21/2017,BOS @ CLE,W,36,16,-10
Jae Crowder,BOS,05/21/2017,BOS @ CLE,W,40,14,6
LeBron James,CLE,05/21/2017,CLE vs. BOS,L,45,11,1
Tristan Thompson,CLE,05/21/2017,CLE vs. BOS,L,42,18,-5
JR Smith,CLE,05/21/2017,CLE vs. BOS,L,33,13,0
Iman Shumpert,CLE,05/21/2017,CLE vs. BOS,L,16,6,-10
Amir Johnson,BOS,05/21/2017,BOS @ CLE,W,9,2,-15
Marcus Smart,BOS,05/21/2017,BOS @ CLE,W,41,27,8
Gerald Green,BOS,05/21/2017,BOS @ CLE,W,7,5,0
Kevin Love,CLE,05/21/2017,CLE vs. BOS,L,36,28,4
Avery Bradley,BOS,05/21/2017,BOS @ CLE,W,42,20,4
Tyler Zeller,BOS,05/21/2017,BOS @ CLE,W,7,0,-4
Terry Rozier,BOS,05/21/2017,BOS @ CLE,W,8,2,-4
Jonathon Simmons,SAS,05/22/2017,SAS vs. GSW,L,25,13,-8
Andre Iguodala,GSW,05/22/2017,GSW @ SAS,W,22,7,4
Bryn Forbes,SAS,05/22/2017,SAS vs. GSW,L,24,8,13
Klay Thompson,GSW,05/22/2017,GSW @ SAS,W,34,10,7
LaMarcus Aldridge,SAS,05/22/2017,SAS vs. GSW,L,22,8,-18
James Michael McAdoo,GSW,05/22/2017,GSW @ SAS,W,2,0,-3
Shaun Livingston,GSW,05/22/2017,GSW @ SAS,W,15,5,7
Davis Bertans,SAS,05/22/2017,SAS vs. GSW,L,3,2,2
Matt Barnes,GSW,05/22/2017,GSW @ SAS,W,3,0,-5
Patty Mills,SAS,05/22/2017,SAS vs. GSW,L,30,14,-24
Dewayne Dedmon,SAS,05/22/2017,SAS vs. GSW,L,3,3,2
JaVale McGee,GSW,05/22/2017,GSW @ SAS,W,7,2,-4
Danny Green,SAS,05/22/2017,SAS vs. GSW,L,22,9,-16
Dejounte Murray,SAS,05/22/2017,SAS vs. GSW,L,29,9,-1
Draymond Green,GSW,05/22/2017,GSW @ SAS,W,34,16,20
Pau Gasol,SAS,05/22/2017,SAS vs. GSW,L,23,14,2
Stephen Curry,GSW,05/22/2017,GSW @ SAS,W,34,36,15
Kyle Anderson,SAS,05/22/2017,SAS vs. GSW,L,27,20,-1
David West,GSW,05/22/2017,GSW @ SAS,W,14,4,0
Manu Ginobili,SAS,05/22/2017,SAS vs. GSW,L,32,15,-21
Kevin Durant,GSW,05/22/2017,GSW @ SAS,W,38,29,19
Patrick McCaw,GSW,05/22/2017,GSW @ SAS,W,17,6,12
Ian Clark,GSW,05/22/2017,GSW @ SAS,W,18,12,-1
Damian Jones,GSW,05/22/2017,GSW @ SAS,W,2,2,-1
Al Horford,BOS,05/23/2017,BOS @ CLE,L,37,16,-9
Deron Williams,CLE,05/23/2017,CLE vs. BOS,W,18,2,10
JR Smith,CLE,05/23/2017,CLE vs. BOS,W,26,5,3
Tyler Zeller,BOS,05/23/2017,BOS @ CLE,L,2,0,-5
Avery Bradley,BOS,05/23/2017,BOS @ CLE,L,39,19,-13
Kevin Love,CLE,05/23/2017,CLE vs. BOS,W,42,17,7
Jaylen Brown,BOS,05/23/2017,BOS @ CLE,L,20,9,-4
LeBron James,CLE,05/23/2017,CLE vs. BOS,W,38,34,7
Kyrie Irving,CLE,05/23/2017,CLE vs. BOS,W,41,42,9
Jae Crowder,BOS,05/23/2017,BOS @ CLE,L,40,18,-16
Tristan Thompson,CLE,05/23/2017,CLE vs. BOS,W,37,7,14
Iman Shumpert,CLE,05/23/2017,CLE vs. BOS,W,10,5,-3
Richard Jefferson,CLE,05/23/2017,CLE vs. BOS,W,6,0,6
Marcus Smart,BOS,05/23/2017,BOS @ CLE,L,40,8,-1
Terry Rozier,BOS,05/23/2017,BOS @ CLE,L,15,5,-6
Kelly Olynyk,BOS,05/23/2017,BOS @ CLE,L,26,15,-2
Jonas Jerebko,BOS,05/23/2017,BOS @ CLE,L,21,9,-9
Kyle Korver,CLE,05/23/2017,CLE vs. BOS,W,20,0,12
LeBron James,CLE,05/25/2017,CLE @ BOS,W,35,35,36
Richard Jefferson,CLE,05/25/2017,CLE @ BOS,W,15,9,-10
Kyrie Irving,CLE,05/25/2017,CLE @ BOS,W,32,24,33
Jordan Mickey,BOS,05/25/2017,BOS vs. CLE,L,8,2,4
Al Horford,BOS,05/25/2017,BOS vs. CLE,L,27,8,-30
James Jones,CLE,05/25/2017,CLE @ BOS,W,8,2,-4
Marcus Smart,BOS,05/25/2017,BOS vs. CLE,L,25,6,-24
Kyle Korver,CLE,05/25/2017,CLE @ BOS,W,12,7,6
Kelly Olynyk,BOS,05/25/2017,BOS vs. CLE,L,19,7,-21
Jae Crowder,BOS,05/25/2017,BOS vs. CLE,L,29,11,-17
James Young,BOS,05/25/2017,BOS vs. CLE,L,10,6,2
Terry Rozier,BOS,05/25/2017,BOS vs. CLE,L,34,10,-15
Jonas Jerebko,BOS,05/25/2017,BOS vs. CLE,L,8,3,-9
Tristan Thompson,CLE,05/25/2017,CLE @ BOS,W,29,6,33
Channing Frye,CLE,05/25/2017,CLE @ BOS,W,12,6,-2
Deron Williams,CLE,05/25/2017,CLE @ BOS,W,17,14,3
Iman Shumpert,CLE,05/25/2017,CLE @ BOS,W,12,4,6
Derrick Williams,CLE,05/25/2017,CLE @ BOS,W,8,2,-4
Amir Johnson,BOS,05/25/2017,BOS vs. CLE,L,6,1,-10
Avery Bradley,BOS,05/25/2017,BOS vs. CLE,L,32,23,-32
Jaylen Brown,BOS,05/25/2017,BOS vs. CLE,L,9,7,-13
JR Smith,CLE,05/25/2017,CLE @ BOS,W,24,6,29
Dahntay Jones,CLE,05/25/2017,CLE @ BOS,W,8,5,-4
Kevin Love,CLE,05/25/2017,CLE @ BOS,W,28,15,43
Gerald Green,BOS,05/25/2017,BOS vs. CLE,L,21,14,-2
Tyler Zeller,BOS,05/25/2017,BOS vs. CLE,L,12,4,2
Draymond Green,GSW,06/01/2017,GSW vs. CLE,W,36,9,12
James Jones,CLE,06/01/2017,CLE @ GSW,L,2,0,-3
Zaza Pachulia,GSW,06/01/2017,GSW vs. CLE,W,14,8,5
Deron Williams,CLE,06/01/2017,CLE @ GSW,L,19,0,-8
Patrick McCaw,GSW,06/01/2017,GSW vs. CLE,W,3,0,3
JaVale McGee,GSW,06/01/2017,GSW vs. CLE,W,6,4,8
Kevin Love,CLE,06/01/2017,CLE @ GSW,L,34,15,-11
Kevin Durant,GSW,06/01/2017,GSW vs. CLE,W,38,38,16
Derrick Williams,CLE,06/01/2017,CLE @ GSW,L,4,0,-1
Ian Clark,GSW,06/01/2017,GSW vs. CLE,W,18,4,6
Stephen Curry,GSW,06/01/2017,GSW vs. CLE,W,34,28,20
James Michael McAdoo,GSW,06/01/2017,GSW vs. CLE,W,4,2,3
David West,GSW,06/01/2017,GSW vs. CLE,W,8,2,3
Iman Shumpert,CLE,06/01/2017,CLE @ GSW,L,17,5,-7
Shaun Livingston,GSW,06/01/2017,GSW vs. CLE,W,15,2,9
LeBron James,CLE,06/01/2017,CLE @ GSW,L,40,28,-22
Andre Iguodala,GSW,06/01/2017,GSW vs. CLE,W,24,7,14
Matt Barnes,GSW,06/01/2017,GSW vs. CLE,W,2,3,3
Tristan Thompson,CLE,06/01/2017,CLE @ GSW,L,22,0,-13
Kyrie Irving,CLE,06/01/2017,CLE @ GSW,L,35,24,-17
Richard Jefferson,CLE,06/01/2017,CLE @ GSW,L,15,9,-7
Klay Thompson,GSW,06/01/2017,GSW vs. CLE,W,36,6,8
Kyle Korver,CLE,06/01/2017,CLE @ GSW,L,20,0,-8
JR Smith,CLE,06/01/2017,CLE @ GSW,L,28,3,-12
Dahntay Jones,CLE,06/01/2017,CLE @ GSW,L,4,7,-1
Draymond Green,GSW,06/04/2017,GSW vs. CLE,W,25,12,14
Zaza Pachulia,GSW,06/04/2017,GSW vs. CLE,W,13,2,13
Kyle Korver,CLE,06/04/2017,CLE @ GSW,L,23,8,-3
Matt Barnes,GSW,06/04/2017,GSW vs. CLE,W,3,0,-2
Andre Iguodala,GSW,06/04/2017,GSW vs. CLE,W,28,5,9
Deron Williams,CLE,06/04/2017,CLE @ GSW,L,14,0,-8
David West,GSW,06/04/2017,GSW vs. CLE,W,11,2,4
James Jones,CLE,06/04/2017,CLE @ GSW,L,4,0,0
Derrick Williams,CLE,06/04/2017,CLE @ GSW,L,4,5,0
Ian Clark,GSW,06/04/2017,GSW vs. CLE,W,13,10,1
Kevin Durant,GSW,06/04/2017,GSW vs. CLE,W,41,33,21
Richard Jefferson,CLE,06/04/2017,CLE @ GSW,L,13,7,-7
Patrick McCaw,GSW,06/04/2017,GSW vs. CLE,W,7,0,3
Shaun Livingston,GSW,06/04/2017,GSW vs. CLE,W,19,10,-10
Dahntay Jones,CLE,06/04/2017,CLE @ GSW,L,4,2,0
Kevin Love,CLE,06/04/2017,CLE @ GSW,L,30,27,-8
James Michael McAdoo,GSW,06/04/2017,GSW vs. CLE,W,4,2,-2
Tristan Thompson,CLE,06/04/2017,CLE @ GSW,L,21,8,-18
LeBron James,CLE,06/04/2017,CLE @ GSW,L,39,29,-11
Stephen Curry,GSW,06/04/2017,GSW vs. CLE,W,36,32,21
Iman Shumpert,CLE,06/04/2017,CLE @ GSW,L,22,6,-5
JaVale McGee,GSW,06/04/2017,GSW vs. CLE,W,3,2,-1
JR Smith,CLE,06/04/2017,CLE @ GSW,L,14,0,-18
Kyrie Irving,CLE,06/04/2017,CLE @ GSW,L,40,19,-17
Klay Thompson,GSW,06/04/2017,GSW vs. CLE,W,37,22,24
Channing Frye,CLE,06/04/2017,CLE @ GSW,L,11,2,0
Matt Barnes,GSW,06/07/2017,GSW @ CLE,W,0,0,0
Kevin Love,CLE,06/07/2017,CLE vs. GSW,L,37,9,-11
Klay Thompson,GSW,06/07/2017,GSW @ CLE,W,41,30,3
Iman Shumpert,CLE,06/07/2017,CLE vs. GSW,L,12,2,0
Stephen Curry,GSW,06/07/2017,GSW @ CLE,W,39,26,11
Kevin Durant,GSW,06/07/2017,GSW @ CLE,W,41,31,0
Shaun Livingston,GSW,06/07/2017,GSW @ CLE,W,12,6,-2
David West,GSW,06/07/2017,GSW @ CLE,W,11,7,-6
Draymond Green,GSW,06/07/2017,GSW @ CLE,W,33,8,14
Tristan Thompson,CLE,06/07/2017,CLE vs. GSW,L,23,0,-6
JR Smith,CLE,06/07/2017,CLE vs. GSW,L,34,16,-8
Richard Jefferson,CLE,06/07/2017,CLE vs. GSW,L,16,1,-5
Patrick McCaw,GSW,06/07/2017,GSW @ CLE,W,4,2,4
Kyrie Irving,CLE,06/07/2017,CLE vs. GSW,L,44,38,-9
Andre Iguodala,GSW,06/07/2017,GSW @ CLE,W,30,7,10
Kyle Korver,CLE,06/07/2017,CLE vs. GSW,L,24,8,3
JaVale McGee,GSW,06/07/2017,GSW @ CLE,W,8,1,1
Ian Clark,GSW,06/07/2017,GSW @ CLE,W,9,0,-6
Zaza Pachulia,GSW,06/07/2017,GSW @ CLE,W,13,0,-2
LeBron James,CLE,06/07/2017,CLE vs. GSW,L,46,39,7
Deron Williams,CLE,06/07/2017,CLE vs. GSW,L,4,0,4
James Michael McAdoo,GSW,06/07/2017,GSW @ CLE,W,0,0,-2
LeBron James,CLE,06/09/2017,CLE vs. GSW,W,41,31,30
JR Smith,CLE,06/09/2017,CLE vs. GSW,W,29,15,14
Kevin Love,CLE,06/09/2017,CLE vs. GSW,W,29,23,16
Matt Barnes,GSW,06/09/2017,GSW @ CLE,L,3,0,-1
Ian Clark,GSW,06/09/2017,GSW @ CLE,L,5,5,-1
Stephen Curry,GSW,06/09/2017,GSW @ CLE,L,38,14,-24
Klay Thompson,GSW,06/09/2017,GSW @ CLE,L,34,13,-6
Draymond Green,GSW,06/09/2017,GSW @ CLE,L,39,16,-17
Kevin Durant,GSW,06/09/2017,GSW @ CLE,L,39,35,-20
Tristan Thompson,CLE,06/09/2017,CLE vs. GSW,W,36,5,3
Zaza Pachulia,GSW,06/09/2017,GSW @ CLE,L,16,6,-11
Patrick McCaw,GSW,06/09/2017,GSW @ CLE,L,8,3,-7
James Jones,CLE,06/09/2017,CLE vs. GSW,W,2,0,0
JaVale McGee,GSW,06/09/2017,GSW @ CLE,L,6,4,-2
David West,GSW,06/09/2017,GSW @ CLE,L,10,6,-1
Iman Shumpert,CLE,06/09/2017,CLE vs. GSW,W,12,5,10
James Michael McAdoo,GSW,06/09/2017,GSW @ CLE,L,3,0,-1
Dahntay Jones,CLE,06/09/2017,CLE vs. GSW,W,2,0,0
Richard Jefferson,CLE,06/09/2017,CLE vs. GSW,W,22,8,11
Derrick Williams,CLE,06/09/2017,CLE vs. GSW,W,2,2,0
Kyrie Irving,CLE,06/09/2017,CLE vs. GSW,W,41,40,7
Andre Iguodala,GSW,06/09/2017,GSW @ CLE,L,21,4,10
Kyle Korver,CLE,06/09/2017,CLE vs. GSW,W,12,3,3
Shaun Livingston,GSW,06/09/2017,GSW @ CLE,L,19,10,-14
Deron Williams,CLE,06/09/2017,CLE vs. GSW,W,12,5,1
Richard Jefferson,CLE,06/12/2017,CLE @ GSW,L,17,4,3
Stephen Curry,GSW,06/12/2017,GSW vs. CLE,W,41,34,3
Kyle Korver,CLE,06/12/2017,CLE @ GSW,L,18,3,0
Tristan Thompson,CLE,06/12/2017,CLE @ GSW,L,30,15,-7
Deron Williams,CLE,06/12/2017,CLE @ GSW,L,12,0,2
JR Smith,CLE,06/12/2017,CLE @ GSW,L,41,25,-2
David West,GSW,06/12/2017,GSW vs. CLE,W,11,4,16
Shaun Livingston,GSW,06/12/2017,GSW vs. CLE,W,10,5,-6
Draymond Green,GSW,06/12/2017,GSW vs. CLE,W,44,10,19
Iman Shumpert,CLE,06/12/2017,CLE @ GSW,L,4,0,-9
Andre Iguodala,GSW,06/12/2017,GSW vs. CLE,W,38,20,18
LeBron James,CLE,06/12/2017,CLE @ GSW,L,46,41,-13
Klay Thompson,GSW,06/12/2017,GSW vs. CLE,W,34,11,-6
Patrick McCaw,GSW,06/12/2017,GSW vs. CLE,W,12,6,-3
Matt Barnes,GSW,06/12/2017,GSW vs. CLE,W,1,0,-5
Kevin Love,CLE,06/12/2017,CLE @ GSW,L,30,6,-23
Kevin Durant,GSW,06/12/2017,GSW vs. CLE,W,40,39,18
Kyrie Irving,CLE,06/12/2017,CLE @ GSW,L,42,26,4
Zaza Pachulia,GSW,06/12/2017,GSW vs. CLE,W,10,0,-9
