PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Ryan Anderson,NOP,11/27/2015,NOP @ LAC,L,23,9,-12
Beno Udrih,MIA,11/27/2015,MIA @ NYK,W,4,0,0
Andrew Bogut,GSW,11/27/2015,GSW @ PHX,W,13,7,14
Darren Collison,SAC,11/27/2015,SAC vs. MIN,L,23,10,-17
Vince Carter,MEM,11/27/2015,MEM vs. ATL,L,22,14,3
Bobby Portis,CHI,11/27/2015,CHI @ IND,L,2,2,3
John Wall,WAS,11/27/2015,WAS @ BOS,L,29,10,-28
O.J. Mayo,MIL,11/27/2015,MIL @ ORL,L,25,5,-4
Kelly Oubre Jr.,WAS,11/27/2015,WAS @ BOS,L,13,4,-13
Khris Middleton,MIL,11/27/2015,MIL @ ORL,L,34,15,-16
Nicolas Batum,CHA,11/27/2015,CHA vs. CLE,L,39,17,-7
Langston Galloway,NYK,11/27/2015,NYK vs. MIA,L,29,8,-7
PJ Hairston,CHA,11/27/2015,CHA vs. CLE,L,19,2,1
Chris Paul,LAC,11/27/2015,LAC vs. NOP,W,29,17,26
Otto Porter Jr.,WAS,11/27/2015,WAS @ BOS,L,22,6,-8
Jameer Nelson,DEN,11/27/2015,DEN vs. SAS,L,22,12,-4
Ben McLemore,SAC,11/27/2015,SAC vs. MIN,L,26,6,0
Sonny Weems,PHX,11/27/2015,PHX vs. GSW,L,11,0,5
Kyle O'Quinn,NYK,11/27/2015,NYK vs. MIA,L,19,5,-6
Kemba Walker,CHA,11/27/2015,CHA vs. CLE,L,35,18,-4
Dion Waiters,OKC,11/27/2015,OKC vs. DET,W,27,8,17
Jared Dudley,WAS,11/27/2015,WAS @ BOS,L,30,19,-24
Shabazz Muhammad,MIN,11/27/2015,MIN @ SAC,W,16,15,10
Darrell Arthur,DEN,11/27/2015,DEN vs. SAS,L,25,2,-6
Gerald Green,MIA,11/27/2015,MIA @ NYK,W,27,25,16
Josh McRoberts,MIA,11/27/2015,MIA @ NYK,W,24,2,14
Anthony Davis,NOP,11/27/2015,NOP @ LAC,L,28,17,-26
D.J. Augustin,OKC,11/27/2015,OKC vs. DET,W,22,6,9
Michael Carter-Williams,MIL,11/27/2015,MIL @ ORL,L,24,3,-14
CJ Miles,IND,11/27/2015,IND vs. CHI,W,32,16,0
Jerian Grant,NYK,11/27/2015,NYK vs. MIA,L,23,8,-3
Patrick Beverley,HOU,11/27/2015,HOU vs. PHI,W,32,5,-6
Mario Hezonja,ORL,11/27/2015,ORL vs. MIL,W,5,2,1
Kawhi Leonard,SAS,11/27/2015,SAS @ DEN,W,32,25,18
Gorgui Dieng,MIN,11/27/2015,MIN @ SAC,W,27,8,14
Rodney Hood,UTA,11/28/2015,UTA vs. NOP,W,34,16,4
JR Smith,CLE,11/28/2015,CLE vs. BKN,W,39,6,0
Alec Burks,UTA,11/28/2015,UTA vs. NOP,W,32,21,12
Tim Duncan,SAS,11/28/2015,SAS vs. ATL,W,28,10,24
Trey Burke,UTA,11/28/2015,UTA vs. NOP,W,15,8,2
Boban Marjanovic,SAS,11/28/2015,SAS vs. ATL,W,6,1,-8
Marco Belinelli,SAC,11/28/2015,SAC @ GSW,L,22,5,-16
Marcin Gortat,WAS,11/28/2015,WAS vs. TOR,L,34,16,-1
Dennis Schroder,ATL,11/28/2015,ATL @ SAS,L,17,9,-3
DeMar DeRozan,TOR,11/28/2015,TOR @ WAS,W,38,20,3
Timofey Mozgov,CLE,11/28/2015,CLE vs. BKN,W,17,2,5
D'Angelo Russell,LAL,11/28/2015,LAL @ POR,L,38,16,-10
Justin Holiday,ATL,11/28/2015,ATL @ SAS,L,8,5,6
Terrence Ross,TOR,11/28/2015,TOR @ WAS,W,20,4,-1
JaVale McGee,DAL,11/28/2015,DAL vs. DEN,W,5,3,-2
Manu Ginobili,SAS,11/28/2015,SAS vs. ATL,W,19,12,11
Trey Lyles,UTA,11/28/2015,UTA vs. NOP,W,18,4,-9
Richard Jefferson,CLE,11/28/2015,CLE vs. BKN,W,18,0,-2
Leandro Barbosa,GSW,11/28/2015,GSW vs. SAC,W,21,5,4
Jarrett Jack,BKN,11/28/2015,BKN @ CLE,L,35,12,6
Luis Scola,TOR,11/28/2015,TOR @ WAS,W,26,6,-9
John Jenkins,DAL,11/28/2015,DAL vs. DEN,W,2,1,-6
Thomas Robinson,BKN,11/28/2015,BKN @ CLE,L,6,0,-5
Festus Ezeli,GSW,11/28/2015,GSW vs. SAC,W,18,11,14
Seth Curry,SAC,11/28/2015,SAC @ GSW,L,9,9,9
Sergey Karasev,BKN,11/28/2015,BKN @ CLE,L,3,0,-2
Tristan Thompson,CLE,11/28/2015,CLE vs. BKN,W,32,10,1
Bradley Beal,WAS,11/28/2015,WAS vs. TOR,L,41,20,4
Ben McLemore,SAC,11/28/2015,SAC @ GSW,L,27,10,-6
Darrell Arthur,DEN,11/28/2015,DEN @ DAL,L,31,16,-10
Marreese Speights,GSW,11/28/2015,GSW vs. SAC,W,17,13,-3
Brook Lopez,BKN,11/28/2015,BKN @ CLE,L,38,22,5
Alonzo Gee,NOP,11/28/2015,NOP @ UTA,L,26,8,8
Alexis Ajinca,NOP,11/28/2015,NOP @ UTA,L,4,2,-9
Gordon Hayward,UTA,11/28/2015,UTA vs. NOP,W,36,17,15
Ish Smith,NOP,11/28/2015,NOP @ UTA,L,37,13,-12
Wesley Matthews,DAL,11/28/2015,DAL vs. DEN,W,28,7,12
Jason Thompson,GSW,11/28/2015,GSW vs. SAC,W,6,0,-9
Nikola Jokic,DEN,11/28/2015,DEN @ DAL,L,19,8,-7
David West,SAS,11/28/2015,SAS vs. ATL,W,8,2,10
Brandon Rush,GSW,11/28/2015,GSW vs. SAC,W,19,16,-2
Eric Moreland,SAC,11/28/2015,SAC @ GSW,L,9,2,7
Mason Plumlee,POR,11/28/2015,POR vs. LAL,W,24,6,7
Mike Scott,ATL,11/28/2015,ATL @ SAS,L,14,12,6
Jeff Withey,UTA,11/28/2015,UTA vs. NOP,W,7,0,6
Tony Parker,SAS,11/28/2015,SAS vs. ATL,W,22,11,19
Garrett Temple,WAS,11/28/2015,WAS vs. TOR,L,17,1,-4
Jared Cunningham,CLE,11/28/2015,CLE vs. BKN,W,1,0,3
Kelly Oubre Jr.,WAS,11/28/2015,WAS vs. TOR,L,1,0,-2
Jonathon Simmons,SAS,11/28/2015,SAS vs. ATL,W,8,5,-6
Anderson Varejao,CLE,11/28/2015,CLE vs. BKN,W,4,0,0
Al-Farouq Aminu,POR,11/28/2015,POR vs. LAL,W,28,5,12
Rudy Gay,SAC,11/28/2015,SAC @ GSW,L,27,20,-21
Justin Anderson,DAL,11/28/2015,DAL vs. DEN,W,9,0,-14
Thabo Sefolosha,ATL,11/28/2015,ATL @ SAS,L,25,8,-26
Kobe Bryant,LAL,11/28/2015,LAL @ POR,L,34,21,-12
Boris Diaw,SAS,11/28/2015,SAS vs. ATL,W,17,9,1
Randy Foye,DEN,11/28/2015,DEN @ DAL,L,37,5,-6
Julius Randle,LAL,11/28/2015,LAL @ POR,L,30,16,-3
Matthew Dellavedova,CLE,11/28/2015,CLE vs. BKN,W,25,3,0
Kostas Papanikolaou,DEN,11/28/2015,DEN @ DAL,L,2,2,6
Jared Dudley,WAS,11/28/2015,WAS vs. TOR,L,30,7,7
Trevor Booker,UTA,11/28/2015,UTA vs. NOP,W,38,13,21
Andre Iguodala,GSW,11/28/2015,GSW vs. SAC,W,22,9,16
Kris Humphries,WAS,11/28/2015,WAS vs. TOR,L,14,4,2
Mike Muscala,ATL,11/28/2015,ATL @ SAS,L,23,6,1
Kyle Lowry,TOR,11/28/2015,TOR @ WAS,W,34,27,6
Lamar Patterson,ATL,11/28/2015,ATL @ SAS,L,16,3,12
Damian Lillard,POR,11/28/2015,POR vs. LAL,W,36,29,11
LeBron James,CLE,11/28/2015,CLE vs. BKN,W,36,26,-1
Brandon Bass,LAL,11/28/2015,LAL @ POR,L,18,5,2
Jameer Nelson,DEN,11/28/2015,DEN @ DAL,L,17,2,-5
Patty Mills,SAS,11/28/2015,SAS vs. ATL,W,20,13,9
Toney Douglas,NOP,11/28/2015,NOP @ UTA,L,16,8,-6
Jrue Holiday,NOP,11/28/2015,NOP @ UTA,L,14,2,-6
DeMarre Carroll,TOR,11/28/2015,TOR @ WAS,W,28,4,3
Paul Millsap,ATL,11/28/2015,ATL @ SAS,L,26,8,-24
Wayne Ellington,BKN,11/28/2015,BKN @ CLE,L,10,0,2
Emmanuel Mudiay,DEN,11/28/2015,DEN @ DAL,L,34,12,-5
Bismack Biyombo,TOR,11/28/2015,TOR @ WAS,W,35,0,5
Pat Connaughton,POR,11/28/2015,POR vs. LAL,W,1,0,-2
Otto Porter Jr.,WAS,11/28/2015,WAS vs. TOR,L,39,13,-8
Bojan Bogdanovic,BKN,11/28/2015,BKN @ CLE,L,14,2,-2
Noah Vonleh,POR,11/28/2015,POR vs. LAL,W,20,4,8
Meyers Leonard,POR,11/28/2015,POR vs. LAL,W,22,7,-2
Allen Crabbe,POR,11/28/2015,POR vs. LAL,W,17,9,5
Rondae Hollis-Jefferson,BKN,11/28/2015,BKN @ CLE,L,30,6,-4
Draymond Green,GSW,11/28/2015,GSW vs. SAC,W,36,13,21
Shaun Livingston,GSW,11/28/2015,GSW vs. SAC,W,17,7,11
Patrick Patterson,TOR,11/28/2015,TOR @ WAS,W,20,7,-4
Raymond Felton,DAL,11/28/2015,DAL vs. DEN,W,28,12,15
Dwight Powell,DAL,11/28/2015,DAL vs. DEN,W,21,6,0
Kyle Korver,ATL,11/28/2015,ATL @ SAS,L,25,6,-29
Cliff Alexander,POR,11/28/2015,POR vs. LAL,W,1,0,-2
Jordan Clarkson,LAL,11/28/2015,LAL @ POR,L,36,19,0
CJ McCollum,POR,11/28/2015,POR vs. LAL,W,34,28,13
Andrew Bogut,GSW,11/28/2015,GSW vs. SAC,W,20,4,15
Raul Neto,UTA,11/28/2015,UTA vs. NOP,W,18,4,2
Deron Williams,DAL,11/28/2015,DAL vs. DEN,W,31,22,19
Zaza Pachulia,DAL,11/28/2015,DAL vs. DEN,W,31,16,20
Chris Johnson,UTA,11/28/2015,UTA vs. NOP,W,0,0,0
Kyle Anderson,SAS,11/28/2015,SAS vs. ATL,W,21,5,-9
Tim Frazier,POR,11/28/2015,POR vs. LAL,W,1,0,-2
James Anderson,SAC,11/28/2015,SAC @ GSW,L,6,0,9
Nick Young,LAL,11/28/2015,LAL @ POR,L,15,6,-15
Shane Larkin,BKN,11/28/2015,BKN @ CLE,L,13,7,-8
Kevin Love,CLE,11/28/2015,CLE vs. BKN,W,34,26,5
Joe Ingles,UTA,11/28/2015,UTA vs. NOP,W,11,9,5
Danny Green,SAS,11/28/2015,SAS vs. ATL,W,29,5,9
Ramon Sessions,WAS,11/28/2015,WAS vs. TOR,L,25,3,-6
Cory Joseph,TOR,11/28/2015,TOR @ WAS,W,34,12,8
Rudy Gobert,UTA,11/28/2015,UTA vs. NOP,W,32,9,12
Rajon Rondo,SAC,11/28/2015,SAC @ GSW,L,25,7,-13
Ian Clark,GSW,11/28/2015,GSW vs. SAC,W,9,8,-6
Kawhi Leonard,SAS,11/28/2015,SAS vs. ATL,W,29,22,32
Larry Nance Jr.,LAL,11/28/2015,LAL @ POR,L,18,3,-9
James Jones,CLE,11/28/2015,CLE vs. BKN,W,6,3,0
Shelvin Mack,ATL,11/28/2015,ATL @ SAS,L,8,2,6
Dante Cunningham,NOP,11/28/2015,NOP @ UTA,L,20,5,-23
Rasual Butler,SAS,11/28/2015,SAS vs. ATL,W,8,0,-6
Andrea Bargnani,BKN,11/28/2015,BKN @ CLE,L,16,6,-3
Al Horford,ATL,11/28/2015,ATL @ SAS,L,22,10,-25
Danilo Gallinari,DEN,11/28/2015,DEN @ DAL,L,34,12,-16
Kosta Koufos,SAC,11/28/2015,SAC @ GSW,L,23,14,-17
Quincy Acy,SAC,11/28/2015,SAC @ GSW,L,15,9,-12
Omer Asik,NOP,11/28/2015,NOP @ UTA,L,8,0,-16
Anthony Davis,NOP,11/28/2015,NOP @ UTA,L,44,36,1
Kent Bazemore,ATL,11/28/2015,ATL @ SAS,L,20,11,-2
Ryan Anderson,NOP,11/28/2015,NOP @ UTA,L,38,9,1
Will Barton,DEN,11/28/2015,DEN @ DAL,L,30,14,-6
John Wall,WAS,11/28/2015,WAS vs. TOR,L,39,18,-2
Jeremy Evans,DAL,11/28/2015,DAL vs. DEN,W,4,2,-12
Tim Hardaway Jr.,ATL,11/28/2015,ATL @ SAS,L,12,2,1
Gerald Henderson,POR,11/28/2015,POR vs. LAL,W,8,9,2
Kenneth Faried,DEN,11/28/2015,DEN @ DAL,L,14,10,4
Willie Cauley-Stein,SAC,11/28/2015,SAC @ GSW,L,20,3,2
Eric Gordon,NOP,11/28/2015,NOP @ UTA,L,32,4,-8
Mo Williams,CLE,11/28/2015,CLE vs. BKN,W,28,14,-1
Ed Davis,POR,11/28/2015,POR vs. LAL,W,24,4,7
Metta World Peace,LAL,11/28/2015,LAL @ POR,L,20,4,1
Roy Hibbert,LAL,11/28/2015,LAL @ POR,L,30,6,-14
Mike Miller,DEN,11/28/2015,DEN @ DAL,L,13,0,-3
Dirk Nowitzki,DAL,11/28/2015,DAL vs. DEN,W,31,13,14
Charlie Villanueva,DAL,11/28/2015,DAL vs. DEN,W,7,0,-2
Thaddeus Young,BKN,11/28/2015,BKN @ CLE,L,36,16,-1
Joe Johnson,BKN,11/28/2015,BKN @ CLE,L,39,17,2
Jeff Teague,ATL,11/28/2015,ATL @ SAS,L,23,6,-23
Devin Harris,DAL,11/28/2015,DAL vs. DEN,W,20,6,5
Chandler Parsons,DAL,11/28/2015,DAL vs. DEN,W,23,4,6
Darren Collison,SAC,11/28/2015,SAC @ GSW,L,27,11,-19
LaMarcus Aldridge,SAS,11/28/2015,SAS vs. ATL,W,25,13,14
Joffrey Lauvergne,DEN,11/28/2015,DEN @ DAL,L,8,0,-7
Omri Casspi,SAC,11/28/2015,SAC @ GSW,L,29,11,-18
Stephen Curry,GSW,11/28/2015,GSW vs. SAC,W,30,19,19
James Johnson,TOR,11/28/2015,TOR @ WAS,W,5,4,-1
Klay Thompson,GSW,11/28/2015,GSW vs. SAC,W,26,15,15
Maurice Harkless,POR,11/28/2015,POR vs. LAL,W,26,7,3
James Young,BOS,11/29/2015,BOS @ ORL,L,2,1,-4
TJ Warren,PHX,11/29/2015,PHX @ TOR,W,30,15,2
Mirza Teletovic,PHX,11/29/2015,PHX @ TOR,W,18,20,-4
Ersan Ilyasova,DET,11/29/2015,DET @ BKN,L,26,8,6
Jordan Clarkson,LAL,11/29/2015,LAL vs. IND,L,39,22,-6
Isaiah Canaan,PHI,11/29/2015,PHI @ MEM,L,35,16,-7
Andre Drummond,DET,11/29/2015,DET @ BKN,L,37,20,3
Tayshaun Prince,MIN,11/29/2015,MIN @ LAC,L,10,0,-2
Jabari Parker,MIL,11/29/2015,MIL @ CHA,L,17,10,-12
Alex Len,PHX,11/29/2015,PHX @ TOR,W,28,8,0
Markieff Morris,PHX,11/29/2015,PHX @ TOR,W,23,7,5
Hollis Thompson,PHI,11/29/2015,PHI @ MEM,L,28,12,-6
Steve Blake,DET,11/29/2015,DET @ BKN,L,18,7,-1
CJ Miles,IND,11/29/2015,IND @ LAL,W,30,9,12
Amir Johnson,BOS,11/29/2015,BOS @ ORL,L,19,8,-4
Jae Crowder,BOS,11/29/2015,BOS @ ORL,L,33,12,-5
Jason Smith,ORL,11/29/2015,ORL vs. BOS,W,15,6,2
Patrick Beverley,HOU,11/29/2015,HOU @ NYK,W,34,7,16
Joe Johnson,BKN,11/29/2015,BKN vs. DET,W,39,13,10
Monta Ellis,IND,11/29/2015,IND @ LAL,W,36,15,11
Kevin Martin,MIN,11/29/2015,MIN @ LAC,L,23,2,-5
O.J. Mayo,MIL,11/29/2015,MIL @ CHA,L,44,12,-2
Blake Griffin,LAC,11/29/2015,LAC vs. MIN,W,37,26,8
Chase Budinger,IND,11/29/2015,IND @ LAL,W,11,2,-4
Reggie Jackson,DET,11/29/2015,DET @ BKN,L,30,8,-3
Roy Hibbert,LAL,11/29/2015,LAL vs. IND,L,27,8,-10
Avery Bradley,BOS,11/29/2015,BOS @ ORL,L,32,17,-20
Victor Oladipo,ORL,11/29/2015,ORL vs. BOS,W,30,19,16
DeMar DeRozan,TOR,11/29/2015,TOR vs. PHX,L,37,29,-6
Robert Covington,PHI,11/29/2015,PHI @ MEM,L,37,12,-7
Michael Carter-Williams,MIL,11/29/2015,MIL @ CHA,L,16,3,-15
D'Angelo Russell,LAL,11/29/2015,LAL vs. IND,L,26,8,-8
Evan Fournier,ORL,11/29/2015,ORL vs. BOS,W,20,9,4
JaMychal Green,MEM,11/29/2015,MEM vs. PHI,W,17,2,-2
Brandon Bass,LAL,11/29/2015,LAL vs. IND,L,18,8,4
Shabazz Muhammad,MIN,11/29/2015,MIN @ LAC,L,19,6,-3
DeMarre Carroll,TOR,11/29/2015,TOR vs. PHX,L,37,20,2
Karl-Anthony Towns,MIN,11/29/2015,MIN @ LAC,L,26,17,0
Tony Allen,MEM,11/29/2015,MEM vs. PHI,W,19,8,1
Andrea Bargnani,BKN,11/29/2015,BKN vs. DET,W,3,0,-2
RJ Hunter,BOS,11/29/2015,BOS @ ORL,L,6,0,-8
Wesley Johnson,LAC,11/29/2015,LAC vs. MIN,W,4,0,5
Shabazz Napier,ORL,11/29/2015,ORL vs. BOS,W,9,5,7
Trevor Ariza,HOU,11/29/2015,HOU @ NYK,W,41,16,9
Jared Sullinger,BOS,11/29/2015,BOS @ ORL,L,27,3,-4
Adreian Payne,MIN,11/29/2015,MIN @ LAC,L,8,0,-15
Lance Stephenson,LAC,11/29/2015,LAC vs. MIN,W,20,9,7
Jamal Crawford,LAC,11/29/2015,LAC vs. MIN,W,15,0,-1
Clint Capela,HOU,11/29/2015,HOU @ NYK,W,36,18,2
Jerami Grant,PHI,11/29/2015,PHI @ MEM,L,30,11,-14
Kyle O'Quinn,NYK,11/29/2015,NYK vs. HOU,L,4,1,-3
James Harden,HOU,11/29/2015,HOU @ NYK,W,45,26,10
Isaiah Thomas,BOS,11/29/2015,BOS @ ORL,L,32,20,-8
Tyler Hansbrough,CHA,11/29/2015,CHA vs. MIL,W,9,2,3
Courtney Lee,MEM,11/29/2015,MEM vs. PHI,W,17,3,-4
Nicolas Batum,CHA,11/29/2015,CHA vs. MIL,W,34,15,-8
Terrence Ross,TOR,11/29/2015,TOR vs. PHX,L,14,0,2
Jeremy Lamb,CHA,11/29/2015,CHA vs. MIL,W,27,14,21
Aron Baynes,DET,11/29/2015,DET @ BKN,L,11,2,-7
Vince Carter,MEM,11/29/2015,MEM vs. PHI,W,9,2,0
Khris Middleton,MIL,11/29/2015,MIL @ CHA,L,37,19,7
Bojan Bogdanovic,BKN,11/29/2015,BKN vs. DET,W,21,4,4
Terry Rozier,BOS,11/29/2015,BOS @ ORL,L,12,7,-2
Elfrid Payton,ORL,11/29/2015,ORL vs. BOS,W,35,6,8
KJ McDaniels,HOU,11/29/2015,HOU @ NYK,W,5,0,-5
Gorgui Dieng,MIN,11/29/2015,MIN @ LAC,L,25,14,-3
Ronnie Price,PHX,11/29/2015,PHX @ TOR,W,22,0,9
Wayne Ellington,BKN,11/29/2015,BKN vs. DET,W,24,12,13
Cody Zeller,CHA,11/29/2015,CHA vs. MIL,W,16,2,6
Al Jefferson,CHA,11/29/2015,CHA vs. MIL,W,7,1,-8
Kristaps Porzingis,NYK,11/29/2015,NYK vs. HOU,L,41,20,2
Tobias Harris,ORL,11/29/2015,ORL vs. BOS,W,33,15,6
Kobe Bryant,LAL,11/29/2015,LAL vs. IND,L,33,13,-6
Jerryd Bayless,MIL,11/29/2015,MIL @ CHA,L,43,11,-3
Ian Mahinmi,IND,11/29/2015,IND @ LAL,W,28,8,-7
Metta World Peace,LAL,11/29/2015,LAL vs. IND,L,27,7,-4
Brook Lopez,BKN,11/29/2015,BKN vs. DET,W,36,15,-4
Devyn Marble,ORL,11/29/2015,ORL vs. BOS,W,1,0,3
Shane Larkin,BKN,11/29/2015,BKN vs. DET,W,21,9,4
Greg Monroe,MIL,11/29/2015,MIL @ CHA,L,30,17,5
Corey Brewer,HOU,11/29/2015,HOU @ NYK,W,7,2,1
Cory Joseph,TOR,11/29/2015,TOR vs. PHX,L,33,9,-5
JJ Redick,LAC,11/29/2015,LAC vs. MIN,W,33,18,7
John Henson,MIL,11/29/2015,MIL @ CHA,L,18,2,-10
Nemanja Bjelica,MIN,11/29/2015,MIN @ LAC,L,22,10,-4
Evan Turner,BOS,11/29/2015,BOS @ ORL,L,21,2,-5
Dwight Howard,HOU,11/29/2015,HOU @ NYK,W,30,14,9
Kelly Olynyk,BOS,11/29/2015,BOS @ ORL,L,17,3,-13
David Lee,BOS,11/29/2015,BOS @ ORL,L,21,11,-15
Tyler Ennis,MIL,11/29/2015,MIL @ CHA,L,4,0,-2
Anthony Tolliver,DET,11/29/2015,DET @ BKN,L,22,0,-10
Derrick Williams,NYK,11/29/2015,NYK vs. HOU,L,15,12,2
Arron Afflalo,NYK,11/29/2015,NYK vs. HOU,L,41,31,-6
Nik Stauskas,PHI,11/29/2015,PHI @ MEM,L,13,5,-5
Rodney Stuckey,IND,11/29/2015,IND @ LAL,W,27,11,-9
Kevin Seraphin,NYK,11/29/2015,NYK vs. HOU,L,32,14,2
Thaddeus Young,BKN,11/29/2015,BKN vs. DET,W,31,19,3
Nikola Vucevic,ORL,11/29/2015,ORL vs. BOS,W,32,18,17
Marvin Williams,CHA,11/29/2015,CHA vs. MIL,W,37,12,0
Terrence Jones,HOU,11/29/2015,HOU @ NYK,W,25,8,-14
DeAndre Jordan,LAC,11/29/2015,LAC vs. MIN,W,33,9,5
Kyle Lowry,TOR,11/29/2015,TOR vs. PHX,L,34,17,-7
Jason Terry,HOU,11/29/2015,HOU @ NYK,W,20,7,-13
Jarrett Jack,BKN,11/29/2015,BKN vs. DET,W,27,11,0
Brandon Knight,PHX,11/29/2015,PHX @ TOR,W,37,16,7
Giannis Antetokounmpo,MIL,11/29/2015,MIL @ CHA,L,31,8,7
Marcus Morris,DET,11/29/2015,DET @ BKN,L,35,7,-7
Larry Nance Jr.,LAL,11/29/2015,LAL vs. IND,L,15,4,-1
Jeremy Lin,CHA,11/29/2015,CHA vs. MIL,W,22,7,10
T.J. McConnell,PHI,11/29/2015,PHI @ MEM,L,22,7,4
Bismack Biyombo,TOR,11/29/2015,TOR vs. PHX,L,33,2,-1
Patrick Patterson,TOR,11/29/2015,TOR vs. PHX,L,16,6,-10
JaKarr Sampson,PHI,11/29/2015,PHI @ MEM,L,12,9,1
Kentavious Caldwell-Pope,DET,11/29/2015,DET @ BKN,L,34,21,0
Eric Bledsoe,PHX,11/29/2015,PHX @ TOR,W,38,20,-4
Kevin Garnett,MIN,11/29/2015,MIN @ LAC,L,15,0,6
PJ Tucker,PHX,11/29/2015,PHX @ TOR,W,22,5,6
Andrew Nicholson,ORL,11/29/2015,ORL vs. BOS,W,23,14,15
Jerian Grant,NYK,11/29/2015,NYK vs. HOU,L,12,7,1
Lavoy Allen,IND,11/29/2015,IND @ LAL,W,17,6,-2
Robin Lopez,NYK,11/29/2015,NYK vs. HOU,L,15,0,-1
Jose Calderon,NYK,11/29/2015,NYK vs. HOU,L,38,7,-3
Luc Mbah a Moute,LAC,11/29/2015,LAC vs. MIN,W,23,7,-2
Julius Randle,LAL,11/29/2015,LAL vs. IND,L,27,11,5
Rondae Hollis-Jefferson,BKN,11/29/2015,BKN vs. DET,W,21,2,-11
Lance Thomas,NYK,11/29/2015,NYK vs. HOU,L,36,15,-13
Kemba Walker,CHA,11/29/2015,CHA vs. MIL,W,40,22,-9
Mario Hezonja,ORL,11/29/2015,ORL vs. BOS,W,1,0,3
Luis Scola,TOR,11/29/2015,TOR vs. PHX,L,18,9,2
Marc Gasol,MEM,11/29/2015,MEM vs. PHI,W,39,9,9
Jonas Jerebko,BOS,11/29/2015,BOS @ ORL,L,18,7,-7
Paul Pierce,LAC,11/29/2015,LAC vs. MIN,W,10,10,2
Jon Leuer,PHX,11/29/2015,PHX @ TOR,W,23,16,4
Andrew Wiggins,MIN,11/29/2015,MIN @ LAC,L,38,21,-6
Andre Miller,MIN,11/29/2015,MIN @ LAC,L,21,11,-8
Chris Paul,LAC,11/29/2015,LAC vs. MIN,W,32,20,7
Jordan Hill,IND,11/29/2015,IND @ LAL,W,20,6,9
Mike Conley,MEM,11/29/2015,MEM vs. PHI,W,37,20,9
Langston Galloway,NYK,11/29/2015,NYK vs. HOU,L,26,4,-7
Paul George,IND,11/29/2015,IND @ LAL,W,37,39,10
Lucas Nogueira,TOR,11/29/2015,TOR vs. PHX,L,6,2,-9
James Johnson,TOR,11/29/2015,TOR vs. PHX,L,12,8,7
Cleanthony Early,NYK,11/29/2015,NYK vs. HOU,L,6,0,1
Mario Chalmers,MEM,11/29/2015,MEM vs. PHI,W,15,5,2
Stanley Johnson,DET,11/29/2015,DET @ BKN,L,27,10,-1
Aaron Gordon,ORL,11/29/2015,ORL vs. BOS,W,22,12,12
Marcus Thornton,HOU,11/29/2015,HOU @ NYK,W,21,18,10
Josh Smith,LAC,11/29/2015,LAC vs. MIN,W,16,4,1
PJ Hairston,CHA,11/29/2015,CHA vs. MIL,W,15,3,-13
Zach Randolph,MEM,11/29/2015,MEM vs. PHI,W,32,17,7
Sergey Karasev,BKN,11/29/2015,BKN vs. DET,W,6,0,-5
Jahlil Okafor,PHI,11/29/2015,PHI @ MEM,L,32,9,-7
Nick Young,LAL,11/29/2015,LAL vs. IND,L,28,22,6
Phil Pressey,PHI,11/29/2015,PHI @ MEM,L,16,3,-3
George Hill,IND,11/29/2015,IND @ LAL,W,33,11,0
Richaun Holmes,PHI,11/29/2015,PHI @ MEM,L,15,0,4
Channing Frye,ORL,11/29/2015,ORL vs. BOS,W,17,6,2
Zach LaVine,MIN,11/29/2015,MIN @ LAC,L,33,18,0
Thomas Robinson,BKN,11/29/2015,BKN vs. DET,W,12,2,8
Frank Kaminsky,CHA,11/29/2015,CHA vs. MIL,W,17,4,19
Matt Barnes,MEM,11/29/2015,MEM vs. PHI,W,27,13,11
Austin Rivers,LAC,11/29/2015,LAC vs. MIN,W,16,4,1
Jeff Green,MEM,11/29/2015,MEM vs. PHI,W,28,13,7
Spencer Hawes,CHA,11/29/2015,CHA vs. MIL,W,16,5,4
Pau Gasol,CHI,11/30/2015,CHI vs. SAS,W,30,18,-7
Noah Vonleh,POR,11/30/2015,POR @ LAC,L,13,2,-16
Boris Diaw,SAS,11/30/2015,SAS @ CHI,L,18,5,-10
O.J. Mayo,MIL,11/30/2015,MIL vs. DEN,W,31,9,23
Justise Winslow,MIA,11/30/2015,MIA vs. BOS,L,29,4,-13
Mike Miller,DEN,11/30/2015,DEN @ MIL,L,1,0,1
Deron Williams,DAL,11/30/2015,DAL @ SAC,L,35,10,-20
Serge Ibaka,OKC,11/30/2015,OKC @ ATL,L,35,17,1
JJ Redick,LAC,11/30/2015,LAC vs. POR,W,30,14,24
Rodney Hood,UTA,11/30/2015,UTA vs. GSW,L,34,12,4
Steve Blake,DET,11/30/2015,DET vs. HOU,W,12,0,2
Jerryd Bayless,MIL,11/30/2015,MIL vs. DEN,W,33,7,7
Chris Bosh,MIA,11/30/2015,MIA vs. BOS,L,39,21,4
Aron Baynes,DET,11/30/2015,DET vs. HOU,W,21,11,-4
Goran Dragic,MIA,11/30/2015,MIA vs. BOS,L,34,9,-12
Maurice Harkless,POR,11/30/2015,POR @ LAC,L,26,15,9
Randy Foye,DEN,11/30/2015,DEN @ MIL,L,24,5,-23
Tony Snell,CHI,11/30/2015,CHI vs. SAS,W,23,11,6
