PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Jabari Parker,MIL,11/14/2015,MIL vs. CLE,W,30,12,-1
Tony Parker,SAS,11/14/2015,SAS vs. PHI,W,25,16,12
Gary Harris,DEN,11/14/2015,DEN @ PHX,L,26,7,-17
Pablo Prigioni,LAC,11/14/2015,LAC vs. DET,W,11,0,-9
Kostas Papanikolaou,DEN,11/14/2015,DEN @ PHX,L,20,9,7
Otto Porter Jr.,WAS,11/14/2015,WAS vs. ORL,W,36,9,20
Andrew Bogut,GSW,11/14/2015,GSW vs. BKN,W,32,10,3
Charlie Villanueva,DAL,11/14/2015,DAL @ HOU,W,25,19,4
Justin Anderson,DAL,11/14/2015,DAL @ HOU,W,12,3,5
Ramon Sessions,WAS,11/14/2015,WAS vs. ORL,W,14,5,0
Joe Johnson,BKN,11/14/2015,BKN @ GSW,L,41,6,-9
Devin Harris,DAL,11/14/2015,DAL @ HOU,W,29,15,6
Archie Goodwin,PHX,11/14/2015,PHX vs. DEN,W,29,12,8
Andre Iguodala,GSW,11/14/2015,GSW vs. BKN,W,38,15,11
Kenneth Faried,DEN,11/14/2015,DEN @ PHX,L,14,2,-22
Alex Len,PHX,11/14/2015,PHX vs. DEN,W,16,4,-4
Jameer Nelson,DEN,11/14/2015,DEN @ PHX,L,26,6,-20
Ty Lawson,HOU,11/14/2015,HOU vs. DAL,L,30,7,-13
PJ Tucker,PHX,11/14/2015,PHX vs. DEN,W,24,4,31
Christian Wood,PHI,11/14/2015,PHI @ SAS,L,13,5,-5
Darrell Arthur,DEN,11/14/2015,DEN @ PHX,L,8,2,-4
Anthony Tolliver,DET,11/14/2015,DET @ LAC,L,18,5,-7
Patty Mills,SAS,11/14/2015,SAS vs. PHI,W,21,5,4
Gary Neal,WAS,11/14/2015,WAS vs. ORL,W,17,7,3
Jarrett Jack,BKN,11/14/2015,BKN @ GSW,L,44,28,-3
Nene,WAS,11/14/2015,WAS vs. ORL,W,20,9,3
Trevor Ariza,HOU,11/14/2015,HOU vs. DAL,L,25,4,-3
Austin Rivers,LAC,11/14/2015,LAC vs. DET,W,42,13,9
Raymond Felton,DAL,11/14/2015,DAL @ HOU,W,34,23,-3
Brook Lopez,BKN,11/14/2015,BKN @ GSW,L,42,18,0
James Jones,CLE,11/14/2015,CLE @ MIL,L,4,0,-3
Andre Drummond,DET,11/14/2015,DET @ LAC,L,34,18,-10
Marcus Thornton,HOU,11/14/2015,HOU vs. DAL,L,18,2,-9
Miles Plumlee,MIL,11/14/2015,MIL vs. CLE,W,2,0,-1
Anderson Varejao,CLE,11/14/2015,CLE @ MIL,L,5,2,6
Evan Fournier,ORL,11/14/2015,ORL @ WAS,L,37,18,-13
Nikola Vucevic,ORL,11/14/2015,ORL @ WAS,L,36,19,-18
Elfrid Payton,ORL,11/14/2015,ORL @ WAS,L,38,17,-12
Nikola Jokic,DEN,11/14/2015,DEN @ PHX,L,18,4,2
Giannis Antetokounmpo,MIL,11/14/2015,MIL vs. CLE,W,45,16,1
Shane Larkin,BKN,11/14/2015,BKN @ GSW,L,11,2,-4
Garrett Temple,WAS,11/14/2015,WAS vs. ORL,W,31,18,6
Wesley Johnson,LAC,11/14/2015,LAC vs. DET,W,13,0,-1
Ian Clark,GSW,11/14/2015,GSW vs. BKN,W,9,2,5
Reggie Jackson,DET,11/14/2015,DET @ LAC,L,34,20,-5
Phil Pressey,PHI,11/14/2015,PHI @ SAS,L,16,8,11
Nerlens Noel,PHI,11/14/2015,PHI @ SAS,L,31,6,-21
Matt Bonner,SAS,11/14/2015,SAS vs. PHI,W,0,1,1
Tyson Chandler,PHX,11/14/2015,PHX vs. DEN,W,25,11,27
Thomas Robinson,BKN,11/14/2015,BKN @ GSW,L,0,0,0
Hollis Thompson,PHI,11/14/2015,PHI @ SAS,L,30,8,4
Marcus Morris,DET,11/14/2015,DET @ LAC,L,38,6,7
Jared Cunningham,CLE,11/14/2015,CLE @ MIL,L,3,0,3
Boban Marjanovic,SAS,11/14/2015,SAS vs. PHI,W,0,0,1
Harrison Barnes,GSW,11/14/2015,GSW vs. BKN,W,31,13,7
LeBron James,CLE,11/14/2015,CLE @ MIL,L,45,37,-2
Stephen Curry,GSW,11/14/2015,GSW vs. BKN,W,44,34,3
John Henson,MIL,11/14/2015,MIL vs. CLE,W,21,6,-8
Rondae Hollis-Jefferson,BKN,11/14/2015,BKN @ GSW,L,32,7,4
Isaiah Canaan,PHI,11/14/2015,PHI @ SAS,L,27,6,0
Nik Stauskas,PHI,11/14/2015,PHI @ SAS,L,18,0,-7
J.J. Barea,DAL,11/14/2015,DAL @ HOU,W,22,7,14
DeAndre Jordan,LAC,11/14/2015,LAC vs. DET,W,38,10,8
TJ Warren,PHX,11/14/2015,PHX vs. DEN,W,17,8,2
Mario Hezonja,ORL,11/14/2015,ORL @ WAS,L,17,8,0
Clint Capela,HOU,11/14/2015,HOU vs. DAL,L,23,7,-8
Luc Mbah a Moute,LAC,11/14/2015,LAC vs. DET,W,9,0,12
Corey Brewer,HOU,11/14/2015,HOU vs. DAL,L,23,6,-15
Danny Green,SAS,11/14/2015,SAS vs. PHI,W,28,3,9
Paul Pierce,LAC,11/14/2015,LAC vs. DET,W,30,3,-1
JaKarr Sampson,PHI,11/14/2015,PHI @ SAS,L,15,9,-5
John Jenkins,DAL,11/14/2015,DAL @ HOU,W,12,5,15
Marcin Gortat,WAS,11/14/2015,WAS vs. ORL,W,28,13,6
Greivis Vasquez,MIL,11/14/2015,MIL vs. CLE,W,24,13,4
Kevin Love,CLE,11/14/2015,CLE @ MIL,L,44,24,-5
Channing Frye,ORL,11/14/2015,ORL @ WAS,L,16,5,1
Jahlil Okafor,PHI,11/14/2015,PHI @ SAS,L,39,21,2
Shaun Livingston,GSW,11/14/2015,GSW vs. BKN,W,30,6,17
Kyle Anderson,SAS,11/14/2015,SAS vs. PHI,W,31,10,20
Ray McCallum,SAS,11/14/2015,SAS vs. PHI,W,13,8,-13
T.J. McConnell,PHI,11/14/2015,PHI @ SAS,L,26,8,-20
Timofey Mozgov,CLE,11/14/2015,CLE @ MIL,L,16,8,-3
Lance Stephenson,LAC,11/14/2015,LAC vs. DET,W,2,0,-8
Stanley Johnson,DET,11/14/2015,DET @ LAC,L,21,9,-11
Will Barton,DEN,11/14/2015,DEN @ PHX,L,37,19,-16
Jeremy Evans,DAL,11/14/2015,DAL @ HOU,W,14,4,10
Brandon Rush,GSW,11/14/2015,GSW vs. BKN,W,21,8,-12
Ersan Ilyasova,DET,11/14/2015,DET @ LAC,L,29,20,6
Steve Blake,DET,11/14/2015,DET @ LAC,L,14,2,-2
Johnny O'Bryant III,MIL,11/14/2015,MIL vs. CLE,W,5,0,1
Kris Humphries,WAS,11/14/2015,WAS vs. ORL,W,30,23,7
LaMarcus Aldridge,SAS,11/14/2015,SAS vs. PHI,W,34,17,14
Boris Diaw,SAS,11/14/2015,SAS vs. PHI,W,16,2,-9
Emmanuel Mudiay,DEN,11/14/2015,DEN @ PHX,L,24,13,-4
Kentavious Caldwell-Pope,DET,11/14/2015,DET @ LAC,L,37,10,-8
Richard Jefferson,CLE,11/14/2015,CLE @ MIL,L,39,14,-1
Jamal Crawford,LAC,11/14/2015,LAC vs. DET,W,41,37,21
Montrezl Harrell,HOU,11/14/2015,HOU vs. DAL,L,11,5,3
Rasual Butler,SAS,11/14/2015,SAS vs. PHI,W,16,3,3
Draymond Green,GSW,11/14/2015,GSW vs. BKN,W,42,16,4
Jerryd Bayless,MIL,11/14/2015,MIL vs. CLE,W,39,17,1
Terrence Jones,HOU,11/14/2015,HOU vs. DAL,L,42,23,-10
Aaron Gordon,ORL,11/14/2015,ORL @ WAS,L,32,12,-10
Blake Griffin,LAC,11/14/2015,LAC vs. DET,W,42,34,-2
Danilo Gallinari,DEN,11/14/2015,DEN @ PHX,L,24,8,-28
Jonathon Simmons,SAS,11/14/2015,SAS vs. PHI,W,9,2,-8
Tobias Harris,ORL,11/14/2015,ORL @ WAS,L,36,10,-5
Zaza Pachulia,DAL,11/14/2015,DAL @ HOU,W,30,10,-3
Shabazz Napier,ORL,11/14/2015,ORL @ WAS,L,16,6,3
Deron Williams,DAL,11/14/2015,DAL @ HOU,W,35,11,-1
Wayne Ellington,BKN,11/14/2015,BKN @ GSW,L,13,6,-11
John Wall,WAS,11/14/2015,WAS vs. ORL,W,35,15,9
Matthew Dellavedova,CLE,11/14/2015,CLE @ MIL,L,29,0,-2
Mo Williams,CLE,11/14/2015,CLE @ MIL,L,29,4,-1
Jared Dudley,WAS,11/14/2015,WAS vs. ORL,W,20,5,0
Dewayne Dedmon,ORL,11/14/2015,ORL @ WAS,L,12,4,9
Josh Smith,LAC,11/14/2015,LAC vs. DET,W,13,4,-4
Festus Ezeli,GSW,11/14/2015,GSW vs. BKN,W,18,3,2
Jon Leuer,PHX,11/14/2015,PHX vs. DEN,W,19,7,13
Michael Carter-Williams,MIL,11/14/2015,MIL vs. CLE,W,40,17,4
Mirza Teletovic,PHX,11/14/2015,PHX vs. DEN,W,29,11,11
Tristan Thompson,CLE,11/14/2015,CLE @ MIL,L,26,6,-7
Kelly Oubre Jr.,WAS,11/14/2015,WAS vs. ORL,W,10,4,-9
Brandon Knight,PHX,11/14/2015,PHX vs. DEN,W,22,10,8
Andrea Bargnani,BKN,11/14/2015,BKN @ GSW,L,8,4,-5
Langston Galloway,NYK,11/15/2015,NYK vs. NOP,W,26,15,-1
D.J. Augustin,OKC,11/15/2015,OKC vs. BOS,L,23,2,-11
Reggie Bullock,DET,11/15/2015,DET @ LAL,L,15,3,-12
Cody Zeller,CHA,11/15/2015,CHA vs. POR,W,21,1,7
Metta World Peace,LAL,11/15/2015,LAL vs. DET,W,12,5,-2
Shelvin Mack,ATL,11/15/2015,ATL vs. UTA,L,15,7,-11
Trey Burke,UTA,11/15/2015,UTA @ ATL,W,23,10,2
Andrew Wiggins,MIN,11/15/2015,MIN vs. MEM,L,37,21,1
Jared Sullinger,BOS,11/15/2015,BOS @ OKC,W,31,8,5
Marcus Smart,BOS,11/15/2015,BOS @ OKC,W,34,26,7
Alexis Ajinca,NOP,11/15/2015,NOP @ NYK,L,7,0,-9
Zach LaVine,MIN,11/15/2015,MIN vs. MEM,L,17,25,2
Stanley Johnson,DET,11/15/2015,DET @ LAL,L,16,4,-16
Chris Johnson,UTA,11/15/2015,UTA @ ATL,W,3,0,-2
Marc Gasol,MEM,11/15/2015,MEM @ MIN,W,37,16,6
DeMar DeRozan,TOR,11/15/2015,TOR @ SAC,L,37,24,-12
Ish Smith,NOP,11/15/2015,NOP @ NYK,L,22,2,1
Jeff Withey,UTA,11/15/2015,UTA @ ATL,W,6,0,0
Rudy Gay,SAC,11/15/2015,SAC vs. TOR,W,37,27,16
Kevin Martin,MIN,11/15/2015,MIN vs. MEM,L,18,8,-2
Toney Douglas,NOP,11/15/2015,NOP @ NYK,L,11,4,-1
Isaiah Thomas,BOS,11/15/2015,BOS @ OKC,W,34,20,15
Damian Lillard,POR,11/15/2015,POR @ CHA,L,37,23,-12
Evan Turner,BOS,11/15/2015,BOS @ OKC,W,24,2,12
Brandon Bass,LAL,11/15/2015,LAL vs. DET,W,20,6,10
Kyle O'Quinn,NYK,11/15/2015,NYK vs. NOP,W,9,0,-3
Nick Young,LAL,11/15/2015,LAL vs. DET,W,26,13,20
Derrick Favors,UTA,11/15/2015,UTA @ ATL,W,32,23,1
Patrick Patterson,TOR,11/15/2015,TOR @ SAC,L,19,9,9
Allen Crabbe,POR,11/15/2015,POR @ CHA,L,27,17,-8
Kemba Walker,CHA,11/15/2015,CHA vs. POR,W,36,14,2
Nicolas Batum,CHA,11/15/2015,CHA vs. POR,W,39,33,5
Noah Vonleh,POR,11/15/2015,POR @ CHA,L,24,9,-6
Anthony Morrow,OKC,11/15/2015,OKC vs. BOS,L,15,0,7
Lance Thomas,NYK,11/15/2015,NYK vs. NOP,W,20,7,5
Willie Cauley-Stein,SAC,11/15/2015,SAC vs. TOR,W,8,0,3
Pat Connaughton,POR,11/15/2015,POR @ CHA,L,1,0,2
Shabazz Muhammad,MIN,11/15/2015,MIN vs. MEM,L,17,8,-6
Andre Roberson,OKC,11/15/2015,OKC vs. BOS,L,25,7,0
Marco Belinelli,SAC,11/15/2015,SAC vs. TOR,W,26,7,8
Jeremy Lin,CHA,11/15/2015,CHA vs. POR,W,20,5,6
Brian Roberts,CHA,11/15/2015,CHA vs. POR,W,3,0,-7
Kyle Lowry,TOR,11/15/2015,TOR @ SAC,L,39,22,-5
Reggie Jackson,DET,11/15/2015,DET @ LAL,L,24,9,-13
Marcus Morris,DET,11/15/2015,DET @ LAL,L,32,7,4
Gorgui Dieng,MIN,11/15/2015,MIN vs. MEM,L,16,8,-9
Avery Bradley,BOS,11/15/2015,BOS @ OKC,W,26,14,19
Anthony Davis,NOP,11/15/2015,NOP @ NYK,L,40,36,-9
Raul Neto,UTA,11/15/2015,UTA @ ATL,W,12,2,-1
Norman Powell,TOR,11/15/2015,TOR @ SAC,L,4,0,-3
Seth Curry,SAC,11/15/2015,SAC vs. TOR,W,5,3,0
David Lee,BOS,11/15/2015,BOS @ OKC,W,14,4,8
Justin Holiday,ATL,11/15/2015,ATL vs. UTA,L,10,0,-7
Tim Frazier,POR,11/15/2015,POR @ CHA,L,1,0,2
Lou Amundson,NYK,11/15/2015,NYK vs. NOP,W,10,3,-7
Ryan Anderson,NOP,11/15/2015,NOP @ NYK,L,26,16,2
Tiago Splitter,ATL,11/15/2015,ATL vs. UTA,L,18,2,4
Gerald Henderson,POR,11/15/2015,POR @ CHA,L,7,0,-15
DeMarcus Cousins,SAC,11/15/2015,SAC vs. TOR,W,41,36,15
Jeremy Lamb,CHA,11/15/2015,CHA vs. POR,W,28,13,21
Jonas Valanciunas,TOR,11/15/2015,TOR @ SAC,L,20,4,-5
Gordon Hayward,UTA,11/15/2015,UTA @ ATL,W,38,7,3
Nick Collison,OKC,11/15/2015,OKC vs. BOS,L,15,4,-12
Mike Conley,MEM,11/15/2015,MEM @ MIN,W,33,20,5
Marvin Williams,CHA,11/15/2015,CHA vs. POR,W,34,7,9
Serge Ibaka,OKC,11/15/2015,OKC vs. BOS,L,35,16,1
Kobe Bryant,LAL,11/15/2015,LAL vs. DET,W,36,17,14
Russell Westbrook,OKC,11/15/2015,OKC vs. BOS,L,33,27,-7
Jose Calderon,NYK,11/15/2015,NYK vs. NOP,W,21,8,7
Andre Miller,MIN,11/15/2015,MIN vs. MEM,L,34,8,-17
Lou Williams,LAL,11/15/2015,LAL vs. DET,W,20,4,11
Steven Adams,OKC,11/15/2015,OKC vs. BOS,L,30,6,-1
Cliff Alexander,POR,11/15/2015,POR @ CHA,L,17,4,8
Roy Hibbert,LAL,11/15/2015,LAL vs. DET,W,28,12,2
Rudy Gobert,UTA,11/15/2015,UTA @ ATL,W,38,11,2
Bismack Biyombo,TOR,11/15/2015,TOR @ SAC,L,27,4,-2
Carmelo Anthony,NYK,11/15/2015,NYK vs. NOP,W,39,29,10
Spencer Dinwiddie,DET,11/15/2015,DET @ LAL,L,24,17,1
Kristaps Porzingis,NYK,11/15/2015,NYK vs. NOP,W,23,10,6
Jordan Clarkson,LAL,11/15/2015,LAL vs. DET,W,29,17,0
Dennis Schroder,ATL,11/15/2015,ATL vs. UTA,L,33,11,10
Kelly Olynyk,BOS,11/15/2015,BOS @ OKC,W,17,7,11
Luke Babbitt,NOP,11/15/2015,NOP @ NYK,L,7,3,-3
JaMychal Green,MEM,11/15/2015,MEM @ MIN,W,25,12,13
Courtney Lee,MEM,11/15/2015,MEM @ MIN,W,28,7,13
DeMarre Carroll,TOR,11/15/2015,TOR @ SAC,L,37,17,-14
Zach Randolph,MEM,11/15/2015,MEM @ MIN,W,28,14,2
Ben McLemore,SAC,11/15/2015,SAC vs. TOR,W,25,8,10
Jerian Grant,NYK,11/15/2015,NYK vs. NOP,W,26,7,5
Rajon Rondo,SAC,11/15/2015,SAC vs. TOR,W,43,7,6
Mason Plumlee,POR,11/15/2015,POR @ CHA,L,24,8,-10
Matt Barnes,MEM,11/15/2015,MEM @ MIN,W,13,0,3
Tony Allen,MEM,11/15/2015,MEM @ MIN,W,23,8,-11
Kevin Seraphin,NYK,11/15/2015,NYK vs. NOP,W,14,12,9
Tayshaun Prince,MIN,11/15/2015,MIN vs. MEM,L,22,2,-2
Omri Casspi,SAC,11/15/2015,SAC vs. TOR,W,26,14,-10
Kevin Garnett,MIN,11/15/2015,MIN vs. MEM,L,24,8,0
Kyle Korver,ATL,11/15/2015,ATL vs. UTA,L,34,11,6
Amir Johnson,BOS,11/15/2015,BOS @ OKC,W,30,7,0
Dante Cunningham,NOP,11/15/2015,NOP @ NYK,L,25,6,1
Joe Ingles,UTA,11/15/2015,UTA @ ATL,W,3,2,-1
Enes Kanter,OKC,11/15/2015,OKC vs. BOS,L,16,8,-18
CJ McCollum,POR,11/15/2015,POR @ CHA,L,37,16,-12
Cameron Payne,OKC,11/15/2015,OKC vs. BOS,L,0,0,0
Julius Randle,LAL,11/15/2015,LAL vs. DET,W,31,8,-3
Dion Waiters,OKC,11/15/2015,OKC vs. BOS,L,29,7,-20
Thabo Sefolosha,ATL,11/15/2015,ATL vs. UTA,L,23,5,-5
Kosta Koufos,SAC,11/15/2015,SAC vs. TOR,W,13,3,-13
Al Horford,ATL,11/15/2015,ATL vs. UTA,L,31,16,-7
Derrick Williams,NYK,11/15/2015,NYK vs. NOP,W,6,0,2
Mitch McGary,OKC,11/15/2015,OKC vs. BOS,L,0,0,0
Larry Nance Jr.,LAL,11/15/2015,LAL vs. DET,W,17,6,15
Jeff Green,MEM,11/15/2015,MEM @ MIN,W,35,21,2
Maurice Harkless,POR,11/15/2015,POR @ CHA,L,21,4,-5
Ed Davis,POR,11/15/2015,POR @ CHA,L,22,6,-4
Aron Baynes,DET,11/15/2015,DET @ LAL,L,7,9,-7
James Johnson,TOR,11/15/2015,TOR @ SAC,L,12,1,8
Trevor Booker,UTA,11/15/2015,UTA @ ATL,W,19,4,1
Quincy Acy,SAC,11/15/2015,SAC vs. TOR,W,15,2,-5
Mario Chalmers,MEM,11/15/2015,MEM @ MIN,W,18,16,7
Al Jefferson,CHA,11/15/2015,CHA vs. POR,W,30,29,10
Paul Millsap,ATL,11/15/2015,ATL vs. UTA,L,37,28,6
Omer Asik,NOP,11/15/2015,NOP @ NYK,L,13,0,-4
Jrue Holiday,NOP,11/15/2015,NOP @ NYK,L,25,7,-9
Al-Farouq Aminu,POR,11/15/2015,POR @ CHA,L,22,7,0
Jonas Jerebko,BOS,11/15/2015,BOS @ OKC,W,6,2,0
PJ Hairston,CHA,11/15/2015,CHA vs. POR,W,9,2,5
Sasha Vujacic,NYK,11/15/2015,NYK vs. NOP,W,6,0,2
Anthony Tolliver,DET,11/15/2015,DET @ LAL,L,19,3,-6
Karl-Anthony Towns,MIN,11/15/2015,MIN vs. MEM,L,32,14,1
Eric Gordon,NOP,11/15/2015,NOP @ NYK,L,39,11,-7
Alec Burks,UTA,11/15/2015,UTA @ ATL,W,28,18,4
Spencer Hawes,CHA,11/15/2015,CHA vs. POR,W,18,2,2
Kent Bazemore,ATL,11/15/2015,ATL vs. UTA,L,30,16,6
D'Angelo Russell,LAL,11/15/2015,LAL vs. DET,W,21,9,-7
Arron Afflalo,NYK,11/15/2015,NYK vs. NOP,W,26,4,3
Kentavious Caldwell-Pope,DET,11/15/2015,DET @ LAL,L,33,10,0
Cory Joseph,TOR,11/15/2015,TOR @ SAC,L,26,17,-2
Jae Crowder,BOS,11/15/2015,BOS @ OKC,W,25,10,-2
Ersan Ilyasova,DET,11/15/2015,DET @ LAL,L,29,6,-6
Robin Lopez,NYK,11/15/2015,NYK vs. NOP,W,14,0,2
Alonzo Gee,NOP,11/15/2015,NOP @ NYK,L,26,2,-2
Nemanja Bjelica,MIN,11/15/2015,MIN vs. MEM,L,24,4,-8
Kyle Singler,OKC,11/15/2015,OKC vs. BOS,L,19,8,-14
Andre Drummond,DET,11/15/2015,DET @ LAL,L,41,17,-5
Mike Muscala,ATL,11/15/2015,ATL vs. UTA,L,10,0,-7
Rodney Hood,UTA,11/15/2015,UTA @ ATL,W,37,20,-4
Luis Scola,TOR,11/15/2015,TOR @ SAC,L,20,3,-4
Isaiah Canaan,PHI,11/16/2015,PHI vs. DAL,L,25,3,-1
Jeremy Evans,DAL,11/16/2015,DAL @ PHI,W,1,0,1
Mirza Teletovic,PHX,11/16/2015,PHX vs. LAL,W,27,11,13
Robert Covington,PHI,11/16/2015,PHI vs. DAL,L,20,7,9
Rasual Butler,SAS,11/16/2015,SAS vs. POR,W,7,1,6
Montrezl Harrell,HOU,11/16/2015,HOU vs. BOS,L,12,4,0
Terrence Jones,HOU,11/16/2015,HOU vs. BOS,L,28,15,6
Damian Lillard,POR,11/16/2015,POR @ SAS,L,42,27,-10
J.J. Barea,DAL,11/16/2015,DAL @ PHI,W,13,9,-8
Russell Westbrook,OKC,11/16/2015,OKC @ MEM,L,39,40,2
Manu Ginobili,SAS,11/16/2015,SAS vs. POR,W,23,17,18
Maurice Harkless,POR,11/16/2015,POR @ SAS,L,12,5,-16
Lou Williams,LAL,11/16/2015,LAL @ PHX,L,22,16,-16
Nick Collison,OKC,11/16/2015,OKC @ MEM,L,17,2,-4
Eric Bledsoe,PHX,11/16/2015,PHX vs. LAL,W,28,21,7
Kelly Olynyk,BOS,11/16/2015,BOS @ HOU,W,23,8,-4
E'Twaun Moore,CHI,11/16/2015,CHI vs. IND,W,16,2,4
Jon Leuer,PHX,11/16/2015,PHX vs. LAL,W,21,3,6
Archie Goodwin,PHX,11/16/2015,PHX vs. LAL,W,25,12,9
Mason Plumlee,POR,11/16/2015,POR @ SAS,L,31,8,-1
Tim Duncan,SAS,11/16/2015,SAS vs. POR,W,29,10,0
Serge Ibaka,OKC,11/16/2015,OKC @ MEM,L,35,18,2
Tony Allen,MEM,11/16/2015,MEM vs. OKC,W,27,6,0
Boris Diaw,SAS,11/16/2015,SAS vs. POR,W,22,12,9
KJ McDaniels,HOU,11/16/2015,HOU vs. BOS,L,10,2,9
Tyler Zeller,BOS,11/16/2015,BOS @ HOU,W,14,9,-18
Tarik Black,LAL,11/16/2015,LAL @ PHX,L,2,0,-1
Ed Davis,POR,11/16/2015,POR @ SAS,L,17,0,-12
Evan Turner,BOS,11/16/2015,BOS @ HOU,W,18,7,11
Patty Mills,SAS,11/16/2015,SAS vs. POR,W,21,4,5
Dion Waiters,OKC,11/16/2015,OKC @ MEM,L,38,14,-14
Ian Mahinmi,IND,11/16/2015,IND @ CHI,L,28,4,4
Solomon Hill,IND,11/16/2015,IND @ CHI,L,13,4,-7
Noah Vonleh,POR,11/16/2015,POR @ SAS,L,22,3,-5
Kirk Hinrich,CHI,11/16/2015,CHI vs. IND,W,13,9,-5
Alex Len,PHX,11/16/2015,PHX vs. LAL,W,25,10,18
Jimmy Butler,CHI,11/16/2015,CHI vs. IND,W,36,17,-1
Dwight Powell,DAL,11/16/2015,DAL @ PHI,W,26,7,-3
Taj Gibson,CHI,11/16/2015,CHI vs. IND,W,31,9,-5
Jordan Hill,IND,11/16/2015,IND @ CHI,L,27,5,-1
D.J. Augustin,OKC,11/16/2015,OKC @ MEM,L,16,5,-14
Deron Williams,DAL,11/16/2015,DAL @ PHI,W,33,12,12
Mike Conley,MEM,11/16/2015,MEM vs. OKC,W,31,22,-4
Paul George,IND,11/16/2015,IND @ CHI,L,39,26,5
Devin Booker,PHX,11/16/2015,PHX vs. LAL,W,2,3,1
Gerald Henderson,POR,11/16/2015,POR @ SAS,L,9,0,-3
Allen Crabbe,POR,11/16/2015,POR @ SAS,L,14,3,-13
PJ Tucker,PHX,11/16/2015,PHX vs. LAL,W,24,11,3
Marc Gasol,MEM,11/16/2015,MEM vs. OKC,W,35,17,11
Corey Brewer,HOU,11/16/2015,HOU vs. BOS,L,24,11,-2
JaMychal Green,MEM,11/16/2015,MEM vs. OKC,W,30,5,0
Nick Young,LAL,11/16/2015,LAL @ PHX,L,25,11,-15
Tyson Chandler,PHX,11/16/2015,PHX vs. LAL,W,23,0,1
Al-Farouq Aminu,POR,11/16/2015,POR @ SAS,L,36,17,3
Jared Sullinger,BOS,11/16/2015,BOS @ HOU,W,25,9,20
Joe Young,IND,11/16/2015,IND @ CHI,L,12,5,-7
Nikola Mirotic,CHI,11/16/2015,CHI vs. IND,W,17,6,6
Chase Budinger,IND,11/16/2015,IND @ CHI,L,18,0,-1
Larry Nance Jr.,LAL,11/16/2015,LAL @ PHX,L,23,0,-18
Cliff Alexander,POR,11/16/2015,POR @ SAS,L,3,0,-3
Steven Adams,OKC,11/16/2015,OKC @ MEM,L,27,14,-4
Nik Stauskas,PHI,11/16/2015,PHI vs. DAL,L,16,0,-14
Danny Green,SAS,11/16/2015,SAS vs. POR,W,29,12,2
CJ McCollum,POR,11/16/2015,POR @ SAS,L,34,15,-2
Terry Rozier,BOS,11/16/2015,BOS @ HOU,W,6,2,-13
Marcus Thornton,HOU,11/16/2015,HOU vs. BOS,L,12,8,3
Russ Smith,MEM,11/16/2015,MEM vs. OKC,W,0,0,0
D'Angelo Russell,LAL,11/16/2015,LAL @ PHX,L,27,13,-5
Tony Snell,CHI,11/16/2015,CHI vs. IND,W,29,6,-5
James Harden,HOU,11/16/2015,HOU vs. BOS,L,30,16,-27
Roy Hibbert,LAL,11/16/2015,LAL @ PHX,L,31,14,-4
Dwight Howard,HOU,11/16/2015,HOU vs. BOS,L,30,5,-11
Jae Crowder,BOS,11/16/2015,BOS @ HOU,W,28,16,24
Justin Anderson,DAL,11/16/2015,DAL @ PHI,W,2,0,-3
Chandler Parsons,DAL,11/16/2015,DAL @ PHI,W,21,20,6
Matt Barnes,MEM,11/16/2015,MEM vs. OKC,W,12,5,7
Glenn Robinson III,IND,11/16/2015,IND @ CHI,L,16,4,-6
Jahlil Okafor,PHI,11/16/2015,PHI vs. DAL,L,33,19,-13
T.J. McConnell,PHI,11/16/2015,PHI vs. DAL,L,34,13,5
Isaiah Thomas,BOS,11/16/2015,BOS @ HOU,W,24,23,0
Nerlens Noel,PHI,11/16/2015,PHI vs. DAL,L,38,12,-4
Doug McDermott,CHI,11/16/2015,CHI vs. IND,W,17,11,5
Courtney Lee,MEM,11/16/2015,MEM vs. OKC,W,17,6,14
Cameron Payne,OKC,11/16/2015,OKC @ MEM,L,12,3,-8
Brandon Bass,LAL,11/16/2015,LAL @ PHX,L,15,2,-14
Jordan Clarkson,LAL,11/16/2015,LAL @ PHX,L,33,20,-11
CJ Miles,IND,11/16/2015,IND @ CHI,L,27,19,7
Anthony Morrow,OKC,11/16/2015,OKC @ MEM,L,29,2,9
Jerami Grant,PHI,11/16/2015,PHI vs. DAL,L,29,13,-21
Marcus Smart,BOS,11/16/2015,BOS @ HOU,W,30,4,30
Avery Bradley,BOS,11/16/2015,BOS @ HOU,W,20,21,18
Julius Randle,LAL,11/16/2015,LAL @ PHX,L,25,6,-1
JaKarr Sampson,PHI,11/16/2015,PHI vs. DAL,L,15,7,3
Amir Johnson,BOS,11/16/2015,BOS @ HOU,W,22,6,20
Enes Kanter,OKC,11/16/2015,OKC @ MEM,L,17,16,-10
Mario Chalmers,MEM,11/16/2015,MEM vs. OKC,W,23,29,9
David Lee,BOS,11/16/2015,BOS @ HOU,W,5,0,-6
Hollis Thompson,PHI,11/16/2015,PHI vs. DAL,L,29,12,6
Jeff Green,MEM,11/16/2015,MEM vs. OKC,W,34,20,-1
Anthony Brown,LAL,11/16/2015,LAL @ PHX,L,2,0,-1
Monta Ellis,IND,11/16/2015,IND @ CHI,L,36,20,6
David West,SAS,11/16/2015,SAS vs. POR,W,10,2,8
